    0.421658674860349123E+02    0.659550297260284424E+02    0.152038103371728384E+01   -0.125274264812469482E+01   -0.287512737512588501E+01   -0.665682369158800043E+03   -0.762461894642300742E+01    1
    0.399691470690538964E+02    0.718072700500488281E+02    0.155478333149050241E+01   -0.128178191184997559E+01   -0.288457381725311279E+01   -0.660065280800686423E+03   -0.762510722767309002E+01    1
    0.422563003680854337E+02    0.677940416336059570E+02    0.140979352195975505E+01   -0.110856342315673828E+01   -0.257103803753852844E+01   -0.656111620368422109E+03   -0.762559550892310245E+01    1
    0.425576190837654522E+02    0.720913195610046387E+02    0.110989520908460149E+01   -0.170789790153503418E+01   -0.296680885553359985E+01   -0.655546831494593221E+03   -0.762608379017301452E+01    1
    0.434729115953731622E+02    0.602064979076385498E+02    0.146577118472849888E+01   -0.228465509414672852E+01   -0.288076671957969666E+01   -0.640950817061091129E+03   -0.762657207142296922E+01    1
    0.419438470223520667E+02    0.568852221965789795E+02    0.154714663511637407E+01   -0.235863375663757324E+01   -0.292468923330307007E+01   -0.636478999476277522E+03   -0.762706035267305182E+01    1
    0.444035424497596267E+02    0.636627352237701416E+02    0.109115855739635004E+01   -0.153974270820617676E+01   -0.298486042022705078E+01   -0.634154810718779345E+03   -0.762754863392306248E+01    1
    0.396598801013611748E+02    0.732273423671722412E+02    0.113690242461285695E+01   -0.102740800380706787E+01   -0.280106085538864136E+01   -0.633584353478615981E+03   -0.762803691517297189E+01    1
    0.437524066469084971E+02    0.170420694351196289E+02    0.136597173006754535E+01   -0.234630918502807617E+01   -0.299782800674438477E+01   -0.632820155823305527E+03   -0.762852519642303761E+01    1
    0.395268395991122645E+02    0.703477907180786133E+02    0.152467590460210300E+01   -0.117754018306732178E+01   -0.246976184844970703E+01   -0.630042444538563132E+03   -0.762901347767311488E+01    1
    0.418190168603549637E+02    0.727198970317840576E+02    0.155001522141192249E+01   -0.101897609233856201E+01   -0.205381754040718079E+01   -0.626876151120768895E+03   -0.762950175892311666E+01    1
    0.426126171788481685E+02    0.710948359966278076E+02    0.123499785905843140E+01   -0.148564672470092773E+01   -0.276379722356796265E+01   -0.625452216182096208E+03   -0.762999004017312821E+01    1
    0.420921651709904694E+02    0.441917431354522705E+02    0.139740017247933324E+01   -0.192870938777923584E+01   -0.296953174471855164E+01   -0.622721393352732321E+03   -0.763047832142306248E+01    1
    0.431514879524679031E+02    0.492400467395782471E+02    0.155839621634697800E+01   -0.234734034538269043E+01   -0.280152398347854614E+01   -0.622597080876621135E+03   -0.763096660267300297E+01    1
    0.428120642729468699E+02    0.680011403560638428E+02    0.638392637700396892E+00   -0.271117627620697021E+01   -0.298352289199829102E+01   -0.618105429936405244E+03   -0.763145488392297544E+01    1
    0.410767463855887627E+02    0.633403551578521729E+02    0.134620192703809427E+01   -0.101129019260406494E+01   -0.285360950231552124E+01   -0.618052075172434456E+03   -0.763194316517294968E+01    1
    0.409427713554299260E+02    0.594129574298858643E+02    0.130978078742258264E+01   -0.223927831649780273E+01   -0.296640443801879883E+01   -0.615300640132152921E+03   -0.763243144642295146E+01    1
    0.412912629235256290E+02    0.714339601993560791E+02    0.145179848743389828E+01   -0.271651721000671387E+01   -0.293164524435997009E+01   -0.615204541396292370E+03   -0.763291972767294791E+01    1
    0.419506187981744461E+02    0.734973657131195068E+02    0.133357946099725067E+01   -0.118708658218383789E+01   -0.229189801216125488E+01   -0.614340749548168219E+03   -0.763340800892296389E+01    1
    0.407295851316344297E+02    0.566581106185913086E+02    0.129081229124718511E+01   -0.173600125312805176E+01   -0.295771914720535278E+01   -0.614296831249518846E+03   -0.763389629017296745E+01    1
    0.445184487917505720E+02    0.653025627136230469E+02    0.610161964352193942E+00   -0.285701215267181396E+01   -0.298135879635810852E+01   -0.613337014540460245E+03   -0.763438457142298255E+01    1
    0.433865351523844893E+02    0.692340946197509766E+02    0.860425997230406248E+00   -0.187820434570312500E+01   -0.288183021545410156E+01   -0.613295248709363477E+03   -0.763487285267297366E+01    1
    0.396884564425822148E+02    0.508955383300781250E+02    0.140433559828001542E+01   -0.256743896007537842E+01   -0.299002292752265930E+01   -0.611430309241660439E+03   -0.763536113392296478E+01    1
    0.422230942186687486E+02    0.702335250377655029E+02    0.901627745097572597E+00   -0.181489729881286621E+01   -0.290425929427146912E+01   -0.610976780564860405E+03   -0.763584941517303584E+01    1
    0.422169546180798534E+02    0.454802405834197998E+02    0.139930066189428515E+01   -0.182617282867431641E+01   -0.288602399826049805E+01   -0.609879020722732776E+03   -0.763633769642309268E+01    1
    0.410700318194370553E+02    0.434351420402526855E+02    0.140817612178941820E+01   -0.221144878864288330E+01   -0.291806581616401672E+01   -0.609341065536044994E+03   -0.763682597767309890E+01    1
    0.403671738566089431E+02    0.586261546611785889E+02    0.132974935096029556E+01   -0.188434922695159912E+01   -0.294826436042785645E+01   -0.608264405039260964E+03   -0.763731425892307580E+01    1
    0.429794775130557127E+02    0.543140101432800293E+02    0.143140587956413112E+01   -0.100373733043670654E+01   -0.282350513339042664E+01   -0.606750132531416625E+03   -0.763780254017309979E+01    1
    0.412268488640288453E+02    0.698607909679412842E+02    0.106247295859854707E+01   -0.197060132026672363E+01   -0.293223145604133606E+01   -0.606533280352977954E+03   -0.763829082142307492E+01    1
    0.406644085496019514E+02    0.719587397575378418E+02    0.142968500441993562E+01   -0.117484414577484131E+01   -0.230299147963523865E+01   -0.606276083151399803E+03   -0.763877910267307669E+01    1
    0.395072575617788431E+02    0.641488373279571533E+02    0.153519219586874200E+01   -0.253450417518615723E+01   -0.295722189545631409E+01   -0.602978034914094110E+03   -0.763926738392312288E+01    1
    0.400682773429094254E+02    0.693031024932861328E+02    0.124008819209315990E+01   -0.110603642463684082E+01   -0.271175640821456909E+01   -0.602386279955953341E+03   -0.763975566517305715E+01    1
    0.434739126948826566E+02    0.730459141731262207E+02    0.126957742945385199E+01   -0.151291120052337646E+01   -0.245201680064201355E+01   -0.601706896556231300E+03   -0.764024394642301008E+01    1
    0.415471212895253643E+02    0.628052258491516113E+02    0.973438066150107639E+00   -0.279916548728942871E+01   -0.297912704944610596E+01   -0.599916908503351806E+03   -0.764073222767305538E+01    1
    0.416810944261854033E+02    0.259133112430572510E+02    0.111417728270053118E+01   -0.261171853542327881E+01   -0.299280169606208801E+01   -0.595306175837639216E+03   -0.764122050892309090E+01    1
    0.387445181140949515E+02    0.647809803485870361E+02    0.156485287425411657E+01   -0.188159954547882080E+01   -0.282157766819000244E+01   -0.595160605959191344E+03   -0.764170879017307225E+01    1
    0.436159705703463274E+02    0.639275836944580078E+02    0.108164752225939975E+01   -0.113892221450805664E+01   -0.294338497519493103E+01   -0.594592363497036104E+03   -0.764219707142301097E+01    1
    0.404625212665235594E+02    0.569439017772674561E+02    0.120797474948513472E+01   -0.171636962890625000E+01   -0.293200242519378662E+01   -0.593123444748482939E+03   -0.764268535267297633E+01    1
    0.423982949988942437E+02    0.722322177886962891E+02    0.101576761247861502E+01   -0.220385479927062988E+01   -0.283499467372894287E+01   -0.591930174022114784E+03   -0.764317363392297988E+01    1
    0.399656235880494108E+02    0.662226355075836182E+02    0.148893301133898470E+01   -0.141888773441314697E+01   -0.264102476835250854E+01   -0.590327964791119598E+03   -0.764366191517297100E+01    1
    0.421806476144944611E+02    0.633887386322021484E+02    0.147351768072270417E+01   -0.164370048046112061E+01   -0.244893687963485718E+01   -0.588735925904429678E+03   -0.764415019642295945E+01    1
    0.402074038633216304E+02    0.686580634117126465E+02    0.134633435473143548E+01   -0.171435964107513428E+01   -0.265700671076774597E+01   -0.588533367230922636E+03   -0.764463847767300830E+01    1
    0.403800057710926339E+02    0.497700512409210205E+02    0.121106525803222631E+01   -0.204785907268524170E+01   -0.298291119933128357E+01   -0.588473277224631943E+03   -0.764512675892301008E+01    1
    0.436322439603201246E+02    0.422321784496307373E+02    0.852705430744752357E+00   -0.293955898284912109E+01   -0.297082412242889404E+01   -0.586596089575270412E+03   -0.764561504017302518E+01    1
    0.411037784129548669E+02    0.685427033901214600E+02    0.151171252939526668E+01   -0.108717596530914307E+01   -0.203151944279670715E+01   -0.585524651630229755E+03   -0.764610332142305804E+01    1
    0.401348999907642821E+02    0.746470928192138672E+02    0.695893132844218831E+00   -0.179667448997497559E+01   -0.298828098177909851E+01   -0.584981554513378910E+03   -0.764659160267305360E+01    1
    0.393202980811254008E+02    0.585808038711547852E+02    0.126169675289698335E+01   -0.230691599845886230E+01   -0.293989974260330200E+01   -0.584641773323356347E+03   -0.764707988392301274E+01    1
    0.404011027280738233E+02    0.688523447513580322E+02    0.106717895901588555E+01   -0.108623874187469482E+01   -0.280603680014610291E+01   -0.583388538152935894E+03   -0.764756816517299320E+01    1
    0.426229197245334532E+02    0.570744109153747559E+02    0.142020245622335617E+01   -0.153219866752624512E+01   -0.263680282235145569E+01   -0.583239998982972679E+03   -0.764805644642299320E+01    1
    0.410816037195989594E+02    0.746906697750091553E+02    0.874270564590270638E+00   -0.127381086349487305E+01   -0.297365325689315796E+01   -0.581114064374275813E+03   -0.764854472767295235E+01    1
    0.427517729187858038E+02    0.423960936069488525E+02    0.150166611070657963E+01   -0.173798811435699463E+01   -0.263696882128715515E+01   -0.579692744904100550E+03   -0.764903300892298343E+01    1
    0.387202415956615837E+02    0.513217449188232422E+02    0.152838211839644966E+01   -0.269991874694824219E+01   -0.291960003972053528E+01   -0.579599256159470428E+03   -0.764952129017302163E+01    1
    0.409769730783485642E+02    0.604612898826599121E+02    0.123065470028059387E+01   -0.213061296939849854E+01   -0.285474720597267151E+01   -0.579425192425513046E+03   -0.765000957142306071E+01    1
    0.379771629279311185E+02    0.655667746067047119E+02    0.128386659749747123E+01   -0.180473077297210693E+01   -0.290690454840660095E+01   -0.578624810653964346E+03   -0.765049785267303495E+01    1
    0.385419265745601294E+02    0.691136348247528076E+02    0.129451129620407501E+01   -0.143795156478881836E+01   -0.282277914881706238E+01   -0.578336390938179647E+03   -0.765098613392305005E+01    1
    0.427919899851474526E+02    0.703454983234405518E+02    0.138530613953529214E+01   -0.263820159435272217E+01   -0.265805172920227051E+01   -0.578035405384180876E+03   -0.765147441517303584E+01    1
    0.415634480886842965E+02    0.309563755989074707E+02    0.144960611333703016E+01   -0.186393404006958008E+01   -0.285056981444358826E+01   -0.577276442726831647E+03   -0.765196269642298166E+01    1
    0.415757645492174461E+02    0.679360520839691162E+02    0.105854956534954625E+01   -0.121507287025451660E+01   -0.287627014517784119E+01   -0.575213925360430835E+03   -0.765245097767304649E+01    1
    0.388855721484033765E+02    0.512979805469512939E+02    0.130814571497424059E+01   -0.272380518913269043E+01   -0.295517894625663757E+01   -0.574723899970598609E+03   -0.765293925892309801E+01    1
    0.399632816900343073E+02    0.729139173030853271E+02    0.152935178457744425E+01   -0.179912185668945312E+01   -0.251018244028091431E+01   -0.574597670279835029E+03   -0.765342754017306071E+01    1
    0.406559451529264138E+02    0.466105949878692627E+02    0.119711978630887250E+01   -0.236769473552703857E+01   -0.286032217741012573E+01   -0.574421842493072177E+03   -0.765391582142303228E+01    1
    0.422123076619850721E+02    0.463468015193939209E+02    0.825308612571750699E+00   -0.256172966957092285E+01   -0.288702386617660522E+01   -0.572108731725478606E+03   -0.765440410267305094E+01    1
    0.422607146189634406E+02    0.283870661258697510E+02    0.140695159853840290E+01   -0.188823032379150391E+01   -0.283627244830131531E+01   -0.571238829516976352E+03   -0.765489238392309268E+01    1
    0.387484316954289980E+02    0.749929654598236084E+02    0.151748231610354622E+01   -0.129527950286865234E+01   -0.237011241912841797E+01   -0.570147322315117549E+03   -0.765538066517307492E+01    1
    0.393713824824307679E+02    0.679609107971191406E+02    0.129587675136684055E+01   -0.108790564537048340E+01   -0.231505605578422546E+01   -0.569728095291598834E+03   -0.765586894642309002E+01    1
    0.388871955895964234E+02    0.669668519496917725E+02    0.897268214084558036E+00   -0.257095646858215332E+01   -0.297236996889114380E+01   -0.569626668091344413E+03   -0.765635722767305094E+01    1
    0.413086581351970992E+02    0.416670227050781250E+02    0.113483522425576155E+01   -0.273180675506591797E+01   -0.290094676613807678E+01   -0.569623192320337807E+03   -0.765684550892304472E+01    1
    0.407023207613750557E+02    0.560744726657867432E+02    0.973694463086629991E+00   -0.194895100593566895E+01   -0.296041834354400635E+01   -0.569489949948430763E+03   -0.765733379017309979E+01    1
    0.399050034213351239E+02    0.677437019348144531E+02    0.876273411526414581E+00   -0.278258049488067627E+01   -0.295915159583091736E+01   -0.568990387073311240E+03   -0.765782207142306426E+01    1
    0.397025455760348933E+02    0.492542552947998047E+02    0.142111821198264177E+01   -0.242756235599517822E+01   -0.284104320406913757E+01   -0.568813717901978976E+03   -0.765831035267307936E+01    1
    0.403982468561145822E+02    0.701424622535705566E+02    0.126170957971437980E+01   -0.155469787120819092E+01   -0.261750134825706482E+01   -0.568796303667594543E+03   -0.765879863392310867E+01    1
    0.413701410922827080E+02    0.158413231372833252E+02    0.145885529888362675E+01   -0.214085006713867188E+01   -0.285520958900451660E+01   -0.567283368522718888E+03   -0.765928691517305360E+01    1
    0.388648781577879561E+02    0.406935918331146240E+02    0.152110387049563678E+01   -0.162089014053344727E+01   -0.288167956471443176E+01   -0.565893896153835271E+03   -0.765977519642298965E+01    1
    0.413233894671766890E+02    0.720483398437500000E+02    0.101043683699620934E+01   -0.277395224571228027E+01   -0.282390984892845154E+01   -0.565653932078469893E+03   -0.766026347767305182E+01    1
    0.414483487933591590E+02    0.464811837673187256E+02    0.876737912005213116E+00   -0.265932095050811768E+01   -0.289255785942077637E+01   -0.565535907657281427E+03   -0.766075175892307669E+01    1
    0.409536483107889850E+02    0.620808398723602295E+02    0.133395951679234614E+01   -0.120793747901916504E+01   -0.269363361597061157E+01   -0.564313414780085623E+03   -0.766124004017307492E+01    1
    0.379333343044806384E+02    0.542336726188659668E+02    0.113508119988710354E+01   -0.240798425674438477E+01   -0.297068494558334351E+01   -0.563443983899024488E+03   -0.766172832142311666E+01    1
    0.447348514695142256E+02    0.748432195186614990E+02    0.652306563887170787E+00   -0.236696410179138184E+01   -0.266823428869247437E+01   -0.563391165511167628E+03   -0.766221660267309002E+01    1
    0.388481619132686689E+02    0.602532327175140381E+02    0.148853392651472149E+01   -0.242047977447509766E+01   -0.284851300716400146E+01   -0.562583766733228458E+03   -0.766270488392305893E+01    1
    0.428735049917961888E+02    0.603574597835540771E+02    0.103062213973197414E+01   -0.106324827671051025E+01   -0.265687826275825500E+01   -0.562509930690047327E+03   -0.766319316517302696E+01    1
    0.410018096140814592E+02    0.629929661750793457E+02    0.141734091321369426E+01   -0.192927038669586182E+01   -0.242015200853347778E+01   -0.562259171296214276E+03   -0.766368144642305449E+01    1
    0.411229690943352324E+02    0.584358358383178711E+02    0.128696859543499809E+01   -0.103220880031585693E+01   -0.245570543408393860E+01   -0.562148523655546001E+03   -0.766416972767314064E+01    1
    0.419595532479533162E+02    0.490362524986267090E+02    0.156850178437619125E+01   -0.242910397052764893E+01   -0.258289042115211487E+01   -0.561782345679475384E+03   -0.766465800892310245E+01    1
    0.378338809370467715E+02    0.733535599708557129E+02    0.930784356254781620E+00   -0.196218407154083252E+01   -0.296352538466453552E+01   -0.561682924449887651E+03   -0.766514629017305360E+01    1
    0.389152848207812525E+02    0.727749466896057129E+02    0.740511099417858198E+00   -0.107715868949890137E+01   -0.287729221582412720E+01   -0.561619306871343383E+03   -0.766563457142304472E+01    1
    0.401035851160791310E+02    0.464832043647766113E+02    0.152331853188054889E+01   -0.162961173057556152E+01   -0.267635035514831543E+01   -0.558735280640692622E+03   -0.766612285267306515E+01    1
    0.426408259214632182E+02    0.583413434028625488E+02    0.151915981393498178E+01   -0.294644284248352051E+01   -0.273648771643638611E+01   -0.558463791048823509E+03   -0.766661113392304294E+01    1
    0.394613054009858928E+02    0.670566058158874512E+02    0.115165817027617523E+01   -0.154628157615661621E+01   -0.281736943125724792E+01   -0.558102562044873252E+03   -0.766709941517296212E+01    1
    0.409561449334400791E+02    0.592692947387695312E+02    0.141305759178512225E+01   -0.187445378303527832E+01   -0.242593008279800415E+01   -0.557998665382964191E+03   -0.766758769642298343E+01    1
    0.432678045182061553E+02    0.586923015117645264E+02    0.131939494232923216E+01   -0.219787383079528809E+01   -0.248027461767196655E+01   -0.557896417726513164E+03   -0.766807597767308557E+01    1
    0.382555819278200460E+02    0.288485562801361084E+02    0.149520599176328517E+01   -0.173367428779602051E+01   -0.298323410749435425E+01   -0.557300947265568539E+03   -0.766856425892306870E+01    1
    0.381030024435652024E+02    0.335055685043334961E+02    0.147386298787691428E+01   -0.235953176021575928E+01   -0.287092763185501099E+01   -0.557155489077667198E+03   -0.766905254017302518E+01    1
    0.427070051109762829E+02    0.292972576618194580E+02    0.152229161315117278E+01   -0.192980968952178955E+01   -0.256558272242546082E+01   -0.557015162187332180E+03   -0.766954082142310600E+01    1
    0.450626512304220341E+02    0.520990347862243652E+02    0.685121205251388199E+00   -0.297219288349151611E+01   -0.282540026307106018E+01   -0.556712027987442639E+03   -0.767002910267304294E+01    1
    0.379374603450233110E+02    0.354150867462158203E+02    0.113340345563529965E+01   -0.249392938613891602E+01   -0.299786064028739929E+01   -0.556020044058199232E+03   -0.767051738392297988E+01    1
    0.391755253867381796E+02    0.640792787075042725E+02    0.157002355249846914E+01   -0.169000661373138428E+01   -0.246315526962280273E+01   -0.555946078827621591E+03   -0.767100566517300209E+01    1
    0.406404025725097284E+02    0.490249550342559814E+02    0.129018676626541295E+01   -0.174374055862426758E+01   -0.277206826210021973E+01   -0.555704843003158771E+03   -0.767149394642301008E+01    1
    0.388874051360483506E+02    0.620519292354583740E+02    0.148904969019394029E+01   -0.192240560054779053E+01   -0.264367732405662537E+01   -0.555281340250351491E+03   -0.767198222767308202E+01    1
    0.387718369576978503E+02    0.663745200634002686E+02    0.117692404058639610E+01   -0.111606860160827637E+01   -0.260348695516586304E+01   -0.554463768122237070E+03   -0.767247050892311400E+01    1
    0.400423109136186923E+02    0.630363678932189941E+02    0.879842642899053118E+00   -0.205943620204925537E+01   -0.292163643240928650E+01   -0.554084591361960520E+03   -0.767295879017305982E+01    1
    0.390402827197758810E+02    0.643179309368133545E+02    0.129389039816503360E+01   -0.180470824241638184E+01   -0.262183028459548950E+01   -0.553621171899848378E+03   -0.767344707142304916E+01    1
    0.404155796681850887E+02    0.440908098220825195E+02    0.127868871086657410E+01   -0.161937463283538818E+01   -0.289033401012420654E+01   -0.553405684457449183E+03   -0.767393535267302873E+01    1
    0.398790767175738097E+02    0.444646954536437988E+02    0.151256317984139144E+01   -0.183193981647491455E+01   -0.269686120748519897E+01   -0.553206128354240718E+03   -0.767442363392300297E+01    1
    0.424635533950240713E+02    0.663735401630401611E+02    0.871510914263020298E+00   -0.116122186183929443E+01   -0.275007131695747375E+01   -0.552889503453007592E+03   -0.767491191517303406E+01    1
    0.399793921632683151E+02    0.606243288516998291E+02    0.124266940153552330E+01   -0.107545685768127441E+01   -0.272918033599853516E+01   -0.552540228472680838E+03   -0.767540019642299942E+01    1
    0.422836024226552922E+02    0.692187237739562988E+02    0.998245056858800273E+00   -0.130835223197937012E+01   -0.266396629810333252E+01   -0.552337428997404800E+03   -0.767588847767295679E+01    1
    0.406522653279731898E+02    0.637586760520935059E+02    0.153250821402281989E+01   -0.157434284687042236E+01   -0.235838460922241211E+01   -0.552083724806955161E+03   -0.767637675892301630E+01    1
    0.436406316132069705E+02    0.197931540012359619E+02    0.990668553076902159E+00   -0.230497455596923828E+01   -0.299491557478904724E+01   -0.551728818561967273E+03   -0.767686504017310956E+01    1
    0.397179523145333633E+02    0.604732382297515869E+02    0.113289088556905027E+01   -0.216567838191986084E+01   -0.284776213765144348E+01   -0.551665796085923716E+03   -0.767735332142310334E+01    1
    0.394973536289826868E+02    0.714636576175689697E+02    0.936118590254616079E+00   -0.229861354827880859E+01   -0.286290678381919861E+01   -0.550997192869122046E+03   -0.767784160267304028E+01    1
    0.369599805007058393E+02    0.407739365100860596E+02    0.138344613646499792E+01   -0.214376747608184814E+01   -0.295827630162239075E+01   -0.549952008541305418E+03   -0.767832988392302074E+01    1
    0.415822183090063930E+02    0.654687738418579102E+02    0.115249905796517105E+01   -0.107369101047515869E+01   -0.233520048856735229E+01   -0.549052455397593008E+03   -0.767881816517308291E+01    1
    0.411900711262186334E+02    0.497703981399536133E+02    0.129262217637438059E+01   -0.174585044384002686E+01   -0.268493312597274780E+01   -0.548894449758209134E+03   -0.767930644642308202E+01    1
    0.408448843484360538E+02    0.627837181091308594E+02    0.155199281434462932E+01   -0.276841604709625244E+01   -0.265512737631797791E+01   -0.548622048189529664E+03   -0.767979472767304649E+01    1
    0.426003238380394222E+02    0.276093435287475586E+02    0.745065980196655486E+00   -0.278285205364227295E+01   -0.294055882096290588E+01   -0.548025369500990450E+03   -0.768028300892306692E+01    1
    0.419294284869375318E+02    0.425075697898864746E+02    0.691372820730760118E+00   -0.248659682273864746E+01   -0.289524081349372864E+01   -0.547629894562908135E+03   -0.768077129017304649E+01    1
    0.381079250240171916E+02    0.392515647411346436E+02    0.139909607423961990E+01   -0.172154402732849121E+01   -0.290784361958503723E+01   -0.547527117020238052E+03   -0.768125957142306781E+01    1
    0.405934586988879218E+02    0.610077595710754395E+02    0.152902725444762422E+01   -0.280075657367706299E+01   -0.268241214752197266E+01   -0.547349786153635364E+03   -0.768174785267302784E+01    1
