

    0.488281250000000325E-03   -0.932015988373477198-309    0.734079086780548096E+02    0.869607155353967265E+00   -0.276135337352752686E+01   -0.212771582603454590E+01
    0.488281250000000325E-03   -0.932015988373793400-309    0.622411358356475830E+02    0.774493023985947437E+00   -0.204596447944641113E+01   -0.221600317955017090E+01
    0.488281250000000325E-03   -0.932015988374109602-309    0.570656168460845947E+02    0.102274877501450967E+01   -0.183669745922088623E+01   -0.154981064796447754E+01
    0.488281250000000325E-03   -0.932015988374425804-309    0.405521106719970703E+02    0.952508649910145166E+00   -0.121859812736511230E+01   -0.196401619911193848E+01
    0.488281250000000325E-03   -0.928519754254316626-309    0.333121347427368164E+02    0.608363710458967311E+00   -0.275352454185485840E+01   -0.123843753337860107E+01
    0.488281250000000325E-03   -0.928519754254632828-309    0.656877458095550537E+02    0.630299207974814202E+00   -0.148987364768981934E+01   -0.141276621818542480E+01
    0.488281250000000325E-03   -0.928519754254949030-309    0.361396014690399170E+02    0.145105067063005411E+01   -0.298747169971466064E+01   -0.295178496837615967E+01
    0.488281250000000325E-03   -0.928519754255265232-309    0.288973903656005859E+02    0.845273624208796703E+00   -0.192690408229827881E+01   -0.213625013828277588E+01
    0.488281250000000325E-03   -0.928519754255581434-309    0.285005593299865723E+02    0.747906723244557425E+00   -0.177717578411102295E+01   -0.195945119857788086E+01
    0.488281250000000325E-03   -0.928519754255897637-309    0.620222711563110352E+02    0.394179448901922025E+00   -0.277571380138397217E+01   -0.200566589832305908E+01
    0.488281250000000325E-03   -0.928519754256213839-309    0.691203474998474121E+02    0.139683605122728771E+01   -0.141603720188140869E+01   -0.266776108741760254E+01
    0.488281250000000325E-03   -0.928519754256530041-309    0.719624376296997070E+02    0.144709710530367253E+01   -0.245906376838684082E+01   -0.290211284160614014E+01
    0.488281250000000325E-03   -0.928519754256846243-309    0.691733229160308838E+02    0.119753321176788408E+01   -0.130730044841766357E+01   -0.186020994186401367E+01
    0.488281250000000325E-03   -0.928519754257162445-309    0.169685232639312744E+02    0.112147528622667481E+01   -0.189161801338195801E+01   -0.238374447822570801E+01
    0.488281250000000325E-03   -0.929110712342092420-309    0.215466070175170898E+02    0.394319881142234485E+00   -0.261786055564880371E+01   -0.111509180068969727E+01
    0.488281250000000325E-03   -0.929110712342408622-309    0.706263041496276855E+02    0.835381135312659562E+00   -0.221728861331939697E+01   -0.108035385608673096E+01
    0.488281250000000325E-03   -0.929110712342724824-309    0.223798906803131104E+02    0.398947046134044969E+00   -0.152439928054809570E+01   -0.204792785644531250E+01
    0.488281250000000325E-03   -0.929110712343041026-309    0.324077332019805908E+02    0.118532440590581278E+01   -0.192872524261474609E+01   -0.106441855430603027E+01
    0.488281250000000325E-03   -0.929110712343357228-309    0.501428568363189697E+02    0.711878077537097309E+00   -0.118156778812408447E+01   -0.158881998062133789E+01
    0.488281250000000325E-03   -0.929110712343673430-309    0.365715551376342773E+02    0.205367612856852427E+00   -0.108161866664886475E+01   -0.146860671043395996E+01
    0.488281250000000325E-03   -0.929110712343989632-309    0.680018234252929688E+02    0.126025174098238502E+01   -0.186185896396636963E+01   -0.236338508129119873E+01
    0.488281250000000325E-03   -0.929110712344305834-309    0.530650877952575684E+02    0.126557301335457884E+01   -0.151654708385467529E+01   -0.255743169784545898E+01
    0.488281250000000325E-03   -0.929110712344622036-309    0.212284469604492188E+02    0.722534713391414396E+00   -0.156018519401550293E+01   -0.253897976875305176E+01
    0.488281250000000325E-03   -0.929110712344938238-309    0.740955376625061035E+02    0.938629139154066539E+00   -0.189341676235198975E+01   -0.189907658100128174E+01
    0.488281250000000325E-03   -0.929096947025301357-309    0.581212055683135986E+02    0.120991041125832188E+01   -0.165711021423339844E+01   -0.143797171115875244E+01
    0.488281250000000325E-03   -0.929096947025617559-309    0.592156755924224854E+02    0.115047377770148795E+01   -0.159204554557800293E+01   -0.160928404331207275E+01
    0.488281250000000325E-03   -0.929096947025933761-309    0.232836377620697021E+02    0.141782702095639235E+01   -0.232582783699035645E+01   -0.106045496463775635E+01
    0.488281250000000325E-03   -0.929096947026249963-309    0.547758471965789795E+02    0.132283131683961175E+01   -0.186478400230407715E+01   -0.165209853649139404E+01
    0.488281250000000325E-03   -0.929096947026566165-309    0.371545493602752686E+02    0.143723873311656480E+01   -0.192120862007141113E+01   -0.216271984577178955E+01
    0.488281250000000325E-03   -0.929096947026882367-309    0.520215117931365967E+02    0.220092380504791685E+00   -0.168876755237579346E+01   -0.255139815807342529E+01
    0.488281250000000325E-03   -0.929096947027198569-309    0.631600141525268555E+02    0.123021226569836872E+01   -0.218335461616516113E+01   -0.181748783588409424E+01
    0.488281250000000325E-03   -0.929096947027514771-309    0.396297276020050049E+02    0.598328062721396936E+00   -0.105045402050018311E+01   -0.181025493144989014E+01
    0.488281250000000325E-03   -0.929096947027830973-309    0.525414776802062988E+02    0.112490787972204243E+01   -0.129490602016448975E+01   -0.260519683361053467E+01
    0.488281250000000325E-03   -0.929096947028147175-309    0.702980482578277588E+02    0.140987160005924062E+01   -0.218746876716613770E+01   -0.177514410018920898E+01
    0.488281250000000325E-03   -0.929335167237557554-309    0.748949968814849854E+02    0.679413161830488166E+00   -0.133310019969940186E+01   -0.147821223735809326E+01
    0.488281250000000325E-03   -0.929335167237873756-309    0.286237192153930664E+02    0.660697337112842731E+00   -0.126056921482086182E+01   -0.247323119640350342E+01
    0.488281250000000325E-03   -0.929335167238189958-309    0.629690659046173096E+02    0.493519007745205185E+00   -0.175897252559661865E+01   -0.187854135036468506E+01
    0.488281250000000325E-03   -0.929335167238506160-309    0.529938519001007080E+02    0.819579634083490993E+00   -0.278458750247955322E+01   -0.160855650901794434E+01
    0.488281250000000325E-03   -0.929335167238822362-309    0.396561634540557861E+02    0.529034225116020385E+00   -0.127939152717590332E+01   -0.272778236865997314E+01
    0.488281250000000325E-03   -0.929335167239138564-309    0.309384548664093018E+02    0.155198887974236621E+01   -0.224587082862854004E+01   -0.276741182804107666E+01
    0.488281250000000325E-03   -0.929335167239454766-309    0.209806644916534424E+02    0.879081178682536546E+00   -0.155905604362487793E+01   -0.161750555038452148E+01
    0.488281250000000325E-03   -0.929335167239770968-309    0.560878622531890869E+02    0.779334044092337863E+00   -0.116510224342346191E+01   -0.215790891647338867E+01
    0.488281250000000325E-03   -0.929335167240087170-309    0.160042190551757812E+02    0.713949074209561219E+00   -0.203255259990692139E+01   -0.167163550853729248E+01
    0.488281250000000325E-03   -0.929335167240403372-309    0.249486100673675537E+02    0.124291790961201576E+01   -0.129114651679992676E+01   -0.282230246067047119E+01
    0.488281250000000325E-03   -0.932999134218369887-309    0.594838678836822510E+02    0.130554719879717918E+01   -0.123592710494995117E+01   -0.200075459480285645E+01
    0.488281250000000325E-03   -0.932999134218686089-309    0.609429788589477539E+02    0.746553709658097753E+00   -0.250961303710937500E+01   -0.256554079055786133E+01
    0.488281250000000325E-03   -0.932999134219002291-309    0.397053015232086182E+02    0.124132097117135687E+01   -0.209199321269989014E+01   -0.164879298210144043E+01
    0.488281250000000325E-03   -0.932999134219318493-309    0.494737887382507324E+02    0.144835762149874547E+01   -0.182327342033386230E+01   -0.284764623641967773E+01
    0.488281250000000325E-03   -0.932999134219634695-309    0.200209593772888184E+02    0.125007036919317782E+01   -0.219542872905731201E+01   -0.124479043483734131E+01
    0.488281250000000325E-03   -0.932999134219950897-309    0.154730701446533203E+02    0.111176968528225872E+01   -0.196256756782531738E+01   -0.259579753875732422E+01
    0.488281250000000325E-03   -0.932999134220267099-309    0.477100002765655518E+02    0.968540548325959372E+00   -0.156131553649902344E+01   -0.192394149303436279E+01
    0.488281250000000325E-03   -0.932999134220583301-309    0.628320515155792236E+02    0.112035077120982085E+01   -0.261862111091613770E+01   -0.174989044666290283E+01
    0.488281250000000325E-03   -0.932999134220899503-309    0.266206455230712891E+02    0.125709433667161852E+01   -0.261969339847564697E+01   -0.133043205738067627E+01
    0.488281250000000325E-03   -0.932999134221215705-309    0.445947575569152832E+02    0.123380140941781091E+01   -0.160467326641082764E+01   -0.137999153137207031E+01
    0.488281250000000325E-03   -0.936912218488066567-309    0.346303689479827881E+02    0.113912607017067913E+01   -0.166594147682189941E+01   -0.105670475959777832E+01
    0.488281250000000325E-03   -0.936912218488382769-309    0.162737238407135010E+02    0.109651991994520182E+01   -0.258135855197906494E+01   -0.131301045417785645E+01
    0.488281250000000325E-03   -0.936912218488698971-309    0.636267900466918945E+02    0.113817575053935660E+01   -0.264333140850067139E+01   -0.207353794574737549E+01
    0.488281250000000325E-03   -0.936912218489015173-309    0.503282296657562256E+02    0.372638060507786473E+00   -0.268928480148315430E+01   -0.253878903388977051E+01
    0.488281250000000325E-03   -0.936912218489331375-309    0.646391451358795166E+02    0.547890147396599470E+00   -0.121662461757659912E+01   -0.170343971252441406E+01
    0.488281250000000325E-03   -0.936912218489647577-309    0.236581957340240479E+02    0.789275684853381732E+00   -0.276757490634918213E+01   -0.283040416240692139E+01
    0.488281250000000325E-03   -0.936912218489963779-309    0.740231966972351074E+02    0.525373728168558096E+00   -0.251899302005767822E+01   -0.182395052909851074E+01
    0.488281250000000325E-03   -0.936912218490279981-309    0.379979038238525391E+02    0.129119393955722295E+01   -0.296197509765625000E+01   -0.146480965614318848E+01
    0.488281250000000325E-03   -0.936912218490596183-309    0.442019176483154297E+02    0.437997733047347682E+00   -0.272089600563049316E+01   -0.273672151565551758E+01
    0.488281250000000325E-03   -0.936912218490912385-309    0.270878899097442627E+02    0.703926634247314387E+00   -0.263065958023071289E+01   -0.109298014640808105E+01
    0.488281250000000325E-03   -0.931814572242708621-309    0.506857359409332275E+02    0.670494104755883558E+00   -0.259114825725555420E+01   -0.228718948364257812E+01
    0.488281250000000325E-03   -0.931814572243024823-309    0.665400981903076172E+02    0.154043942964740732E+01   -0.120424222946166992E+01   -0.169710969924926758E+01
    0.488281250000000325E-03   -0.931814572243341025-309    0.295268690586090088E+02    0.152202665520021796E+01   -0.264956223964691162E+01   -0.246628797054290771E+01
    0.488281250000000325E-03   -0.931814572243657227-309    0.318553733825683594E+02    0.933421844759860009E+00   -0.101094913482666016E+01   -0.240595161914825439E+01
    0.488281250000000325E-03   -0.931814572243973429-309    0.739129579067230225E+02    0.372548661418169280E+00   -0.244208776950836182E+01   -0.166886901855468750E+01
    0.488281250000000325E-03   -0.931814572244289631-309    0.271058571338653564E+02    0.122718854500940666E+01   -0.176761126518249512E+01   -0.196448445320129395E+01
    0.488281250000000325E-03   -0.931814572244605833-309    0.310441410541534424E+02    0.140654675251641725E+01   -0.131333231925964355E+01   -0.110094034671783447E+01
    0.488281250000000325E-03   -0.931814572244922035-309    0.165603482723236084E+02    0.149225048349938993E+01   -0.278302454948425293E+01   -0.266365420818328857E+01
    0.488281250000000325E-03   -0.931814572245238237-309    0.665684509277343750E+02    0.118088791008562599E+01   -0.254866576194763184E+01   -0.220568406581878662E+01
    0.488281250000000325E-03   -0.931814572245554439-309    0.641488373279571533E+02    0.153519219586874200E+01   -0.253450417518615723E+01   -0.296577751636505127E+01
    0.488281250000000325E-03   -0.930990727486302555-309    0.631769871711730957E+02    0.151673427285500573E+01   -0.255971992015838623E+01   -0.175400304794311523E+01
    0.488281250000000325E-03   -0.930990727486618757-309    0.648338484764099121E+02    0.114065281283930653E+01   -0.189399230480194092E+01   -0.116190290451049805E+01
    0.488281250000000325E-03   -0.930990727486934959-309    0.162375783920288086E+02    0.125322968712815741E+01   -0.200869965553283691E+01   -0.147918903827667236E+01
    0.488281250000000325E-03   -0.930990727487251161-309    0.556637728214263916E+02    0.153305894155920908E+01   -0.278334426879882812E+01   -0.276079940795898438E+01
    0.488281250000000325E-03   -0.930990727487567363-309    0.623616886138916016E+02    0.905393025971651721E+00   -0.225939583778381348E+01   -0.118121147155761719E+01
    0.488281250000000325E-03   -0.930990727487883565-309    0.424745929241180420E+02    0.878335651555875119E+00   -0.265948390960693359E+01   -0.137748575210571289E+01
    0.488281250000000325E-03   -0.930990727488199767-309    0.605680346488952637E+02    0.100099436666948693E+01   -0.250152349472045898E+01   -0.282437968254089355E+01
    0.488281250000000325E-03   -0.930990727488515970-309    0.482354521751403809E+02    0.125695841821620236E+01   -0.102452194690704346E+01   -0.174083697795867920E+01
    0.488281250000000325E-03   -0.930990727488832172-309    0.609688711166381836E+02    0.962562628168737389E+00   -0.186358904838562012E+01   -0.208350348472595215E+01
    0.488281250000000325E-03   -0.930990727489148374-309    0.625307643413543701E+02    0.136045940472634985E+01   -0.100009810924530029E+01   -0.107238399982452393E+01
    0.488281250000000325E-03   -0.933999775233549162-309    0.509272348880767822E+02    0.380113141805381971E+00   -0.165293085575103760E+01   -0.168549239635467529E+01
    0.488281250000000325E-03   -0.933999775233865364-309    0.678467774391174316E+02    0.143769927274685205E+01   -0.237025713920593262E+01   -0.155516374111175537E+01
    0.488281250000000325E-03   -0.933999775234181566-309    0.245890152454376221E+02    0.125324487062024859E+01   -0.256285977363586426E+01   -0.199296641349792480E+01
    0.488281250000000325E-03   -0.933999775234497768-309    0.427871239185333252E+02    0.872011913017277096E+00   -0.185892355442047119E+01   -0.139195692539215088E+01
    0.488281250000000325E-03   -0.933999775234813970-309    0.391422486305236816E+02    0.117786508127115108E+01   -0.201915049552917480E+01   -0.280279028415679932E+01
    0.488281250000000325E-03   -0.933999775235130172-309    0.167122399806976318E+02    0.767409665018719434E+00   -0.177097654342651367E+01   -0.133918881416320801E+01
    0.488281250000000325E-03   -0.933999775235446374-309    0.480149781703948975E+02    0.503236324899867582E+00   -0.232838916778564453E+01   -0.188534581661224365E+01
    0.488281250000000325E-03   -0.933999775235762576-309    0.340663576126098633E+02    0.985940114868085415E+00   -0.139928638935089111E+01   -0.292204666137695312E+01
    0.488281250000000325E-03   -0.933999775236078778-309    0.558386850357055664E+02    0.268895564777895835E+00   -0.165065360069274902E+01   -0.266853940486907959E+01
    0.488281250000000325E-03   -0.933999775236394980-309    0.645735275745391846E+02    0.150940354380018765E+00   -0.296080875396728516E+01   -0.142665922641754150E+01
    0.488281250000000325E-03   -0.936808074562593586-309    0.733811008930206299E+02    0.488276037240080785E+00   -0.169555425643920898E+01   -0.124829304218292236E+01
    0.488281250000000325E-03   -0.936808074562909788-309    0.213297092914581299E+02    0.785427345705089541E+00   -0.247618222236633301E+01   -0.180608236789703369E+01
    0.488281250000000325E-03   -0.936808074563225990-309    0.321085453033447266E+02    0.775330884404406895E+00   -0.166209781169891357E+01   -0.149835884571075439E+01
    0.488281250000000325E-03   -0.936808074563542192-309    0.357473874092102051E+02    0.316119159570362962E+00   -0.237668502330780029E+01   -0.220377361774444580E+01
    0.488281250000000325E-03   -0.936808074563858394-309    0.487028861045837402E+02    0.216049614359107578E+00   -0.265141665935516357E+01   -0.266934657096862793E+01
    0.488281250000000325E-03   -0.936808074564174596-309    0.722906255722045898E+02    0.114293643745179119E+01   -0.236515951156616211E+01   -0.104913640022277832E+01
    0.488281250000000325E-03   -0.936808074564490798-309    0.477223134040832520E+02    0.637812173339823207E+00   -0.294853317737579346E+01   -0.124261224269866943E+01
    0.488281250000000325E-03   -0.936808074564807000-309    0.602396965026855469E+02    0.922620603548000795E+00   -0.288195490837097168E+01   -0.251100826263427734E+01
    0.488281250000000325E-03   -0.936808074565123202-309    0.410098743438720703E+02    0.732915462083429503E+00   -0.299529099464416504E+01   -0.105205190181732178E+01
    0.488281250000000325E-03   -0.936808074565439404-309    0.208204078674316406E+02    0.758076931160508449E+00   -0.270299947261810303E+01   -0.170844614505767822E+01
    0.488281250000000325E-03   -0.934191931269939470-309    0.330241727828979492E+02    0.153186090193770985E+01   -0.115372717380523682E+01   -0.233736205101013184E+01
    0.488281250000000325E-03   -0.934191931270255672-309    0.378914809226989746E+02    0.119027849690466558E+01   -0.239202308654785156E+01   -0.181458723545074463E+01
    0.488281250000000325E-03   -0.934191931270571874-309    0.275742924213409424E+02    0.552548185302982442E+00   -0.287013554573059082E+01   -0.194671082496643066E+01
    0.488281250000000325E-03   -0.934191931270888076-309    0.495353472232818604E+02    0.558288136309432970E+00   -0.211392521858215332E+01   -0.251053142547607422E+01
    0.488281250000000325E-03   -0.934191931271204278-309    0.493266248703002930E+02    0.894845387963402406E+00   -0.251272749900817871E+01   -0.174264144897460938E+01
    0.488281250000000325E-03   -0.934191931271520480-309    0.507124972343444824E+02    0.153672609857834108E+01   -0.218397641181945801E+01   -0.201045429706573486E+01
    0.488281250000000325E-03   -0.934191931271836682-309    0.605952537059783936E+02    0.830538007111412679E+00   -0.274872756004333496E+01   -0.196145474910736084E+01
    0.488281250000000325E-03   -0.934191931272152884-309    0.623301815986633301E+02    0.282063496191611252E+00   -0.266035854816436768E+01   -0.284131526947021484E+01
    0.488281250000000325E-03   -0.934191931272469086-309    0.574234449863433838E+02    0.973703688794833377E+00   -0.241840016841888428E+01   -0.240579628944396973E+01
    0.488281250000000325E-03   -0.934191931272785288-309    0.577384865283966064E+02    0.143154076053756518E+01   -0.205776953697204590E+01   -0.260150945186614990E+01
    0.488281250000000325E-03   -0.927754550074159380-309    0.717858123779296875E+02    0.601441709327719232E+00   -0.288320720195770264E+01   -0.235754048824310303E+01
    0.488281250000000325E-03   -0.927754550074475582-309    0.448850548267364502E+02    0.112451998290092248E+01   -0.121032810211181641E+01   -0.213929998874664307E+01
    0.488281250000000325E-03   -0.927754550074791784-309    0.445827913284301758E+02    0.113018879131985384E+01   -0.162633204460144043E+01   -0.271780490875244141E+01
    0.488281250000000325E-03   -0.927754550075107986-309    0.230264675617218018E+02    0.958914635413781746E+00   -0.134291398525238037E+01   -0.247913873195648193E+01
    0.488281250000000325E-03   -0.927754550075424188-309    0.531620800495147705E+02    0.116032007475714383E+01   -0.254694902896881104E+01   -0.238401174545288086E+01
    0.488281250000000325E-03   -0.927754550075740390-309    0.677366781234741211E+02    0.828700274308061258E+00   -0.155155360698699951E+01   -0.220966601371765137E+01
    0.488281250000000325E-03   -0.927754550076056592-309    0.253384137153625488E+02    0.387262323776117121E-01   -0.260339379310607910E+01   -0.127051460742950439E+01
    0.488281250000000325E-03   -0.927754550076372794-309    0.575232303142547607E+02    0.140164727775460118E+01   -0.169768643379211426E+01   -0.249401772022247314E+01
    0.488281250000000325E-03   -0.927754550076688996-309    0.659817624092102051E+02    0.600818129977345849E+00   -0.159576296806335449E+01   -0.232495939731597900E+01
    0.488281250000000325E-03   -0.927754550077005198-309    0.158096408843994141E+02    0.147832837388723104E+01   -0.143519377708435059E+01   -0.220065879821777344E+01
    0.488281250000000325E-03   -0.935909260816939357-309    0.564388275146484375E+02    0.123850395439204797E+01   -0.269060802459716797E+01   -0.177567565441131592E+01
    0.488281250000000325E-03   -0.935909260817255559-309    0.452219080924987793E+02    0.101975247217737897E+01   -0.161196744441986084E+01   -0.194667005538940430E+01
    0.488281250000000325E-03   -0.935909260817571761-309    0.677936625480651855E+02    0.105900848446543305E+01   -0.153835856914520264E+01   -0.217925524711608887E+01
    0.488281250000000325E-03   -0.935909260817887963-309    0.518652212619781494E+02    0.100776863777236647E+01   -0.193860089778900146E+01   -0.167746186256408691E+01
    0.488281250000000325E-03   -0.935909260818204165-309    0.593339931964874268E+02    0.783575775098229843E+00   -0.123502874374389648E+01   -0.186162996292114258E+01
    0.488281250000000325E-03   -0.935909260818520367-309    0.579799997806549072E+02    0.127432789277695169E+01   -0.241494607925415039E+01   -0.140189635753631592E+01
    0.488281250000000325E-03   -0.935909260818836569-309    0.714774692058563232E+02    0.127495057062222727E+01   -0.267206406593322754E+01   -0.229075706005096436E+01
    0.488281250000000325E-03   -0.935909260819152771-309    0.422731196880340576E+02    0.764757658644318106E+00   -0.262849771976470947E+01   -0.169575190544128418E+01
    0.488281250000000325E-03   -0.935909260819468973-309    0.527189469337463379E+02    0.129552620846556321E+01   -0.275794959068298340E+01   -0.167621421813964844E+01
    0.488281250000000325E-03   -0.935909260819785175-309    0.177773880958557129E+02    0.806130808663223730E+00   -0.210420799255371094E+01   -0.293333411216735840E+01
    0.488281250000000325E-03   -0.932015988371579986-309    0.735374164581298828E+02    0.107836154724309852E+01   -0.215812575817108154E+01   -0.263975226879119873E+01
    0.488281250000000325E-03   -0.932015988371896188-309    0.498825824260711670E+02    0.940717901324176431E+00   -0.221067953109741211E+01   -0.144245803356170654E+01
    0.488281250000000325E-03   -0.932015988372212390-309    0.629579865932464600E+02    0.708098381390358744E+00   -0.113106322288513184E+01   -0.114402174949645996E+01
    0.488281250000000325E-03   -0.932015988372528592-309    0.517822408676147461E+02    0.600839322224230643E+00   -0.149485814571380615E+01   -0.196974384784698486E+01
    0.488281250000000325E-03   -0.932015988372844794-309    0.224747121334075928E+02    0.131081291486434592E+01   -0.196793615818023682E+01   -0.289623928070068359E+01
    0.488281250000000325E-03   -0.932015988373160996-309    0.261547243595123291E+02    0.101637554735743496E+01   -0.204533326625823975E+01   -0.139084255695343018E+01
    0.488281250000000325E-03   -0.932015988373477198-309    0.356914436817169189E+02    0.128395167336242100E+01   -0.130773019790649414E+01   -0.121873652935028076E+01
    0.488281250000000325E-03   -0.932015988373793400-309    0.169834578037261963E+02    0.136860504668055438E+01   -0.268910133838653564E+01   -0.243475091457366943E+01
    0.488281250000000325E-03   -0.932015988374109602-309    0.333341610431671143E+02    0.152024740868580199E+01   -0.291322398185729980E+01   -0.225814998149871826E+01
    0.488281250000000325E-03   -0.932015988374425804-309    0.497870886325836182E+02    0.950309255953785570E+00   -0.297881722450256348E+01   -0.158444499969482422E+01
    0.488281250000000325E-03   -0.928519754254316626-309    0.589126932621002197E+02    0.402931096040135384E+00   -0.263827657699584961E+01   -0.179355430603027344E+01
    0.488281250000000325E-03   -0.928519754254632828-309    0.724420022964477539E+02    0.921821756708511519E+00   -0.137610936164855957E+01   -0.135733687877655029E+01
    0.488281250000000325E-03   -0.928519754254949030-309    0.199711596965789795E+02    0.799597681848642661E+00   -0.198017656803131104E+01   -0.229047787189483643E+01
    0.488281250000000325E-03   -0.928519754255265232-309    0.556707251071929932E+02    0.891399941726722767E+00   -0.209860026836395264E+01   -0.166190862655639648E+01
    0.488281250000000325E-03   -0.928519754255581434-309    0.347807765007019043E+02    0.903585801159737412E+00   -0.223221623897552490E+01   -0.145202827453613281E+01
    0.488281250000000325E-03   -0.928519754255897637-309    0.211126828193664551E+02    0.212574936732147474E+00   -0.174345219135284424E+01   -0.223990118503570557E+01
