

    0.209308618412183201E-02    0.266093194903377650E+03    0.419279111564070064E+02    0.121659774590472658E+01   -0.208830917143563521E+01   -0.103207917767236212E+01
    0.238952815155257488E-02    0.265828280219260989E+03    0.373228525837068901E+02    0.129566740156844307E+01   -0.210012857875593273E+01   -0.104045346032901787E+01
    0.265752177874628613E-02    0.265615684007105870E+03    0.387961656309743859E+02    0.127285655284069943E+01   -0.209495809157004098E+01   -0.103703352105267621E+01
    0.212022225057792706E-02    0.266067430223173631E+03    0.369241084146648220E+02    0.127537501659298713E+01   -0.210604363311263398E+01   -0.104524288659282583E+01
    0.225588859646978562E-02    0.265943384157070170E+03    0.379010914341630212E+02    0.127567794010544167E+01   -0.211023715986120619E+01   -0.103829884526129934E+01
    0.237054329626392715E-02    0.265844233724296885E+03    0.373124159714747492E+02    0.127152162413098657E+01   -0.209365273392569851E+01   -0.103956060053479082E+01
    0.243825232282246030E-02    0.265787909016849937E+03    0.371245528318263851E+02    0.128674284864382327E+01   -0.208514177955734104E+01   -0.104228659409917945E+01
    0.223087303756958674E-02    0.265965686048858004E+03    0.377742316021301221E+02    0.128081694296519299E+01   -0.207440801447293754E+01   -0.104238923693491681E+01
    0.211594617031597623E-02    0.266071467911281786E+03    0.368025270847099648E+02    0.130438403187935714E+01   -0.209248535071574837E+01   -0.105463151690855872E+01
    0.235832249942669828E-02    0.265854570937972426E+03    0.366738188746816576E+02    0.130322442718346498E+01   -0.208743732278017102E+01   -0.104906671036181676E+01
    0.213948512844880584E-02    0.266049341648101290E+03    0.386923255275900146E+02    0.128152405099569311E+01   -0.211438560685967580E+01   -0.104104650773800089E+01
    0.211831475258963346E-02    0.266069230370833679E+03    0.366391885019253607E+02    0.129204862912273222E+01   -0.210342087166194647E+01   -0.105996016625221623E+01
    0.255498836490580718E-02    0.265694376720323589E+03    0.377974413311508783E+02    0.126995661069703480E+01   -0.209926511723565667E+01   -0.105520538326655178E+01
    0.223449827958580602E-02    0.265962438620991236E+03    0.364371732151896168E+02    0.129469126271704704E+01   -0.209565596962751544E+01   -0.105151202028277102E+01
    0.212831834260839145E-02    0.266059807745145804E+03    0.375797602465583793E+02    0.128553538744881757E+01   -0.210312062674416600E+01   -0.105669925166752487E+01
    0.250832551574962492E-02    0.265731241249273751E+03    0.382695078110530460E+02    0.129536078094280560E+01   -0.208923886023549521E+01   -0.104164045220724422E+01
    0.216266033629619646E-02    0.266027793857853624E+03    0.377353158031383060E+02    0.128259413835888791E+01   -0.208719925221593217E+01   -0.105778797393974955E+01
    0.266796819379554098E-02    0.265607837646675705E+03    0.391163250428889739E+02    0.123213922357344252E+01   -0.210312808157534104E+01   -0.106565899603468628E+01
    0.282602576095288471E-02    0.265492729260077624E+03    0.391904213668559009E+02    0.123240933466446734E+01   -0.210198424097939940E+01   -0.106145471511410672E+01
    0.231037738038185987E-02    0.265895650301265846E+03    0.386679558712689868E+02    0.123841029129548730E+01   -0.211336878518363580E+01   -0.107076875480598566E+01
    0.218608036404478170E-02    0.266006251755635162E+03    0.383590876924409159E+02    0.124109216290123436E+01   -0.208946536130609406E+01   -0.107021882924836098E+01
    0.213253979181699752E-02    0.266055844740082819E+03    0.369476935213425222E+02    0.123062565336418905E+01   -0.211146360511580156E+01   -0.107679811715729201E+01
    0.220453783776622132E-02    0.265989436280817813E+03    0.376022404783593345E+02    0.125283371449798486E+01   -0.211771057238545435E+01   -0.107377833110486853E+01
    0.224772435048096195E-02    0.265950635450667960E+03    0.376315076819407182E+02    0.122064164170114209E+01   -0.211762646385252529E+01   -0.106719284512681645E+01
    0.212602907604244164E-02    0.266061960147440800E+03    0.372997485687944845E+02    0.123021908413073411E+01   -0.212590453688288328E+01   -0.106680359670488234E+01
    0.232259991234360502E-02    0.265885097639730589E+03    0.390067961488638559E+02    0.124406113123010220E+01   -0.210697552086458595E+01   -0.106632642347067730E+01
    0.212096486549338825E-02    0.266066729839151208E+03    0.403231834233082296E+02    0.123261264775771884E+01   -0.212164881642258107E+01   -0.105750186291616899E+01
    0.266484269920302117E-02    0.265610181997535392E+03    0.384629357667852361E+02    0.123391641758032633E+01   -0.209596878914709928E+01   -0.106674156851877533E+01
    0.229941672558479091E-02    0.265905161073504416E+03    0.390464290188197793E+02    0.121969731437143225E+01   -0.207242972973306205E+01   -0.105804552776201644E+01
    0.241505863632229204E-02    0.265807024926187523E+03    0.383711571941811087E+02    0.121659381779552467E+01   -0.208831434910019897E+01   -0.105859219927600945E+01
    0.227576482691397176E-02    0.265925839692790362E+03    0.415088060156740823E+02    0.122924474368823011E+01   -0.209268011112721730E+01   -0.104539290647606764E+01
    0.247156819832783457E-02    0.265760766365336792E+03    0.405659475688148561E+02    0.124110778501180752E+01   -0.209667023804644703E+01   -0.104068336226813751E+01
    0.219745604615725161E-02    0.265995871362651428E+03    0.394527452339929141E+02    0.119795587885136201E+01   -0.209054535138105280E+01   -0.104681011348322661E+01
    0.232161313124237476E-02    0.265885947541409791E+03    0.405421881101667765E+02    0.119311064390714106E+01   -0.207835829115711812E+01   -0.104180382554895079E+01
    0.251716049156047597E-02    0.265724209105596458E+03    0.404995234901770189E+02    0.122518265716603092E+01   -0.210898820790044272E+01   -0.105152368168473487E+01
    0.235330845981630713E-02    0.265858827673312305E+03    0.381415717394384473E+02    0.123031711555252499E+01   -0.208470589672503070E+01   -0.105975676618420600E+01
    0.249398803151240980E-02    0.265742705963240553E+03    0.382535120848762915E+02    0.123987663089358091E+01   -0.211188374644125965E+01   -0.105878138100864705E+01
    0.212754477112743305E-02    0.266060534809404032E+03    0.377972037666658451E+02    0.126611559771661297E+01   -0.211599343322097422E+01   -0.106733624799633708E+01
    0.238481509091633282E-02    0.265832228877267198E+03    0.402492500196654461E+02    0.122655623279701476E+01   -0.211378734908963084E+01   -0.105196377436082078E+01
    0.226837636750764661E-02    0.265932343421966948E+03    0.389763550389473039E+02    0.125911506986210764E+01   -0.211644295064173793E+01   -0.105702117103999460E+01
    0.237051442480436204E-02    0.265844258082962199E+03    0.389972137235959480E+02    0.126071769667053379E+01   -0.210354314857967895E+01   -0.105690037703735817E+01
    0.275191897012325246E-02    0.265545875108624955E+03    0.399087721688573609E+02    0.122541494146780550E+01   -0.208649998191900510E+01   -0.105146788273588832E+01
    0.224477083717785362E-02    0.265953265181902168E+03    0.398444952646767661E+02    0.123008072148495229E+01   -0.212077843581656600E+01   -0.105077724516000348E+01
    0.267361136448368650E-02    0.265603611800948954E+03    0.383101065762619228E+02    0.125745970124014717E+01   -0.209350003288795605E+01   -0.104834589141175383E+01
    0.231751215581177221E-02    0.265889483532567681E+03    0.385266551820387519E+02    0.123362828122291446E+01   -0.210553907384677341E+01   -0.104677650194138350E+01
    0.216469564942972214E-02    0.266025912512024604E+03    0.393077306886681015E+02    0.124670366176866998E+01   -0.211826645275101155E+01   -0.104240584629264688E+01
    0.227384479215795828E-02    0.265927527780367768E+03    0.388126129016932992E+02    0.124263189492321402E+01   -0.207595757242533807E+01   -0.104252814947889805E+01
    0.248461372061020268E-02    0.265750237653821557E+03    0.385513084485763429E+02    0.122829193802310965E+01   -0.209031767213577702E+01   -0.105070528867628887E+01
    0.237665312578759155E-02    0.265839085563273784E+03    0.412188996015944085E+02    0.119563772537324842E+01   -0.207477475438586900E+01   -0.103813260986189859E+01
    0.246915386720698024E-02    0.265762721003773038E+03    0.419646005559625621E+02    0.120357556242058283E+01   -0.207578825137939527E+01   -0.104070860651360508E+01
    0.238756255862454395E-02    0.265829926068718919E+03    0.419364698847063835E+02    0.119443889393700631E+01   -0.206884703441394713E+01   -0.103519739335530692E+01
    0.231312084248886047E-02    0.265893276806308791E+03    0.418764970751655312E+02    0.119139855147088913E+01   -0.207694458389679060E+01   -0.103549548758831844E+01
    0.223803865635501800E-02    0.265959272294980394E+03    0.405539854037839760E+02    0.123871173165726534E+01   -0.206082015368479432E+01   -0.103930607883091786E+01
    0.218155856240166701E-02    0.266010392943434624E+03    0.414573584395613324E+02    0.121438892128184328E+01   -0.206159647584615247E+01   -0.104627224919547146E+01
