KNphi inclination_EM log10_mej_dyn log10_mej_wind luminosity_distance KNtimeshift Ebv log_likelihood log_prior
54.001129307142435 0.7626424513540494 -1.9001289955314815 -1.3646981964439393 40.0 0.0 0.0 -117.76734849178324 -6.766784818511307
32.5678872695177 1.5163711690254824 -2.631367945044701 -1.3363043252822053 40.0 0.0 0.0 -117.75611726542527 -6.398411435861937
65.58955060437961 0.7668095877244117 -2.380041294438968 -1.3319498372568368 40.0 0.0 0.0 -117.52445279812005 -6.762441719424726
48.980182277538006 1.4926106209895698 -1.9021333849698099 -0.7641354758561048 40.0 0.0 0.0 -117.50146077054501 -6.399989276666837
67.28378843056157 1.4880624474499828 -2.6589315648109033 -1.231858825841548 40.0 0.0 0.0 -117.40604390406885 -6.400356014135466
17.995948716320935 1.4764032950287453 -2.449047437101265 -1.1585176054419373 40.0 0.0 0.0 -117.20647756077942 -6.4013913089418715
59.50124246042588 0.7415796785185305 -2.645324920032581 -1.4021158964101845 40.0 0.0 0.0 -116.74592504445955 -6.789300450128179
33.982678374910996 1.3691403645938358 -2.711667014026547 -1.1069574283616008 40.0 0.0 0.0 -116.71354540939811 -6.417401536191298
69.72916488777113 1.4866783741587957 -2.537584770972363 -1.1529722368711814 40.0 0.0 0.0 -116.37940245678178 -6.400471750364364
55.50519906914867 1.3435916054166568 -2.751522978783875 -1.250252341096305 40.0 0.0 0.0 -116.24716304945872 -6.422965822733886
67.4285087883564 1.2734391949481014 -2.386854022398019 -1.083212549125296 40.0 0.0 0.0 -116.14415703218594 -6.441807600697355
60.49676745233904 1.3261213389642594 -2.406958032858536 -1.2079156430385711 40.0 0.0 0.0 -115.97029228060325 -6.427166096289005
32.53015758324765 1.4806230447283617 -2.2549458676806635 -1.2241799361931167 40.0 0.0 0.0 -115.66806153018634 -6.401000787321233
60.64065950629478 1.3554384942453521 -2.2754298601594627 -1.020096095502397 40.0 0.0 0.0 -115.60253261563716 -6.420300652793111
48.22910542191328 1.5097270505224134 -1.9442344248027228 -0.821867787660195 40.0 0.0 0.0 -115.46675349239553 -6.398795543692881
55.17698160941621 0.8735606337022124 -1.977116269220599 -1.1574773730183354 40.0 0.0 0.0 -115.17650207994255 -6.662693590372185
19.738526277989862 1.3697267495068333 -2.415076559050005 -1.2004789643849818 40.0 0.0 0.0 -115.1714666261999 -6.417281837906754
19.029809826030004 1.4601096625844554 -2.3088121649264433 -1.130921940594706 40.0 0.0 0.0 -115.0766634849198 -6.403067973399357
52.220466977068 0.739121239346544 -2.1972945339712613 -1.2082071957642238 40.0 0.0 0.0 -115.02953109780775 -6.791990999274067
24.6027126606932 1.3895851518983333 -2.3320950221418046 -1.270945321093686 40.0 0.0 0.0 -114.90363573665773 -6.4134390533531676
24.976163163095713 1.5609730005341278 -2.0322438933367564 -0.889715734520482 40.0 0.0 0.0 -114.7884832618202 -6.396977904861563
55.5063634104953 0.48301816247919444 -2.334521447012489 -1.3094395075750582 40.0 0.0 0.0 -114.68279527062636 -7.163822061049948
46.194747401309954 1.5550517497323428 -2.303024290695913 -0.9318316746718995 40.0 0.0 0.0 -114.67960210239299 -6.397053606190783
61.32817724107702 1.4372153475555525 -2.449116437726198 -1.1106850800155208 40.0 0.0 0.0 -114.63628961902403 -6.405878254833463
48.231559967198145 1.4831763034841654 -2.623848808600579 -1.1066947277472936 40.0 0.0 0.0 -114.52814035479096 -6.400773211242002
49.430919885635376 0.8830668636250864 -2.535597324371338 -1.3862115442752838 40.0 0.0 0.0 -114.41670599314315 -6.654807898030038
55.664863787463744 0.8707098910063932 -2.8469471621076403 -1.310593742032413 40.0 0.0 0.0 -114.38963916842658 -6.665088223030474
68.40187807687826 0.6755734951664729 -2.2500392038422836 -1.2662774521067293 40.0 0.0 0.0 -114.37768622791569 -6.8663815237454555
55.391800356592874 0.4935495447234499 -2.238491484388317 -1.4007045224192134 40.0 0.0 0.0 -114.3689037017545 -7.14399505274572
52.9816416649731 0.4605079752103507 -2.388530859706088 -1.4109155381144076 40.0 0.0 0.0 -114.28647219575765 -7.207952625955178
29.49320276022111 1.5267376184083574 -2.019607445542234 -0.823924045714465 40.0 0.0 0.0 -114.26542489147369 -6.397900554282812
42.48286256020086 0.9917425896031078 -2.91789154055391 -1.3200917129120877 40.0 0.0 0.0 -114.25788036447732 -6.574883743280783
44.57766857771962 0.92144533379085 -2.9225669087503716 -1.300657351876255 40.0 0.0 0.0 -114.24162160373605 -6.624487433569081
51.718489144522664 1.3517579828641668 -2.61461044948862 -1.116214305719638 40.0 0.0 0.0 -114.23111574349075 -6.4211128661827885
32.216160101074195 1.5132837379492945 -1.8507899547639732 -0.8594508416353386 40.0 0.0 0.0 -114.22673512057415 -6.398584416697788
20.811065581834104 1.3238018979013455 -2.4141192709824373 -1.2288791063117102 40.0 0.0 0.0 -114.21451034993655 -6.427748066927291
50.63803290787352 1.4281430961812727 -2.2706697600287926 -1.1372831344135321 40.0 0.0 0.0 -114.16196381032422 -6.407139325775948
65.21071322557557 1.1840559539023405 -2.4203609306041867 -1.129551800744999 40.0 0.0 0.0 -114.13811224593614 -6.473655834143208
44.904683471867905 1.4146501875956599 -2.2694400432889896 -0.9042447187238363 40.0 0.0 0.0 -114.1211088724028 -6.409170326703941
60.69934403456634 1.2273700637801808 -2.39725999994272 -1.1865437128043086 40.0 0.0 0.0 -114.04082002316504 -6.457097454263888
51.45210746374529 0.76558680869592 -2.3737995178110034 -1.3889344303749345 40.0 0.0 0.0 -114.02592464633575 -6.763712378586221
40.76060346184939 0.8286287719890877 -2.3494844267914954 -1.3251929933891313 40.0 0.0 0.0 -113.97466821828324 -6.702089892644748
59.13684021399107 0.7149173170772576 -2.628221257982532 -1.3685804948501756 40.0 0.0 0.0 -113.93017048149841 -6.819202757868146
60.60676441212572 0.7601417976732002 -2.669251299911202 -1.1812384175556403 40.0 0.0 0.0 -113.92644277997468 -6.769408513956133
54.828219619766074 1.3231150432257928 -2.1760502714508374 -1.0378050272991848 40.0 0.0 0.0 -113.88597726515383 -6.427921503321925
55.016097348988175 1.2280506613174105 -2.346265907648778 -1.194531289604943 40.0 0.0 0.0 -113.87968727828142 -6.456854336105633
50.57820618314669 0.8318244342395776 -2.347580345515918 -1.369878836828892 40.0 0.0 0.0 -113.86604485153512 -6.699168622015489
61.982891209971996 0.3187964201261105 -2.5273793981241184 -1.2555789269185575 40.0 0.0 0.0 -113.85427951472734 -7.557128498666016
65.01913994210354 0.45213483697004675 -2.6433734319540094 -1.2213024807645974 40.0 0.0 0.0 -113.81352105851886 -7.225010698874446
63.348075131402396 1.2000999652799738 -2.4288242915588896 -1.171458037771757 40.0 0.0 0.0 -113.80386053566677 -6.467271323952081
44.07238637602147 1.2165537003927145 -2.82259889043716 -1.276096859129804 40.0 0.0 0.0 -113.79756607103816 -6.461031497700261
62.40447961042055 1.0839275046168613 -2.6349149284124804 -1.2157624553270283 40.0 0.0 0.0 -113.7968842398682 -6.52045171535343
48.48161902545362 0.7321532149537284 -2.2800874456191433 -1.307717101767326 40.0 0.0 0.0 -113.7618411605991 -6.799689513042785
67.60648109511155 0.4571168772095072 -2.619444793250931 -1.2012661931927604 40.0 0.0 0.0 -113.7278321875935 -7.214817639587898
54.0609180844833 1.376580600259852 -2.544770796900484 -1.2033523619521604 40.0 0.0 0.0 -113.72229680059388 -6.4159093008072565
31.23890519142151 1.4629947106048273 -2.321097254753113 -1.2350656390190125 40.0 0.0 0.0 -113.70105456601871 -6.402751538778337
25.59762425000066 1.48815085399282 -2.275192656322832 -1.2216486785448888 40.0 0.0 0.0 -113.68836663268789 -6.400348687119761
49.9470819811129 0.7693790679181705 -2.385647572303358 -1.3866054191595492 40.0 0.0 0.0 -113.65205148209456 -6.759781737465672
57.79804190312515 1.268542880926234 -2.3536148748551144 -1.0692648540281562 40.0 0.0 0.0 -113.64077525733737 -6.443321166895941
57.44719369048747 0.5507023224567998 -2.3729035440079187 -1.4040108699917393 40.0 0.0 0.0 -113.6363484833752 -7.044557066687992
63.106011660946656 0.6249705341807413 -2.7881258495316463 -1.298607926398676 40.0 0.0 0.0 -113.6360215974935 -6.932947664073643
61.6998634271324 1.1886448954748499 -2.3477547517993487 -1.1479138070148716 40.0 0.0 0.0 -113.62927602549134 -6.4717992497458985
32.04177594128645 1.4658867651920326 -2.6764762390833536 -1.2864922712274882 40.0 0.0 0.0 -113.61274052508645 -6.402442787365567
52.57539090701689 0.6504430003608529 -2.3129654336134458 -1.3812041867056253 40.0 0.0 0.0 -113.60349746620439 -6.898565944294927
65.4426817825873 0.4534130068972916 -1.9732601208399085 -1.2448443341704656 40.0 0.0 0.0 -113.58875736691873 -7.222383317322188
52.26057627916302 1.0837755678290033 -2.4886749876274363 -1.0518428758589313 40.0 0.0 0.0 -113.56653792806165 -6.520532161338967
37.177594329779865 0.995455091804225 -2.740860215584634 -1.2281922869712456 40.0 0.0 0.0 -113.56296906816797 -6.572466268160608
38.12799107663602 1.16749894323694 -2.811562311047149 -1.316396289388188 40.0 0.0 0.0 -113.5432565896407 -6.480559199815207
25.70501496355718 1.2073943181151086 -2.2807014411125803 -1.2542941695748775 40.0 0.0 0.0 -113.49048871758835 -6.464466833041167
48.60645144139893 0.7736625083395423 -2.237006638775182 -1.32546728008418 40.0 0.0 0.0 -113.47646563965483 -6.755377716482929
40.342307647295684 1.0155846053109485 -2.847394376900795 -1.312373499628004 40.0 0.0 0.0 -113.4319386311828 -6.559697020272212
57.77387643152012 1.3687731532183451 -2.3941681652049054 -1.1160956009044773 40.0 0.0 0.0 -113.39219156621432 -6.417476677154172
48.78958144017785 1.491713308469306 -2.2670483460582833 -0.963546515937932 40.0 0.0 0.0 -113.37804805889111 -6.400059982061687
57.63469610874715 1.1073491218318845 -2.673481024841294 -1.1982143521048263 40.0 0.0 0.0 -113.37079811067042 -6.508401253953789
29.1527475895906 1.1122667317895403 -2.3607827493383056 -1.3072746613163861 40.0 0.0 0.0 -113.3683238805921 -6.505958767362737
52.51281001623259 1.2975980751841933 -2.334268971394846 -1.0092795828591412 40.0 0.0 0.0 -113.33989895369449 -6.434721978764227
23.811781538944977 1.4811199074341903 -2.5023582063021395 -1.119405288789621 40.0 0.0 0.0 -113.32974560474231 -6.400955986189373
60.70139585057679 1.2549199479652198 -2.4313183203812683 -1.1490649323829785 40.0 0.0 0.0 -113.32760153425323 -6.447670999611272
25.575551745735922 1.3890001616203238 -2.06474454682986 -1.0217392689487328 40.0 0.0 0.0 -113.32482347887562 -6.413546412770664
24.331007653588188 1.478145351739015 -2.078885406487095 -1.0991339648187732 40.0 0.0 0.0 -113.30512199645375 -6.401227911611132
56.71271801392471 1.33653309440718 -2.41651718507626 -1.084545836492603 40.0 0.0 0.0 -113.29431066133854 -6.424623999250252
44.78224021618418 1.3191760718569625 -2.298363281534079 -0.9350615915056357 40.0 0.0 0.0 -113.2778480932331 -6.428925824053448
52.309737292981225 0.9134832018316219 -2.755795771808055 -1.2169497169834664 40.0 0.0 0.0 -113.27626850056667 -6.630582301276103
54.739119980348285 1.1653360018450372 -2.4279257503506697 -1.230425654316083 40.0 0.0 0.0 -113.26900304482011 -6.48148486219596
29.253722135237116 1.399612140057093 -2.0351825757363433 -1.0916511686887425 40.0 0.0 0.0 -113.26735683691801 -6.411653792829781
51.424711850937086 0.6567637254696165 -2.6305115838102235 -1.2636807875745952 40.0 0.0 0.0 -113.25705120355875 -6.890313256032257
