coinc_event_id	ifos	snr
257	H1,K1,L1	9.877963241822103
258	H1,K1,L1,V1	13.37317751847922
259	H1,L1	9.341349178889287
260	H1,K1,L1,V1	8.970765448678932
261	H1,K1,L1,V1	9.029833496599544
262	H1,K1,L1,V1	11.43053523227059
263	H1,L1,V1	8.809707844547175
264	K1,L1,V1	14.83634037624238
265	H1,K1,L1,V1	8.099857829049682
266	K1,L1,V1	9.362047535634156
267	H1,K1,L1,V1	8.03362809330406
268	H1,K1,L1,V1	11.00163865727655
269	K1,L1	9.283177197463834
270	H1,K1,L1,V1	9.046751344301221
271	H1	10.78376376061528
272	H1,K1,L1,V1	8.158407986873568
273	H1,K1,L1	8.086016124568578
274	H1,K1,L1,V1	20.22506288127709
275	H1,K1,L1	13.38248209914318
276	H1,K1,L1,V1	8.044197287386364
277	H1,K1,L1,V1	8.304313980687288
278	H1,K1,L1,V1	9.037689855826601
279	H1,K1,L1,V1	14.16273421420047
280	H1,K1,L1,V1	8.402076912285787
281	H1,L1,V1	15.08059389726935
282	H1,K1,L1,V1	8.138828503590293
283	H1,K1,L1,V1	8.178445546393213
284	H1,K1,L1,V1	8.41782392276405
285	H1,K1,L1	8.120799537541901
286	H1,K1,L1,V1	8.091618367912957
287	H1,K1,L1,V1	8.425587426815911
288	H1,K1,L1,V1	8.119462304186905
289	H1,K1,L1,V1	10.46793683056242
290	H1,K1,L1	24.92665962175018
291	K1,L1,V1	9.489734924150151
292	H1,L1,V1	10.23090276260233
293	H1,K1,L1,V1	8.183321064681708
294	H1,K1,L1,V1	8.253052096399301
295	H1,K1,L1,V1	8.054089847339531
296	H1,V1	11.50581243477556
297	H1,K1,L1,V1	8.034310774328549
298	K1,L1	9.614683368338067
299	H1,K1,L1,V1	8.200665291560892
300	H1,K1,L1,V1	8.068512398546332
301	H1,L1,V1	14.45706849158133
302	H1,K1,L1,V1	8.550443639737487
303	K1,L1,V1	12.84320536719785
304	H1,K1,L1,V1	8.883273199553466
305	H1,K1,V1	13.54311777496281
306	H1,K1,V1	10.41943412251251
307	H1,K1,V1	10.59469565587334
308	H1,K1,L1	38.15855788935357
309	H1,L1,V1	18.27928922923716
310	H1,K1,V1	8.995406182352504
311	K1,L1,V1	9.958365122753252
312	K1,L1	13.65809669336367
313	L1,V1	8.343895185495846
314	H1,K1,L1,V1	8.511898198768577
315	H1,K1,L1,V1	8.187152347466361
316	K1,L1,V1	8.188543339289579
317	H1,L1,V1	11.51557974440499
318	H1,K1,L1,V1	13.13490987615816
319	H1,K1,L1,V1	12.28304652595953
320	H1,L1,V1	8.614308361082951
321	H1,L1,V1	8.426256384668484
322	H1,K1,L1,V1	12.37245989058811
323	H1,L1,V1	15.00599484717389
324	H1,K1,L1	8.483965880309523
325	H1,K1,L1,V1	8.161218746226952
326	H1,K1,L1,V1	11.20443775758014
327	K1,L1,V1	8.081016441043353
328	L1,V1	15.90007992751663
329	H1,K1,L1,V1	9.946590528679703
330	H1,K1,L1,V1	8.791383334338947
331	H1,L1,V1	9.049786714435241
332	H1,K1,L1	8.40376004897964
333	H1,K1,L1,V1	11.02898450173629
334	H1,L1,V1	10.52185058018724
335	H1,K1,L1,V1	8.183842761318678
336	K1,L1,V1	8.441005757027565
337	H1,K1,L1,V1	8.075172465559126
338	K1,L1,V1	8.347205564538077
339	H1,L1,V1	11.7696632609585
340	H1,K1,L1,V1	8.087127348989764
341	H1,K1,L1,V1	8.848820402535745
342	K1,L1,V1	9.98273714848828
343	H1,K1,L1,V1	8.935217788976541
344	H1,K1,L1,V1	8.776827335507551
345	H1,K1,L1,V1	8.542192263545687
346	H1,K1,L1,V1	9.790673704595028
347	H1,L1	18.43343165486886
348	H1,K1,L1,V1	11.75897827252667
349	H1,L1,V1	13.93970321645546
350	H1,K1,L1,V1	37.91912330930996
351	H1,L1,V1	8.839970703860967
352	H1,K1,L1,V1	8.077302913214771
353	H1,K1,L1,V1	8.107586334252947
354	H1,L1,V1	8.377620232997213
355	H1,L1,V1	8.158200890545034
356	H1,L1,V1	8.832753735960441
357	K1,L1,V1	15.99351970343778
358	H1,K1,L1,V1	9.961791574515203
359	H1,K1,L1,V1	20.22770073988987
360	H1,V1	9.266666268312948
361	H1,K1,L1	16.92873935199453
362	K1,L1,V1	10.42508909890144
363	H1,L1,V1	8.265272136947486
364	K1,L1	8.599286931988374
365	H1,L1,V1	12.7272589034666
366	H1,K1,L1,V1	8.307455275542818
367	K1,L1,V1	19.77176195094916
368	H1,K1,L1,V1	8.185685287238426
369	H1,K1,L1,V1	10.70661716208877
370	H1,K1,L1,V1	12.3410915866064
371	H1,K1,L1,V1	10.66966328866549
372	K1,L1,V1	8.72066253831424
373	H1,L1	9.499518457038654
374	L1,V1	8.719055873779242
375	K1,L1,V1	8.561041830440951
376	H1,K1,L1,V1	8.077075086712451
377	H1,K1,L1	8.649945932897552
378	H1,K1,L1,V1	12.23280369953437
379	K1,L1,V1	18.38132661568976
380	H1,K1,L1,V1	9.209427713836288
381	H1,K1,L1,V1	9.403696494480682
382	H1,L1,V1	10.12178657260126
383	H1,K1,V1	10.30627798794601
384	H1,K1,L1,V1	8.061535697327804
385	H1,K1,L1,V1	8.140805888435946
386	H1,K1,L1	8.027434290914268
387	H1,K1,L1,V1	8.056886325874748
388	H1,L1,V1	8.033968239381158
389	H1,K1,L1,V1	8.124449217879222
390	H1,K1,L1,V1	8.416081568088472
391	H1,L1,V1	8.43792010234
392	H1,K1,L1,V1	8.142827351847149
393	K1,L1,V1	10.08678634554746
394	H1,K1,L1,V1	8.614044216598222
395	H1,K1,L1,V1	13.33385354334684
396	H1,K1,L1,V1	10.58459298286602
397	H1,K1,L1,V1	9.039640374086744
398	H1,K1,L1,V1	9.14019240831051
399	H1,K1,L1,V1	8.324166517833348
400	H1,K1,L1,V1	8.003732525875307
401	H1,K1,L1,V1	10.32458378832177
402	H1,K1,L1,V1	9.396819139879231
403	H1,L1,V1	8.69469911752187
404	K1,L1,V1	11.22377585833972
405	H1,V1	8.014683099500404
406	L1,V1	8.055372446013109
407	H1,K1,L1,V1	11.14475332619148
408	H1,K1,L1,V1	8.485162589338691
409	H1,L1,V1	8.414453675096564
410	H1,K1,L1,V1	8.130189900605984
411	H1,K1,L1,V1	8.086307140512337
412	H1,L1,V1	9.587057133615851
413	H1,K1,L1,V1	8.679086128613777
414	H1,K1,L1,V1	8.278508434458567
415	K1,V1	11.59562169620948
416	H1	9.090942773670539
417	H1,L1	10.49485774768889
418	K1,L1,V1	15.19449134129159
419	H1,K1,L1,V1	8.271925477503387
420	H1,L1	14.89262392015498
421	L1,V1	8.258024134643323
422	H1,K1,L1,V1	8.123007779117289
423	H1,K1,L1,V1	14.50301607896913
424	H1,K1,L1,V1	8.333662716426828
425	H1,K1,L1	9.18386906701944
426	H1,L1,V1	19.66107926671722
427	H1,K1,L1	8.455535306408564
428	K1,L1,V1	9.135780302729946
429	H1,K1,L1,V1	8.090157324743638
430	L1,V1	8.333077212112501
431	H1,K1,L1,V1	8.021522420299039
432	H1,K1,L1,V1	8.153193889492357
433	H1,K1,L1,V1	10.78837289108385
434	H1,K1,L1,V1	8.286879745456424
435	H1,L1,V1	8.27329524451995
436	L1,V1	10.91150003115453
437	H1,L1,V1	13.84032158742813
438	H1,K1,L1,V1	9.091886064723791
439	K1,L1,V1	8.044119332825813
440	K1,L1,V1	8.739537417758585
441	H1,K1,L1	9.145478608391326
442	H1,K1,L1,V1	10.17839972401433
443	H1,K1,L1,V1	8.258485549819277
444	H1,K1,L1,V1	13.93254586452481
445	H1,K1,V1	14.17963466854846
446	H1,K1,L1,V1	8.453064038790927
447	H1,K1,L1,V1	12.83276693044286
448	H1,K1,L1,V1	9.160593594319764
449	H1,K1,L1,V1	8.911684360490524
450	H1,K1,L1,V1	8.309477057788579
451	H1,K1,L1,V1	8.332059266179243
452	H1,K1,L1,V1	8.04057644795507
453	H1,L1	8.379494478284542
454	H1,K1,V1	8.855979172476971
455	H1,K1,L1,V1	9.631199450555467
456	H1,K1,L1	8.010806144240316
457	H1,K1,L1,V1	9.360765172355102
458	H1,L1,V1	8.358745208093262
459	H1,L1,V1	8.56636424005673
460	L1	10.29551156448551
461	K1,L1,V1	8.237308132058415
462	L1	15.97675443258446
463	H1,L1,V1	8.712507577454447
464	H1,K1,L1,V1	8.192754633696595
465	H1,L1,V1	8.096357441869635
466	H1,K1,L1,V1	9.044222294273833
467	H1,K1,V1	8.179454209828787
468	K1,L1,V1	9.444218828635943
469	H1,K1,V1	8.495411557910874
470	H1,K1,L1,V1	9.040524904574903
471	H1,K1,L1,V1	9.953454800693851
472	H1,K1,L1,V1	8.612045915823858
473	H1,K1,L1,V1	8.062451700278864
474	H1,K1,L1,V1	8.056764537311606
475	H1,K1,V1	8.062670252672167
476	H1,K1,V1	10.62779828226781
477	H1,L1,V1	8.241909205120269
478	K1,L1	17.25848080566039
479	H1,K1	10.4415191121536
480	H1,K1,L1,V1	13.55363096544095
481	H1,K1,V1	9.426459089298744
482	H1,K1,L1,V1	9.533205254334035
483	H1,K1,L1,V1	11.3242366351595
484	H1,L1,V1	10.4319688983652
485	H1,K1,L1,V1	8.618436817352542
486	H1,L1,V1	9.703202736985801
487	H1,K1,L1	9.089546580221077
488	H1,L1,V1	15.11842216227143
489	H1,K1,V1	8.335900503762728
490	H1	13.01044344714189
491	K1,L1,V1	11.63892727201965
492	H1,K1,L1,V1	8.562164545799654
493	H1,K1,V1	9.292819783883594
494	L1,V1	9.32092351575014
495	H1,K1,L1,V1	25.98579005345139
496	H1,K1,L1,V1	8.148214235289654
497	H1,K1	8.286155216123097
498	H1,L1,V1	8.131589596716271
499	L1,V1	11.92488667971352
500	H1,K1,L1,V1	8.454952669909705
501	H1,L1,V1	16.77484490554524
502	H1,K1,L1,V1	8.340996517500034
503	H1,K1,L1,V1	8.64882780022594
504	L1,V1	11.67736526034071
505	K1,L1,V1	8.248367171587622
506	H1,K1,L1,V1	17.50054233427566
507	H1,K1,L1,V1	9.108580001865866
508	H1,L1	8.193265619950081
509	H1,K1,L1	15.44162767621316
510	H1,K1,V1	8.190611524877752
511	H1,K1,L1	11.43728880055277
512	H1,L1,V1	10.17374401837682
513	H1,K1,L1,V1	8.071731714386154
514	H1,K1,L1,V1	8.046954846687587
515	H1,K1,L1,V1	8.394014265794592
516	H1,K1,L1,V1	8.028961406850597
517	K1,L1,V1	8.11639690316432
518	H1,K1,L1	9.316979797293714
519	H1,K1,L1,V1	8.851470343433286
520	H1,K1,L1	8.126328822727796
521	K1,L1	14.97971407696396
522	H1,K1,L1	9.260328288316774
523	H1,K1,L1,V1	8.292012282784873
524	H1,K1,L1,V1	34.37420559350015
525	H1,L1,V1	11.93113152126989
526	H1,L1	14.39932043988369
527	H1,K1,L1,V1	19.31972323163315
528	H1,K1,L1,V1	8.06041833852731
529	H1,K1,L1	8.033578304267859
530	H1,K1,L1,V1	8.116736413534063
531	K1,L1,V1	9.007567826745086
532	H1,L1,V1	8.090519189569411
533	H1,K1,L1,V1	10.2618404618369
534	H1,K1,L1,V1	8.270506439429399
535	H1,L1,V1	8.030768196363267
536	H1,K1,L1,V1	9.203134541818633
537	H1,K1,L1,V1	8.062475834567355
538	H1,K1,L1	8.111509154378556
539	H1,K1,L1,V1	8.271885624370835
540	H1,K1,V1	9.323500798189624
541	H1,K1,L1,V1	16.82382956685344
542	H1,V1	10.12053598589562
543	L1,V1	8.290369910172332
544	H1,K1,V1	9.970625530368579
545	H1,K1,L1	8.031253680559905
546	H1,L1,V1	10.13904445069914
547	H1,K1,L1	27.58872950156529
548	H1,K1,L1,V1	8.255484113139612
549	H1,K1	11.79540073015319
550	H1,K1,L1,V1	10.12486028699809
551	H1,L1,V1	8.945560057359712
552	H1,K1,L1,V1	8.114710404001888
553	H1,L1,V1	8.428817819334649
554	H1,K1,L1,V1	12.65594922651008
555	H1,L1,V1	8.518233588234281
556	H1,K1,L1	8.356701833528568
557	H1,K1,L1,V1	9.487844901838191
558	H1,K1,L1,V1	16.96231888806714
559	H1,K1,L1,V1	12.17139301747662
560	H1,L1,V1	10.99264628396834
561	H1,K1,L1,V1	9.126860790275058
562	H1,K1,L1,V1	11.70803126644539
563	H1,L1,V1	12.71636421451448
564	H1,K1,L1,V1	15.87879927027489
565	H1,K1,L1,V1	9.713164597467859
566	H1,L1,V1	35.97835872962994
567	H1,K1,L1,V1	8.632527268928731
568	H1,K1,L1,V1	9.551063653675135
569	H1,K1,L1,V1	8.035452150281889
570	H1,K1,L1,V1	8.788322309053918
571	H1	18.70971096423828
572	K1,L1,V1	8.551558702179999
573	H1,L1,V1	9.274635232844199
574	H1,K1,L1,V1	8.348463619788456
575	H1,K1,V1	8.559106695089062
576	H1,K1,V1	28.4563753254499
577	H1,L1,V1	9.102582188619692
578	H1,K1,L1,V1	8.723160288427538
579	H1,K1,L1	8.391289687354604
580	H1,K1,L1,V1	8.189028553555866
581	H1,K1,L1,V1	8.780587389952297
582	H1,L1,V1	9.260552631507736
583	H1,K1,L1,V1	9.852523181718333
584	H1,K1,L1,V1	10.44724885767553
585	H1,K1,L1,V1	9.759210184714624
586	K1,L1,V1	11.11004488851682
587	H1,L1,V1	8.092422405747451
588	K1,L1,V1	14.81976249846574
589	H1,K1,V1	13.55373945223855
590	K1,L1,V1	8.028570133231216
591	H1,K1,L1,V1	9.678188018302983
592	H1,K1,L1,V1	8.990943778449029
593	H1,K1,L1,V1	9.019480170117738
594	H1,K1,L1,V1	12.04360588413876
595	H1,K1,V1	8.231947477748434
596	H1,K1,L1,V1	10.92539927490106
597	H1,K1,L1,V1	23.03803605394598
598	H1,K1,L1,V1	9.165482729386905
599	H1,K1,L1,V1	8.916300654469021
600	H1,K1,V1	8.072292172385412
601	H1,K1,L1,V1	8.261489532386692
602	H1,K1,L1,V1	8.272147112810503
603	H1,K1,L1,V1	8.520760734896081
604	H1,K1	8.143478206928117
605	H1,L1,V1	9.270354108907611
606	H1,K1,L1,V1	8.160958210660874
607	H1,K1,L1	9.242425895966107
608	K1,L1	10.82875244349338
609	H1,L1,V1	9.160140094016457
610	H1,K1,L1,V1	8.033654983014724
611	H1,K1,V1	11.34776070115375
612	H1,K1,L1,V1	12.28175445722225
613	H1,K1,L1,V1	8.411741389826796
614	K1,V1	8.536145971347665
615	H1,K1,L1,V1	10.2348090105083
616	H1,K1,L1,V1	9.912039070899676
617	H1,K1,V1	8.865905565850388
618	H1,K1,L1,V1	9.230930008966984
619	K1,L1,V1	9.2448759587826
620	L1,V1	8.655755207720656
621	H1,K1,L1,V1	8.485856208788533
622	H1,L1	17.92277785035029
623	H1,K1,L1,V1	8.406190075968736
624	H1,K1,V1	10.01903405628332
625	H1,K1,L1,V1	9.670083742626526
626	H1,L1,V1	9.159499284094611
627	H1,K1,L1,V1	33.2286356485841
628	L1,V1	9.500720701278597
629	H1,K1,L1,V1	8.058213909644305
630	H1,K1,L1,V1	8.262814239170817
631	H1,K1,L1	10.55610369993949
632	H1,K1,L1,V1	8.056083397561437
633	H1,L1,V1	11.65061101478331
634	H1,K1,L1,V1	8.181530747468759
635	H1,K1,L1	12.50430296097964
636	H1,K1,L1,V1	8.233795123307988
637	H1,K1,L1,V1	9.022056381025779
638	H1,K1,L1,V1	10.75479375245503
639	K1,L1,V1	49.4491471877151
640	L1,V1	11.20427077623926
641	H1,K1,L1,V1	8.215354524278441
642	H1,K1,L1,V1	9.234065650435847
643	K1,L1,V1	8.115489267642662
644	H1,L1,V1	10.27128113465026
645	H1,K1,L1,V1	8.865639107535827
646	K1,L1,V1	24.34239816627511
647	H1,K1,L1,V1	12.29916776267227
648	K1,L1	8.703485894360234
649	H1,K1,L1,V1	8.101824543315397
650	H1,K1,L1	8.796040920166156
651	H1,K1,L1	9.742679916911168
652	H1,K1,L1,V1	8.045963067195871
653	H1,K1,L1,V1	9.722760634673536
654	H1,K1,L1,V1	8.395961546783306
655	H1,K1,L1,V1	9.554459691093806
656	H1,K1,L1,V1	16.18292980195001
657	H1,K1,L1,V1	8.23858809707097
658	H1,K1,L1	12.03037794768407
659	H1,K1	12.98361766596944
660	H1,K1,L1,V1	9.089206306685499
661	H1,K1,L1,V1	11.00900153063756
662	H1,L1	16.0888460859745
663	H1,K1,L1	8.174766074994146
664	H1,K1,V1	8.897926786762811
665	H1,K1,L1	8.415823113711744
666	H1,K1,V1	27.33930810211904
667	H1,K1,L1,V1	8.034098476509183
668	H1,K1,L1,V1	8.042844664277998
669	K1,L1	10.22980627086631
670	H1,L1,V1	11.84816903483272
671	H1,K1,L1,V1	8.722647156801509
672	H1,K1,L1,V1	8.141964097522816
673	H1,K1,L1,V1	8.296188292188623
674	K1,L1,V1	10.52885215276144
675	H1,K1,V1	10.1759037633127
676	H1,L1	9.590104881651735
677	H1,L1	19.22858921850429
678	H1,K1,L1,V1	8.172502696921903
679	H1,K1,L1,V1	8.045478539911361
680	H1,K1,L1,V1	11.46158166056138
681	H1,K1,L1	10.17812962655936
682	H1,K1,L1,V1	10.23743523693804
683	K1,L1,V1	15.904625740457
684	H1,K1,L1	8.46477663221151
685	H1,K1,L1,V1	8.275871907888032
686	H1,K1,L1,V1	9.135139533449237
687	H1,K1,L1,V1	8.244072797681293
688	H1,K1,L1,V1	8.008964208817744
689	H1,K1,L1,V1	14.62051169740629
