phase,Lbb,Lbb_unc,Lbb_uncr,Lbb_uncl,lgLbb,lgLbb_unc,lgLbb_uncr,lgLbb_uncl,Tbb,Tbb_unc,Tbb_uncr,Tbb_uncl,Rbb,Rbb_unc,Rbb_uncr,Rbb_uncl
2.3988859714008868,3.2673613454892493e+41,7.94782896150943e+39,8.108669597116216e+39,7.786988325902643e+39,41.51419716682134,0.010561060170150682,0.010646397468597968,0.010475722871703397,4961.247242355744,170.34577454024384,170.3821997096029,170.30934937088477,12492.821884412173,933.6590905486801,994.0415141239755,873.2766669733846
3.1004427832885995,2.645934484671688e+41,8.741334249835663e+39,9.090455425671556e+39,8.392213073999769e+39,41.42257908652653,0.014334018267849302,0.014670169575296654,0.01399786696040195,4851.518489533186,169.8930387256164,171.76083266682326,168.02524478440955,11762.469743738051,964.7885923631629,1020.6181579277018,908.9590267986241
4.092091633370728,2.014814393811265e+41,8.930157331950793e+39,9.409229299985019e+39,8.451085363916566e+39,41.304235044791625,0.019215878341825032,0.01982231906375631,0.018609437619893754,4177.894137544799,140.23976750073803,143.18546253408385,137.2940724673922,13838.421507000377,1203.1974190437786,1269.5830966913982,1136.811741396159
4.949806000106037,1.1444878232017664e+41,5.4136687715316656e+39,5.496381705754889e+39,5.3309558373084425e+39,41.0586111763514,0.020543517995704974,0.020371566330183555,0.020715469661226393,4769.519284134578,238.7870452529428,251.4258161320313,226.1482743738543,7996.602703276594,921.1670179413604,959.8255648470895,882.5084710356314
5.900901666689606,8.112626708742842e+40,8.349339727339151e+39,9.123702639491947e+39,7.574976815186355e+39,40.90916149297984,0.044428384582960945,0.04628557191991689,0.042571197246005,4318.7680904700055,369.65938177574367,380.3668113658605,358.95195218562685,8205.334178477811,1779.8578386467893,2020.1000619257684,1539.6156153678103
6.891566000100283,7.52314688078756e+40,7.38806517467154e+39,8.090797207806236e+39,6.685333141536845e+39,40.87639954100207,0.0423890481223701,0.04436153142011534,0.04041656482462486,4414.433756065756,400.0671493580944,416.9993031864733,383.1349955297155,7554.07903017652,1684.904002868443,1912.6556170010963,1457.1523887357898
7.994413000065833,9.612266852770161e+40,3.891864460029409e+41,7.430819431331663e+41,3.529094887271557e+40,40.98282581904789,0.5698688840153672,0.9410420427121622,0.19869572531857216,3794.3262307773634,2983.7236494932376,4471.667048799527,1495.7802501869483,9991.55226524765,24694.861883801725,41527.18496707298,7862.538800530468
10.110283333342522,5.0034015297979045e+40,5.751805311486523e+39,5.987290224993667e+39,5.516320397979379e+39,40.69926535700657,0.04991027834532602,0.04908786841665602,0.05073268827399602,5049.8049674956355,847.8386511464755,950.1945946409069,745.4827076520442,4639.899016661988,1680.9150495707818,2002.5905205019835,1359.23957863958
-1.712700271513313,3.4097409491741213e+41,1.298453146847241e+40,1.3882345394638015e+40,1.2086717542306805e+40,41.53272138526294,0.016502742999158215,0.017331306411598746,0.015674179586717685,7804.210374242092,344.77840187911806,363.8919564017533,325.6648473564828,5160.220608688704,375.499146507932,380.76793461412126,370.2303584017427
-0.5816329399094684,4.541030827043679e+41,9.75870894768652e+39,9.90086365104939e+39,9.616554244323651e+39,41.65715445014354,0.009331535689820925,0.00936722410335733,0.009295847276284519,6648.743975723545,173.69128825571897,176.23113205361096,171.15144445782698,8206.203225438463,366.3315995046105,377.2178497447039,355.44534926451706
0.2100000001155422,5.159002237018798e+41,1.1589923172733071e+40,1.2154927620150522e+40,1.102491872531562e+40,41.712565716189786,0.009747577560215603,0.010113567450062533,0.009381587670368674,6059.857255520257,202.1360213027633,207.15068443088694,197.12135817463968,10531.09742819707,770.969112401769,796.0684511165364,745.8697736870017
