luminosity_distance KNphi inclination_EM log10_mej_dyn log10_mej_wind KNtimeshift Ebv log_likelihood log_prior
42.590224160514246 65.13939664024304 0.030321524839189866 -2.5957065910145105 -2.3170522315217914 0.0 0.0 -193.7573797568576 -12.387615696286382
43.434963465301195 70.84809160093744 0.03112156835945672 -2.747385550803404 -2.251902367694635 0.0 0.0 -193.65497964113882 -13.074006502317477
42.77188314597311 74.4501057961466 0.030144746403132062 -2.764679815853275 -2.3685598388877764 0.0 0.0 -193.22610330145898 -12.529805969773683
43.086909817566244 62.10341991410003 0.025358202243345663 -2.4693389775661085 -2.5254035679848017 0.0 0.0 -193.16757677292432 -12.96101618883441
42.90294881612399 57.00123996779885 0.031387934379000254 -2.727787837422047 -2.4024803933299506 0.0 0.0 -193.01253409962706 -12.593514834820493
44.01676486536138 59.6748695720128 0.031168735507189103 -2.2837492626913525 -2.3662519480787476 0.0 0.0 -192.75955345887618 -13.679338111514262
42.85052118368306 68.68268907577422 0.025037309323821144 -2.5980140003818657 -2.3569739747698915 0.0 0.0 -192.28080726573924 -12.777289811537177
43.889909348912255 56.912681900483676 0.03151044857039993 -2.41481154648272 -2.265985964309895 0.0 0.0 -192.25954380671595 -13.528043675735923
43.30832474193554 71.45911316137862 0.030641467752723448 -2.3507604444074612 -2.6023427195145548 0.0 0.0 -192.11185849665696 -12.970016282898346
44.18946099372856 47.68788494095675 0.027741749918731698 -2.6808805122250767 -2.2974659109353657 0.0 0.0 -192.0494625039516 -13.994149879121572
44.66359013470558 64.95794471370752 0.03484106552305806 -2.92904050995394 -2.3280803554220992 0.0 0.0 -192.00142831338817 -14.353903770691613
44.430018656618905 65.18260435739856 0.03164686823546451 -2.906937304070437 -2.5933734135621456 0.0 0.0 -191.7512524045556 -14.152720736060786
43.17659543620672 65.87404676361595 0.031948019559100586 -2.5533791448714034 -2.3703702251681786 0.0 0.0 -191.32739221356428 -12.808700881951776
44.237708213948956 63.03100795556092 0.01707610081175348 -2.755565648445449 -2.4543962170352605 0.0 0.0 -191.16775299871426 -14.536240379933133
45.3170765008325 56.00325460794444 0.038840007011832385 -2.7465892812792125 -2.3150159014307894 0.0 0.0 -191.13729031644294 -15.158239300902828
44.56649796629593 50.71911344694991 0.02467536902033774 -2.7009820165623353 -2.3909673001839558 0.0 0.0 -191.1032814931853 -14.57335400647289
43.85903348383672 72.72094255438705 0.025737340351465708 -2.5147948654567855 -2.295155736478505 0.0 0.0 -191.0374850543936 -13.696875463990537
43.861648891923394 72.43693236649455 0.030820144280540286 -2.3037956017342696 -2.441107922413001 0.0 0.0 -191.0127522252637 -13.519524187983297
43.317061256102335 72.89590178830812 0.020126319880260004 -2.86679709713375 -2.4582927370947694 0.0 0.0 -191.01241517329495 -13.398355214548825
44.08884935552078 56.76963908252898 0.03272369223390672 -2.882551337459239 -2.381265831386456 0.0 0.0 -190.89627065109386 -13.71245594159694
43.91280160207483 58.286392976283736 0.033587153338264696 -2.7927104420979916 -2.369125589080294 0.0 0.0 -190.86500653163085 -13.489244075873874
44.42297031512484 48.21443054759476 0.03460555471057286 -2.373421885865465 -2.3783279074750334 0.0 0.0 -190.8378321808923 -14.054644189819868
45.17184129650773 60.259292989502185 0.018079585221202715 -2.625195478220254 -2.3653044484661487 0.0 0.0 -190.79684753803113 -15.709479424200484
