    0.507654663677667557E+02    0.175264576660988138E-01   -0.253156248483061530E+01   -0.140282782084340951E+01   -0.164560306871008947E+03
    0.513798302118138466E+02    0.154272642310645559E-01   -0.225839037730661563E+01   -0.114492975550754950E+01   -0.161377765567985762E+03
    0.672047269597584318E+02    0.147948752339759661E-01   -0.232326516342545641E+01   -0.120370904115732391E+01   -0.160794848992999363E+03
    0.613474854065916162E+02    0.688852403202746405E-02   -0.219865768034944953E+01   -0.125104406301469728E+01   -0.160457056174192559E+03
    0.604204507544952349E+02    0.237767956625098281E-01   -0.247190456147879978E+01   -0.119889408696881405E+01   -0.160288391893146581E+03
    0.549552720787492603E+02    0.186600498259102375E-01   -0.237448628791635175E+01   -0.115660130321943821E+01   -0.160067704512577933E+03
    0.430387461080953528E+02    0.180772702515622982E-01   -0.272413369410327721E+01   -0.116663737459955974E+01   -0.159918979664745279E+03
    0.492978400462423778E+02    0.180587637835671402E-01   -0.285923344114187028E+01   -0.125210254392222220E+01   -0.159805302612393689E+03
    0.725145644963536142E+02    0.142835256187558556E-01   -0.256118036067105148E+01   -0.128524973331825554E+01   -0.159670308367049785E+03
    0.517273614309862779E+02    0.176301747070519432E-01   -0.229534668983053258E+01   -0.109847839819858861E+01   -0.159586720732388301E+03
    0.697468984508996073E+02    0.144981997086793615E-01   -0.237814304097733853E+01   -0.120153544406408797E+01   -0.159238296586078775E+03
    0.330394510823730627E+02    0.234931921836844804E-01   -0.249002763007725836E+01   -0.115164677094798118E+01   -0.159159874835844732E+03
    0.709401723124948660E+02    0.125337818118433815E-01   -0.274521368214738359E+01   -0.126383459737261328E+01   -0.159005361984506436E+03
    0.578430352960834355E+02    0.127189519682332670E-01   -0.246400553874684825E+01   -0.114568053572176942E+01   -0.158998749036762405E+03
    0.676137581132747982E+02    0.134397269448754096E-01   -0.265798113494065280E+01   -0.118537427947655227E+01   -0.158916092055138336E+03
    0.450019942464166220E+02    0.168790427962521340E-01   -0.222847654950268836E+01   -0.120779513656212112E+01   -0.158855238989463402E+03
    0.583072534400441214E+02    0.163340225114998981E-01   -0.238865451494515968E+01   -0.133712874123071712E+01   -0.158647652651478154E+03
    0.556371311725902160E+02    0.161597855435714963E-01   -0.279463150973710128E+01   -0.119796699746529067E+01   -0.158627256075650934E+03
    0.735400517008131231E+02    0.786212183469551726E-02   -0.268370834614324938E+01   -0.121210043429083836E+01   -0.158618488435412502E+03
    0.449320626767211166E+02    0.207290680404573040E-01   -0.234433636725093519E+01   -0.114298117505624774E+01   -0.158586201328970759E+03
    0.540686543155342179E+02    0.137842771032304287E-01   -0.256166785180722378E+01   -0.142085344552159887E+01   -0.158581581440988629E+03
    0.580887591239600951E+02    0.214664585725006379E-01   -0.258305061858553175E+01   -0.123016592720517082E+01   -0.158457954422664784E+03
    0.653509563002323546E+02    0.155463620250709429E-01   -0.240178302793207754E+01   -0.119446051811018794E+01   -0.158412783817649341E+03
    0.438204402638911432E+02    0.137324451189153075E-01   -0.282625791761244560E+01   -0.124956103290561638E+01   -0.158394576061633558E+03
    0.573696444599685833E+02    0.119717599662530500E-01   -0.216157245014725463E+01   -0.127104466998539611E+01   -0.158387324782998633E+03
    0.625695684611349776E+02    0.116092825753068788E-01   -0.273092192353735586E+01   -0.134525065397958121E+01   -0.158343126650311632E+03
    0.490723495444056681E+02    0.793316524667956290E-02   -0.271653618876528791E+01   -0.129988171712307121E+01   -0.158266300024098200E+03
    0.411671385605243429E+02    0.103382425407898045E-01   -0.273500551641218692E+01   -0.129058115007035612E+01   -0.158174424387919316E+03
    0.694359776208635537E+02    0.147041199668330701E-01   -0.262267788401431590E+01   -0.121647164742918812E+01   -0.158154924090528084E+03
    0.731334734293978670E+02    0.110448104708516688E-01   -0.268354214980240746E+01   -0.123063631138046325E+01   -0.158126501998854565E+03
    0.558600484767667567E+02    0.158864363180979129E-01   -0.263046424886784047E+01   -0.115753694743813806E+01   -0.158110718708120316E+03
    0.394636954912454030E+02    0.220896392401681574E-01   -0.263621529529576204E+01   -0.115984700912456828E+01   -0.158000218563853451E+03
    0.689888618366615134E+02    0.115038360951574530E-01   -0.276071775514325291E+01   -0.127750434174403749E+01   -0.157969265333316969E+03
    0.324281325833399734E+02    0.210573797116497090E-01   -0.263253187323375126E+01   -0.119721684673858775E+01   -0.157960319635902920E+03
    0.505823153297158399E+02    0.216800308795369809E-01   -0.251865575551822563E+01   -0.126606723000846078E+01   -0.157949603372793035E+03
    0.511894803265765432E+02    0.219665375053675720E-01   -0.263008278710631638E+01   -0.121089302676897814E+01   -0.157937124514036100E+03
