luminosity_distance KNphi inclination_EM KNtimeshift log10_mej_dyn log10_mej_wind Ebv log_likelihood log_prior
123.31546603739814 56.12873173088617 0.05345816322552698 -0.3276160549203875 -1.5764404952287374 -1.2887141593569886 0.0 -136.32311580711968 -15.723191578464235
64.69132546748557 27.343621401713968 0.04497211338585922 -1.7447493737454192 -1.2712406719679974 -2.047693921150206 0.0 -135.95246939739215 -15.895909098833702
43.87862425023664 49.94173579893624 0.04451573343921384 -1.8470481749357894 -2.5442939282651853 -2.8533303010071247 0.0 -135.68360246426022 -15.906102199204568
89.60275669594392 48.5389596641464 0.030804922433558493 -0.8811414334679928 -2.357019402001484 -1.421423080960283 0.0 -134.81351979677677 -16.27409825514399
63.90612155119331 27.01782574130352 0.0013753911003768881 -1.806009156998467 -1.3810909360418198 -2.2276041939559525 0.0 -134.80411210929208 -19.382876777386056
75.78186329068342 15.922766434798287 0.0436658935924295 -1.1202221623311317 -1.6120413679682535 -1.3597267482897697 0.0 -134.6611278824472 -15.925365064272054
126.44531507218741 74.44152173876802 0.02344379378409632 -0.3329808778872212 -1.3801386209670126 -1.044239046820175 0.0 -134.63842807981297 -16.54710039053411
112.9801681445793 67.267284962558 0.049595698371683095 -0.7636862267383298 -1.5703310710930143 -1.3448081069835562 0.0 -134.50816675681583 -15.798120474989311
100.35098278534178 18.54838605073396 0.039967017258762144 -0.6603784097460388 -1.1955621647925998 -1.2770424510471554 0.0 -134.48228559869537 -16.013826285229968
82.72442944597549 59.34380314821799 0.04438976474492118 -0.49527646283072424 -1.2895496331788943 -1.5449121414254843 0.0 -134.40564417720356 -15.90893410042279
116.36291594508386 62.011798503558865 0.027448984655188944 -0.17650850286480257 -1.3556453731105162 -0.9508109261364268 0.0 -134.39576174732636 -16.38941098863871
62.35874352274704 22.281043114211606 0.05132047264768711 -1.290152145884258 -1.085463510304085 -1.9521845310249857 0.0 -134.37743337536514 -15.763963843591423
85.4438295775625 48.20942760480299 0.06859740933082831 -1.4189153592678094 -1.550933922964994 -1.400763105151619 0.0 -134.27158660935322 -15.474144210732092
84.05373914462606 30.496331863080748 0.04498772582997325 -0.8590545864821542 -1.3862486222387618 -1.5207311319596768 0.0 -134.12898393173973 -15.895562234855518
63.026296619492896 48.897518755653316 0.044922604814333376 -1.4203213111638622 -1.2671740209806308 -1.6234995083200663 0.0 -134.10597189837426 -15.897009836071316
119.20087391790864 66.38588089231007 0.03655172740514717 -0.5915376625764346 -1.4616202942605763 -1.0737324506949737 0.0 -134.01055588325133 -16.103108824288768
