    0.127894997769752635E+03    0.297837885019188917E+02    0.797060122732046850E+00   -0.176038589330978779E+01   -0.267312484100155023E+01   -0.203305222068572222E+01   -0.133773302339712103E+03
    0.130193705415421675E+03    0.290079622275398137E+02    0.852493405058792231E+00   -0.186704033814242343E+01   -0.261489929241094154E+01   -0.183649830390168023E+01   -0.129525839586841812E+03
    0.813110280068932951E+02    0.177802467670117395E+02    0.235075939585089849E+00   -0.162453145449916825E+01   -0.276281581918326458E+01   -0.157692699987487450E+01   -0.126389867401289493E+03
    0.813110280068932951E+02    0.177802467670117395E+02    0.235075939585089849E+00   -0.162453145449916825E+01   -0.276281581918326458E+01   -0.157692699987487450E+01   -0.126389867401289493E+03
    0.647668642604897826E+02    0.188978404096415105E+02    0.114197511196161214E+00   -0.156581714327829058E+01   -0.272990372838028961E+01   -0.143843070944712004E+01   -0.127225181597072464E+03
    0.708020179973463826E+02    0.282376961987833397E+02    0.536263603221085905E+00   -0.188619279022158870E+01   -0.228248889788048981E+01   -0.162582635236278250E+01   -0.130106199347374599E+03
    0.666252126537899301E+02    0.259733820991918840E+02    0.240204607381835772E+00   -0.153447313766670557E+01   -0.187701640300857719E+01   -0.148612658801039688E+01   -0.129903318738725744E+03
    0.772489314901450683E+02    0.542947564758402734E+02    0.143255485578192499E+01   -0.170193398953616626E+01   -0.273917687726515036E+01   -0.146813795011286730E+01   -0.127415736150461669E+03
    0.806242108345031738E+02    0.437836682796478271E+02    0.933452771797715908E+00   -0.180505865812301636E+01   -0.241268062591552734E+01   -0.147257032990455627E+01   -0.127608569442601976E+03
    0.685099821805610532E+02    0.469312237048524494E+02    0.854767659840583671E+00   -0.196091364321380013E+01   -0.273377007918315362E+01   -0.142669461715739798E+01   -0.125937000940805660E+03
    0.685099821805610532E+02    0.469312237048524494E+02    0.854767659840583671E+00   -0.196091364321380013E+01   -0.273377007918315362E+01   -0.142669461715739798E+01   -0.125937000940805660E+03
    0.685099821805610532E+02    0.469312237048524494E+02    0.854767659840583671E+00   -0.196091364321380013E+01   -0.273377007918315362E+01   -0.142669461715739798E+01   -0.125937000940805660E+03
    0.848728749797682838E+02    0.318354490175685712E+02    0.153652588353514052E+01   -0.182128533298939499E+01   -0.267495566055695377E+01   -0.156236304060882358E+01   -0.128835030835554051E+03
    0.809793981212086607E+02    0.396072578667393032E+02    0.141584062326493321E+01   -0.192463194579686814E+01   -0.264814609101314780E+01   -0.150203218698820784E+01   -0.126649282884537527E+03
    0.845535743874259680E+02    0.341036159181617506E+02    0.145937234125526016E+01   -0.177415688286470985E+01   -0.272974323386607276E+01   -0.154809668202794626E+01   -0.127069253997097718E+03
    0.812911345718519698E+02    0.239651397382586779E+02    0.140778908221682131E+01   -0.173123714486354041E+01   -0.267450265928779762E+01   -0.150418251018074534E+01   -0.126886377908134406E+03
    0.826012925132545632E+02    0.166557830665287199E+02    0.104433157969199453E+01   -0.186111190305487417E+01   -0.227507146324436338E+01   -0.161505838551012793E+01   -0.127355720718021843E+03
    0.870143716862861538E+02    0.282885692472039452E+02    0.101930967678150708E+01   -0.166893548867775765E+01   -0.254520864258615598E+01   -0.162043115755558920E+01   -0.128896246630107868E+03
    0.680895781901903803E+02    0.486338544469319345E+02    0.596273338759154670E+00   -0.162716119617940413E+01   -0.261885789757617804E+01   -0.146245405078760116E+01   -0.126049284398616209E+03
    0.680895781901903803E+02    0.486338544469319345E+02    0.596273338759154670E+00   -0.162716119617940413E+01   -0.261885789757617804E+01   -0.146245405078760116E+01   -0.126049284398616209E+03
    0.680895781901903803E+02    0.486338544469319345E+02    0.596273338759154670E+00   -0.162716119617940413E+01   -0.261885789757617804E+01   -0.146245405078760116E+01   -0.126049284398616209E+03
    0.564510941505432129E+02    0.731799459457397461E+02    0.658926024047915226E+00   -0.180967187881469727E+01   -0.257569146156311035E+01   -0.131299051642417908E+01   -0.128839596631374434E+03
    0.433171749114990234E+02    0.664272773265838623E+02    0.280691649961507417E+00   -0.188933831453323364E+01   -0.238484990596771240E+01   -0.115150693058967590E+01   -0.128171707664716280E+03
    0.721520841895144827E+02    0.705062294678993737E+02    0.667332085475129122E+00   -0.167421674321144964E+01   -0.258323889284896868E+01   -0.140142570930133004E+01   -0.127816918889799439E+03
    0.703345179557800293E+02    0.353399384021759033E+02    0.406864243946795323E+00   -0.157400584220886230E+01   -0.239254283905029297E+01   -0.149511116743087769E+01   -0.127001417961746057E+03
    0.645791020437551992E+02    0.317693383942168417E+02    0.583644333926377379E+00   -0.186228326629248953E+01   -0.243915458021564113E+01   -0.145706994560246694E+01   -0.125289866661671681E+03
    0.645791020437551992E+02    0.317693383942168417E+02    0.583644333926377379E+00   -0.186228326629248953E+01   -0.243915458021564113E+01   -0.145706994560246694E+01   -0.125289866661671681E+03
    0.645791020437551992E+02    0.317693383942168417E+02    0.583644333926377379E+00   -0.186228326629248953E+01   -0.243915458021564113E+01   -0.145706994560246694E+01   -0.125289866661671681E+03
    0.645791020437551992E+02    0.317693383942168417E+02    0.583644333926377379E+00   -0.186228326629248953E+01   -0.243915458021564113E+01   -0.145706994560246694E+01   -0.125289866661671681E+03
    0.645791020437551992E+02    0.317693383942168417E+02    0.583644333926377379E+00   -0.186228326629248953E+01   -0.243915458021564113E+01   -0.145706994560246694E+01   -0.125289866661671681E+03
    0.645791020437551992E+02    0.317693383942168417E+02    0.583644333926377379E+00   -0.186228326629248953E+01   -0.243915458021564113E+01   -0.145706994560246694E+01   -0.125289866661671681E+03
    0.525891354442129781E+02    0.430256281884651557E+02    0.478333554201262334E+00   -0.178444755686927059E+01   -0.214570019138344303E+01   -0.133133999827489680E+01   -0.127133338435619507E+03
    0.564914935516581806E+02    0.487547905580358432E+02    0.415466741470136902E+00   -0.174759823605954590E+01   -0.201458654982880558E+01   -0.131822958878246466E+01   -0.126926235407807440E+03
    0.578838588179728859E+02    0.159769947953795963E+02    0.521605465927942991E+00   -0.159674051009267925E+01   -0.239346972979581052E+01   -0.128571607298311452E+01   -0.127994372309037374E+03
    0.740913690684408408E+02    0.283945706706896814E+02    0.630985987585774621E+00   -0.168861074618012008E+01   -0.232894867157688878E+01   -0.150478171830976382E+01   -0.126320568354744978E+03
    0.740913690684408408E+02    0.283945706706896814E+02    0.630985987585774621E+00   -0.168861074618012008E+01   -0.232894867157688878E+01   -0.150478171830976382E+01   -0.126320568354744978E+03
    0.587787847518517452E+02    0.235003008561524993E+02    0.631143318814181287E+00   -0.160858481418406085E+01   -0.263954295547536955E+01   -0.133174803253811147E+01   -0.126615361774246551E+03
    0.587787847518517452E+02    0.235003008561524993E+02    0.631143318814181287E+00   -0.160858481418406085E+01   -0.263954295547536955E+01   -0.133174803253811147E+01   -0.126615361774246551E+03
    0.578752425804002115E+02    0.316452619085499194E+02    0.965739919847893979E+00   -0.161071910345711800E+01   -0.244434859840239138E+01   -0.131106469927866609E+01   -0.126508384309074984E+03
    0.578752425804002115E+02    0.316452619085499194E+02    0.965739919847893979E+00   -0.161071910345711800E+01   -0.244434859840239138E+01   -0.131106469927866609E+01   -0.126508384309074984E+03
    0.631750043860559316E+02    0.327972681585356298E+02    0.104230091060546992E+01   -0.156594825036685470E+01   -0.244113101999035820E+01   -0.127135529207054687E+01   -0.126965052872090766E+03
    0.587590814677437265E+02    0.247396338579270960E+02    0.118874615454780508E+01   -0.157249873186649336E+01   -0.241929226011154874E+01   -0.125916139204720690E+01   -0.127867740128909929E+03
    0.666538086263667253E+02    0.410603390917890891E+02    0.122116009556396299E+01   -0.174156492996349743E+01   -0.268125748334210057E+01   -0.133445674937567493E+01   -0.125953463171134999E+03
    0.666538086263667253E+02    0.410603390917890891E+02    0.122116009556396299E+01   -0.174156492996349743E+01   -0.268125748334210057E+01   -0.133445674937567493E+01   -0.125953463171134999E+03
    0.666538086263667253E+02    0.410603390917890891E+02    0.122116009556396299E+01   -0.174156492996349743E+01   -0.268125748334210057E+01   -0.133445674937567493E+01   -0.125953463171134999E+03
    0.547441609161136071E+02    0.378705278694924914E+02    0.129095516728949389E+01   -0.168895508259751748E+01   -0.277657153093789111E+01   -0.124087825781144456E+01   -0.127328445336066679E+03
    0.523167304980442296E+02    0.496053624090596941E+02    0.132555932064407722E+01   -0.168672750912346348E+01   -0.268360267361830518E+01   -0.119061975752021842E+01   -0.127695134768470794E+03
    0.773639602769136161E+02    0.284700826321249956E+02    0.114406032235179445E+01   -0.170222126556528019E+01   -0.197132290037478719E+01   -0.145320086200485021E+01   -0.126983538307113946E+03
    0.773639602769136161E+02    0.284700826321249956E+02    0.114406032235179445E+01   -0.170222126556528019E+01   -0.197132290037478719E+01   -0.145320086200485021E+01   -0.126983538307113946E+03
    0.690054102103121210E+02    0.287185751542020284E+02    0.833619727576716985E+00   -0.192722347217880086E+01   -0.229448901093923174E+01   -0.153236696896723457E+01   -0.126356043394192525E+03
    0.690054102103121210E+02    0.287185751542020284E+02    0.833619727576716985E+00   -0.192722347217880086E+01   -0.229448901093923174E+01   -0.153236696896723457E+01   -0.126356043394192525E+03
    0.622554651932059286E+02    0.243342201070784405E+02    0.119240383032315100E+01   -0.184393252304646227E+01   -0.162347866582917133E+01   -0.127277512170440543E+01   -0.127770168619067562E+03
    0.529248042801311982E+02    0.315186757450930024E+02    0.106992460441292736E+01   -0.196733015625378860E+01   -0.163739644211379476E+01   -0.121353381169341534E+01   -0.127791669579037105E+03
    0.563458095028578114E+02    0.352894103151628116E+02    0.105584176175886513E+01   -0.159843013085752816E+01   -0.196802238569164811E+01   -0.116817372295741917E+01   -0.127855498590788670E+03
    0.518621611049623041E+02    0.320390581994102774E+02    0.940042722510789908E+00   -0.192598176531994092E+01   -0.180066454707466561E+01   -0.116594580272156811E+01   -0.130139538471794793E+03
