    0.130498409271240234E+00    0.607847678661346436E+02    0.677125572346451654E+00   -0.188889092206954956E+01   -0.123027813434600830E+01   -0.253551173210144043E+01   -0.139668407634278046E+05   -0.762461894642300742E+01    1
    0.288951396942138672E+00    0.179717946052551270E+02    0.146643092510871020E+01   -0.142062121629714966E+01   -0.234908246994018555E+01   -0.275308284163475037E+01   -0.122450411824199455E+05   -0.762510722767309002E+01    1
    0.499367713928222656E+00    0.385948991775512695E+02    0.111694608963039643E+01    0.699036121368408203E+00   -0.204084503650665283E+01   -0.228866893053054810E+01   -0.110596471341092438E+05   -0.762559550892310245E+01    1
    0.176405906677246094E+00    0.594142735004425049E+02    0.644598997857470324E+00   -0.153370207548141479E+01   -0.121005618572235107E+01   -0.149173307418823242E+01   -0.105278842114208874E+05   -0.762608379017301452E+01    1
    0.708138942718505859E+00    0.525881195068359375E+02    0.153310600308860034E+01   -0.106845021247863770E+01   -0.154459571838378906E+01   -0.180590260028839111E+01   -0.906559585524966860E+04   -0.762657207142296922E+01    1
    0.326430797576904297E+00    0.181208145618438721E+02    0.131833435517969799E+01    0.436435520648956299E+00   -0.165981495380401611E+01   -0.105482134222984314E+01   -0.870875704763470640E+04   -0.762706035267305182E+01    1
    0.133911371231079102E+01    0.602334594726562500E+02    0.135344014256663203E+01   -0.422894358634948730E-01   -0.242187428474426270E+01   -0.257740381360054016E+01   -0.834055169269207545E+04   -0.762754863392306248E+01    1
    0.709891319274902344E+00    0.294167983531951904E+02    0.153394647582856813E+01   -0.110918778181076050E+01   -0.256367194652557373E+01   -0.155221077799797058E+01   -0.738525291989011566E+04   -0.762803691517297189E+01    1
    0.156925916671752930E+01    0.246832716464996338E+02    0.140291647673484476E+01    0.987608194351196289E+00   -0.144098520278930664E+01   -0.256614106893539429E+01   -0.728650391174934066E+04   -0.762852519642303761E+01    1
    0.130956172943115234E+01    0.498700332641601562E+02    0.142028348140385630E+01   -0.575322508811950684E+00   -0.204960608482360840E+01   -0.171732786297798157E+01   -0.721868946482920364E+04   -0.762901347767311488E+01    1
    0.171234607696533203E+01    0.630499291419982910E+02    0.890486555511803113E+00   -0.286449670791625977E+00   -0.250394368171691895E+01   -0.224485370516777039E+01   -0.715256215557447103E+04   -0.762950175892311666E+01    1
    0.184775590896606445E+01    0.199047553539276123E+02    0.145455745651932111E+01   -0.468306481838226318E+00   -0.225942969322204590E+01   -0.231599557399749756E+01   -0.691738399596993986E+04   -0.762999004017312821E+01    1
    0.234409570693969727E+01    0.581956565380096436E+02    0.130504860011842339E+01    0.777967989444732666E+00   -0.137204241752624512E+01   -0.223595726490020752E+01   -0.641855980819418801E+04   -0.763047832142306248E+01    1
    0.648629665374755859E+00    0.701617956161499023E+02    0.784151879910735428E+00   -0.688762247562408447E+00   -0.196169018745422363E+01   -0.999112904071807861E+00   -0.640561524196170831E+04   -0.763096660267300297E+01    1
    0.211827754974365234E+01    0.574666500091552734E+02    0.120846122021930302E+01    0.614085555076599121E+00   -0.110516488552093506E+01   -0.211324456334114075E+01   -0.635622779905259904E+04   -0.763145488392297544E+01    1
    0.752484798431396484E+00    0.411630678176879883E+02    0.130070373878553647E+01   -0.524093389511108398E+00   -0.192969965934753418E+01   -0.969880551099777222E+00   -0.620301292303083392E+04   -0.763194316517294968E+01    1
    0.200861692428588867E+01    0.342781162261962891E+02    0.129744590464786147E+01   -0.411978662014007568E+00   -0.257721257209777832E+01   -0.179581525921821594E+01   -0.616975028788617237E+04   -0.763243144642295146E+01    1
    0.137966871261596680E+01    0.694537818431854248E+02    0.791700223004341508E+00    0.326424717903137207E+00   -0.237513387203216553E+01   -0.138777214288711548E+01   -0.586773114258314035E+04   -0.763291972767294791E+01    1
    0.224405527114868164E+01    0.330382311344146729E+02    0.131246414929852206E+01   -0.169777584075927734E+01   -0.178197431564331055E+01   -0.282209220528602600E+01   -0.566893496714900084E+04   -0.763340800892296389E+01    1
    0.271654129028320312E+01    0.427416336536407471E+02    0.728684695316727193E+00    0.280601680278778076E+00   -0.194888925552368164E+01   -0.272573444247245789E+01   -0.565719065826073711E+04   -0.763389629017296745E+01    1
    0.311492681503295898E+01    0.638741827011108398E+02    0.630322973132986464E+00    0.253389239311218262E+00   -0.120802152156829834E+01   -0.293321895599365234E+01   -0.527893275918568634E+04   -0.763438457142298255E+01    1
    0.351752042770385742E+01    0.677103674411773682E+02    0.107394261817787151E+01    0.447242319583892822E+00   -0.123365080356597900E+01   -0.297557267546653748E+01   -0.524422833712069860E+04   -0.763487285267297366E+01    1
    0.305925607681274414E+01    0.155922853946685791E+02    0.131084307497199304E+01    0.116962969303131104E+00   -0.164010274410247803E+01   -0.230190220475196838E+01   -0.518998122521001096E+04   -0.763536113392296478E+01    1
    0.250858068466186523E+01    0.712275338172912598E+02    0.867103934205527782E+00    0.878816187381744385E+00   -0.152614629268646240E+01   -0.147876921296119690E+01   -0.499490416257645666E+04   -0.763584941517303584E+01    1
    0.461180210113525391E+01    0.687001955509185791E+02    0.114791559115513042E+01    0.339730620384216309E+00   -0.281201171875000000E+01   -0.296750310063362122E+01   -0.494637629406801625E+04   -0.763633769642309268E+01    1
    0.195496082305908203E+01    0.390843558311462402E+02    0.107109316482785855E+01   -0.472627878189086914E+00   -0.117979717254638672E+01   -0.166081655025482178E+01   -0.486278580163339848E+04   -0.763682597767309890E+01    1
    0.464526414871215820E+01    0.319214165210723877E+02    0.122060771577795113E+01    0.110978782176971436E+00   -0.261810874938964844E+01   -0.230540278553962708E+01   -0.464508032043128242E+04   -0.763731425892307580E+01    1
