luminosity_distance KNphi inclination_EM KNtimeshift log10_mej_dyn log10_mej_wind Ebv log_likelihood log_prior
77.47741743307444 24.268945104635705 0.4034514506647141 -0.28688590565341476 -1.4269944515974629 -0.7374654041275956 0.0 -135.4770499066226 -13.728836009883935
42.6345353938954 40.15181356639615 0.3419194227446734 -1.2142440690439282 -2.4034635699124043 -1.2216796778106325 0.0 -135.12745267313872 -13.886600801614492
63.25768765137367 19.33397784635887 0.27914670275204234 -1.139178191629036 -1.3849472727168055 -0.8145045257953778 0.0 -134.76536095947773 -14.082898177486513
49.86200835391216 52.09405359805425 1.2087939749591619 -1.2989698073015514 -1.9765958095833627 -0.5253254074303499 0.0 -134.34791136738764 -12.860865330950645
63.90874189237594 22.994700818521473 0.7491472049733279 -1.5324526873371336 -2.2122444988599623 -0.5253632177443288 0.0 -134.34367512230526 -13.17803094486343
48.410584406025734 47.97258280038886 0.3494992447432151 -0.2091534083917348 -2.7050235826015916 -1.161904346548735 0.0 -134.2917994440944 -13.865555016509266
65.15409575399715 72.5420390191277 0.5007694730069626 -0.7145817439617237 -1.5146139236684348 -0.7164465017071935 0.0 -134.26678821812976 -13.527618772713957
41.063043755200034 22.75578818806162 0.9503171185854995 -1.0498867977110895 -2.2488816211425866 -1.1211978627341503 0.0 -134.1864854816759 -13.000145835136593
48.61799360450499 50.28060505697571 0.1430682720477401 -1.5255764055639536 -1.2376848323152527 -0.7513838641747581 0.0 -134.0683926516355 -14.741706398512854
47.7531682927883 48.669773422865624 0.9748194659168653 0.050783529584098375 -1.9753215362176086 -1.0091274687516754 0.0 -134.04290702683488 -12.983083961185471
45.175145923097716 55.908740877435264 0.9613121635288151 -1.6744865274253882 -2.1436146707121333 -0.6853509023663484 0.0 -134.02864840851677 -12.992379257801925
52.391360831781306 53.48567689462017 0.8707076275517069 -1.0807821997769476 -1.7258257718154197 -0.8031730512292894 0.0 -134.00809272241256 -13.062019785067047
36.03870680454091 16.460868451466155 0.6931877031049359 -1.5547942340594305 -2.0950025356728146 -1.1364954178652034 0.0 -133.98177181667734 -13.2417219546576
74.15682542911732 18.798576330151914 0.43412482774188643 -0.8504182756763952 -1.926977651772038 -0.6142967975827434 0.0 -133.73472998092882 -13.659892924685877
75.11483696064897 45.41784207383905 0.9182643161888129 -0.9648361044776663 -1.4575091469209505 -0.5518636339886633 0.0 -133.65344459081265 -13.023840044712909
62.540645171630935 16.11955512097561 0.5410439852836473 -1.8413981002310258 -2.0064905652824563 -0.7134434136334415 0.0 -133.5807969727843 -13.457387211838256
58.393083582752794 59.419821663440445 0.6043093277991182 -1.4784170537778751 -1.3350977537224116 -0.6030232533301372 0.0 -133.53913594520503 -13.359151923797288
79.12314234187794 27.144316672467227 0.8540183587116857 -0.9213184860628292 -1.4130897314968751 -0.6859776765121337 0.0 -133.43015142615363 -13.076319863447722
