    0.418258844109495342E+02    0.443308507904686024E+02    0.341145273881881039E+00   -0.182798974436491468E+01   -0.938696726421401895E+00   -0.139083006520388892E+03
    0.433942571239840049E+02    0.273190222216899770E+02    0.681270088722741862E+00   -0.195082550038069535E+01   -0.654907725006194763E+00   -0.138880320491313682E+03
    0.402630201645643027E+02    0.325347023034759104E+02    0.117207131460298952E+01   -0.191314608195561320E+01   -0.552310976022236666E+00   -0.138679320228361973E+03
    0.382297977699579334E+02    0.173490181376039772E+02    0.984605133494201534E+00   -0.197029867421885752E+01   -0.799199975378798388E+00   -0.138496856685726755E+03
    0.375202565779006250E+02    0.207449841028341915E+02    0.549920046619639558E+00   -0.184828170808829850E+01   -0.534855102628998491E+00   -0.138310085937311982E+03
    0.393473396835061564E+02    0.244209265989827102E+02    0.679765019518624447E+00   -0.156656348405134915E+01   -0.808531967173936827E+00   -0.138273309326594813E+03
    0.381121898575458857E+02    0.281963519982766115E+02    0.276481391151664591E+00   -0.233839148883689552E+01   -0.894593752807764986E+00   -0.138246407989117188E+03
    0.410003964398749687E+02    0.190298931471158710E+02    0.100225767097780949E+01   -0.162695098355578649E+01   -0.603125270505000532E+00   -0.138073897933582458E+03
    0.390992246858369583E+02    0.448942458629608154E+02    0.431251624527016097E+00   -0.169812273979187012E+01   -0.797610759735107422E+00   -0.138045151413721896E+03
    0.413660948078128641E+02    0.444530255183265268E+02    0.591393716419610693E+00   -0.174967849292505750E+01   -0.677356878174058430E+00   -0.137790020091173261E+03
    0.435986448999323315E+02    0.361742064855410916E+02    0.808458122765255194E+00   -0.218694961392950749E+01   -0.736443202264326136E+00   -0.137789194537171880E+03
    0.380632970445243117E+02    0.402611655185138062E+02    0.510246699823507455E+00   -0.198551488482398364E+01   -0.812180156079045812E+00   -0.137736898346351978E+03
    0.401972845429983394E+02    0.165734899851487754E+02    0.120441189895290335E+01   -0.197029701519934908E+01   -0.748490622685745954E+00   -0.137637947685778045E+03
