20.1298	0.15178	1.9728e7
19.4798	0.155937	1.69764e7
18.8842	0.160264	1.46198e7
18.3373	0.164766	1.25979e7
17.8343	0.169446	1.08607e7
17.3708	0.174308	9.36657e6
16.9431	0.179355	8.08052e6
16.5478	0.184592	6.97283e6
16.182	0.190022	6.0183e6
15.8431	0.195649	5.19548e6
15.5287	0.201476	4.48596e6
15.2367	0.207509	3.874e6
14.9652	0.213749	3.34608e6
14.7125	0.220202	2.89061e6
14.4772	0.22687	2.49757e6
14.2579	0.233757	2.15838e6
14.0532	0.240867	1.86561e6
13.8621	0.248202	1.61289e6
13.6836	0.255766	1.39471e6
13.5167	0.263562	1.20633e6
13.3605	0.271593	1.04366e6
13.2144	0.279862	903161
13.0768	0.288419	781215
12.9464	0.297371	674490
12.8234	0.306722	581513
11.4426	0.30998	276620
11.2896	0.315312	241804
11.1367	0.321478	209436
10.9858	0.328509	179873
10.8383	0.336434	153304
10.6957	0.345279	129772
10.5593	0.355063	109199
10.43	0.365806	91420.4
10.3086	0.377522	76208.6
10.1957	0.390222	63305.1
10.0916	0.403917	52439.9
9.99648	0.418612	43345.7
9.91038	0.434312	35772.1
9.8332	0.451018	29491.1
9.76471	0.468728	24297.7
9.70462	0.487441	20014.3
9.65259	0.50715	16487.9
9.6082	0.527846	13588
9.57103	0.549518	11205.4
9.54062	0.572152	9248.4
9.51652	0.595731	7641.06
9.49826	0.620236	6320.55
9.48539	0.645642	5235.19
9.47746	0.671924	4342.46
9.47403	0.699052	3607.58
9.47466	0.726992	3001.98
9.47897	0.755708	2502.38
9.48654	0.785161	2089.73
9.49701	0.815306	1748.38
9.51001	0.846098	1465.65
9.5252	0.877487	1231.12
9.54226	0.90942	1036.23
9.56088	0.941842	874.061
9.58076	0.974695	738.857
9.60164	1.00792	625.952
9.62324	1.04145	531.493
9.64533	1.07523	452.322
9.66767	1.10918	385.839
9.69005	1.14325	329.904
9.71226	1.17736	282.751
9.73412	1.21145	242.923
9.75546	1.24545	209.213
9.7761	1.2793	180.623
9.79591	1.31292	156.326
9.81475	1.34625	135.634
9.83249	1.37923	117.976
9.84901	1.41179	102.873
9.86423	1.44388	89.9295
9.87804	1.47544	78.8123
9.89036	1.50641	69.2435
9.90113	1.53675	60.9896
9.91029	1.5664	53.8549
9.91777	1.59532	47.6738
9.92355	1.62347	42.3075
9.92759	1.6508	37.6387
9.92986	1.67729	33.5681
9.93035	1.7029	30.0113
9.92904	1.72761	26.8968
9.92593	1.75138	24.164
9.92103	1.77422	21.7607
9.91435	1.7961	19.6423
9.9059	1.81702	17.771
9.89573	1.83698	16.1143
9.88386	1.85597	14.6445
9.87031	1.87399	13.338
9.85514	1.89105	12.174
9.83838	1.90715	11.1352
9.82007	1.92231	10.2061
9.80027	1.93652	9.37373
9.77901	1.94981	8.62654
9.75636	1.96218	7.95461
9.73236	1.97363	7.3497
9.70708	1.98414	6.8059
9.68057	1.99363	6.3181
9.65284	2.00205	5.88194
9.62394	2.00929	5.49367
9.59391	2.01527	5.15043
9.56287	2.01982	4.85087
9.53087	2.02279	4.59348
9.49756	2.02429	4.36942
9.4628	2.02451	4.17073
