21.3299	0.140267	2.64678e7
20.5931	0.143555	2.29512e7
19.9162	0.146965	1.99277e7
19.293	0.150498	1.73206e7
18.7182	0.154155	1.50674e7
18.1869	0.157938	1.31164e7
17.6949	0.16185	1.14248e7
17.2385	0.165891	9.95624e6
16.8146	0.170063	8.68025e6
16.4201	0.174368	7.57068e6
16.0525	0.178808	6.60523e6
15.7095	0.183383	5.76476e6
15.389	0.188096	5.03278e6
15.0892	0.192947	4.39504e6
14.8083	0.197938	3.83926e6
14.545	0.20307	3.35466e6
14.2965	0.208374	2.93005e6
14.0603	0.213906	2.55542e6
13.8351	0.219708	2.22409e6
13.62	0.225814	1.93111e6
13.4149	0.232255	1.67249e6
13.2195	0.239055	1.4448e6
13.0338	0.24624	1.24494e6
12.8577	0.25383	1.07011e6
12.6913	0.261847	917688
12.5344	0.270309	785254
12.387	0.279237	670566
12.249	0.288647	571561
12.1202	0.298556	486345
12.0004	0.30898	413205
11.8894	0.319935	350588
11.787	0.331436	297107
11.6928	0.343497	251525
11.6066	0.35613	212751
11.5281	0.36935	179823
11.457	0.383167	151903
11.3929	0.397592	128259
11.3355	0.412637	108260
11.2844	0.42831	91359.2
11.2394	0.44462	77089.2
11.2001	0.461574	65048.2
11.1662	0.479178	54893.3
11.1373	0.497438	46332.2
11.1132	0.516358	39117
11.0935	0.53594	33037
11.078	0.556187	27913.8
11.0663	0.577097	23596.8
11.0583	0.598669	19958.4
11.0535	0.620901	16891.6
11.0518	0.643788	14305.9
11.0529	0.667323	12124.7
11.0566	0.691499	10284.3
11.0626	0.716306	8730.4
11.0708	0.741732	7417.89
11.0808	0.767763	6308.5
11.0925	0.794386	5370.23
11.1057	0.821582	4576.11
11.1201	0.849333	3903.48
11.1357	0.877618	3333.33
11.1351	0.888997	3113.13
11.1241	0.89756	2932.1
11.1088	0.907082	2737.23
11.0903	0.917628	2534.91
11.0697	0.929239	2330.2
11.0474	0.941941	2127.34
11.0241	0.955749	1929.79
11.0001	0.970668	1740.3
10.9759	0.986697	1560.97
10.9517	1.00382	1393.25
10.9279	1.02203	1238.07
10.9046	1.0413	1095.83
10.8821	1.06159	966.583
10.8605	1.08286	850.007
10.8398	1.10508	745.569
10.8202	1.1282	652.549
10.8018	1.15217	570.134
10.7844	1.17693	497.439
10.7682	1.20241	433.558
10.753	1.22857	377.613
10.7388	1.25533	328.747
10.7256	1.28263	286.164
10.7132	1.3104	249.123
10.7016	1.33857	216.946
10.6907	1.36708	189.026
10.6803	1.39584	164.818
10.6703	1.4248	143.836
10.6607	1.45389	125.654
10.6514	1.48303	109.897
10.6421	1.51217	96.2389
10.6329	1.54123	84.3937
10.6236	1.57015	74.115
10.6141	1.59887	65.189
10.6044	1.62734	57.4304
10.5943	1.65549	50.6796
10.5838	1.68327	44.7997
10.5727	1.71064	39.6719
10.5612	1.73754	35.1945
10.549	1.76392	31.2798
10.5361	1.78975	27.8524
10.5225	1.81496	24.8501
10.5081	1.83946	22.2194
10.4929	1.86318	19.9136
10.4767	1.88602	17.8922
10.4594	1.9079	16.1189
10.4411	1.92875	14.5628
10.4216	1.94847	13.1968
10.4008	1.96698	11.9974
10.3787	1.9842	10.9445
10.3552	2.00004	10.0208
10.3302	2.01438	9.21177
10.3038	2.02711	8.50544
10.2758	2.03808	7.89269
10.2464	2.04704	7.36801
10.2157	2.05376	6.92689
10.1833	2.05829	6.55526
10.1494	2.06084	6.23994
10.1138	2.06158	5.97078
