1.232181719274970177e+01 5.000000000000000000e-01 7.922851727459409449e+04
1.232151938684613413e+01 5.015869754019156579e-01 7.820840720482222969e+04
1.232130817662638478e+01 5.031739508038313158e-01 7.720613983042104519e+04
1.232116264867389255e+01 5.047609262057469737e-01 7.622068181485863170e+04
1.232102595187918048e+01 5.063479016076626316e-01 7.524989654784667073e+04
1.232089540201308608e+01 5.079348770095782895e-01 7.429345889957848703e+04
1.232077099907560758e+01 5.095218524114938363e-01 7.335113589368172688e+04
1.232065274306674674e+01 5.111088278134094942e-01 7.242269853353366489e+04
1.232054063398650001e+01 5.126958032153251521e-01 7.150792173632619961e+04
1.232043467183487273e+01 5.142827786172408100e-01 7.060658426793949911e+04
1.232033485661185956e+01 5.158697540191564679e-01 6.971846867863455554e+04
1.232024118831746406e+01 5.174567294210721258e-01 6.884336123957202653e+04
1.232015366695168623e+01 5.190437048229877837e-01 6.798105188016332977e+04
1.232007229251452607e+01 5.206306802249034416e-01 6.713133412625885103e+04
1.231999706500597824e+01 5.222176556268190994e-01 6.629400503917729657e+04
1.231992798442605164e+01 5.238046310287347573e-01 6.546886515557821258e+04
1.231986505077473915e+01 5.253916064306503042e-01 6.465571842817885044e+04
1.231980826405204255e+01 5.269785818325659621e-01 6.385437216731686203e+04
1.231975762425796539e+01 5.285655572344816200e-01 6.306463698335763183e+04
1.231971313139250235e+01 5.301525326363972779e-01 6.228632672994385939e+04
1.231967478545565875e+01 5.317395080383129358e-01 6.151925844808809052e+04
1.231964258644742749e+01 5.333264834402285937e-01 6.076325231110199093e+04
1.231961653436781745e+01 5.349134588421442515e-01 6.001813157036154007e+04
1.231959662921682153e+01 5.365004342440599094e-01 5.928372250190185150e+04
1.231958287099444149e+01 5.380874096459755673e-01 5.855985435383912409e+04
1.231957525970067913e+01 5.396743850478912252e-01 5.784635929461198975e+04
1.231957612115830614e+01 5.412613604498067721e-01 5.714312263256025471e+04
1.231963163369141867e+01 5.428483358517224300e-01 5.645096541221735970e+04
1.231975727586264036e+01 5.444353112536380879e-01 5.577001392174929060e+04
1.231994972739701311e+01 5.460222866555537458e-01 5.509999059413729265e+04
1.232020566801957351e+01 5.476092620574694037e-01 5.444062544445360982e+04
1.232052177745535460e+01 5.491962374593850615e-01 5.379165584917073284e+04
1.232089473542939650e+01 5.507832128613007194e-01 5.315282633270473161e+04
1.232132122166673405e+01 5.523701882632163773e-01 5.252388836094264843e+04
1.232179791589240558e+01 5.539571636651320352e-01 5.190460014151215000e+04
1.232232149783144770e+01 5.555441390670476931e-01 5.129472643056021479e+04
1.232288864720889876e+01 5.571311144689632400e-01 5.069403834581579576e+04
1.232349604374979002e+01 5.587180898708788979e-01 5.010231318571897282e+04
1.232414036717916517e+01 5.603050652727945558e-01 4.951933425440908468e+04
1.232481829722205724e+01 5.618920406747102136e-01 4.894489069236699288e+04
1.232552651360350282e+01 5.634790160766258715e-01 4.837877731251904333e+04
1.232626169604853850e+01 5.650659914785415294e-01 4.782079444161303400e+04
1.232702052428220441e+01 5.666529668804571873e-01 4.727074776668586856e+04
1.232779967802953536e+01 5.682399422823728452e-01 4.672844818644651968e+04
1.232859583701556794e+01 5.698269176842885031e-01 4.619371166740699846e+04
1.232940568096533873e+01 5.714138930862041610e-01 4.566635910459655861e+04
1.233022588960388433e+01 5.730008684881198189e-01 4.514621618670257885e+04
1.233105314265624308e+01 5.745878438900353657e-01 4.463311326548708166e+04
1.233188411984744981e+01 5.761748192919510236e-01 4.412688522932961496e+04
1.233271550090254287e+01 5.777617946938666815e-01 4.362737138075890834e+04
1.233354396554655708e+01 5.793487700957823394e-01 4.313441531783307437e+04
1.233436950042477598e+01 5.809357454976979973e-01 4.264791394169230625e+04
1.233521474991525047e+01 5.825227208996136552e-01 4.216810105447169917e+04
1.233608410471477335e+01 5.841096963015293131e-01 4.169493600175655592e+04
1.233697691532311502e+01 5.856966717034449710e-01 4.122830500880204636e+04
1.233789253224005478e+01 5.872836471053606289e-01 4.076809651292337367e+04
1.233883030596536301e+01 5.888706225072761757e-01 4.031420111702593567e+04
1.233978958699881545e+01 5.904575979091918336e-01 3.986651154415560450e+04
1.234076972584018250e+01 5.920445733111074915e-01 3.942492259304548497e+04
1.234177007298923989e+01 5.936315487130231494e-01 3.898933109463896835e+04
1.234278997894576335e+01 5.952185241149388073e-01 3.855963586956653307e+04
1.234382879420952506e+01 5.968054995168544652e-01 3.813573768655624735e+04
1.234488586928029896e+01 5.983924749187701231e-01 3.771753922175739717e+04
1.234596055465785724e+01 5.999794503206857810e-01 3.730494501895669237e+04
1.234705220084197563e+01 6.015664257226014389e-01 3.689786145066835888e+04
1.234816015833242808e+01 6.031534011245170968e-01 3.649619668007767905e+04
1.234928377762898677e+01 6.047403765264327546e-01 3.609986062381989905e+04
1.235042240923142742e+01 6.063273519283483015e-01 3.570876491557611007e+04
1.235157540363952045e+01 6.079143273302639594e-01 3.532282287046702550e+04
1.235274211135304512e+01 6.095013027321796173e-01 3.494194945022837783e+04
1.235392188287177007e+01 6.110882781340952752e-01 3.456606122914885782e+04
1.235511406869547102e+01 6.126752535360109331e-01 3.419507636075533082e+04
1.235631801932392371e+01 6.142622289379265910e-01 3.382891454522700224e+04
1.235753308525689853e+01 6.158492043398422489e-01 3.346749699752351444e+04
1.235875861699417300e+01 6.174361797417579067e-01 3.311074641621055343e+04
1.235999396503551750e+01 6.190231551436735646e-01 3.275858695296696169e+04
1.236123847988070779e+01 6.206101305455892225e-01 3.241094418275862699e+04
1.236249198269390881e+01 6.221971059475048804e-01 3.206774826791477608e+04
1.236376093185453939e+01 6.237840813494204273e-01 3.172897560124314623e+04
1.236504721560288900e+01 6.253710567513360852e-01 3.139457250575384387e+04
1.236635037318841412e+01 6.269580321532517431e-01 3.106447056314826841e+04
