    0.503001502327033592E+02    0.178187548220020212E-01   -0.204732613199920976E+01   -0.239293546418665670E+01   -0.251046964308439357E+03
    0.622066025236644222E+02    0.385922397354334160E-01   -0.184084183458775907E+01   -0.235125780886649194E+01   -0.248429173228792621E+03
    0.438276364677891479E+02    0.239630527695603099E-01   -0.218438711253495388E+01   -0.249207661253573765E+01   -0.247281595302874365E+03
    0.400254175015348892E+02    0.261374931597962365E-01   -0.237624864461829333E+01   -0.255240434236536329E+01   -0.246808312047555859E+03
    0.385391068214440935E+02    0.275410841246377901E-01   -0.226303594218177073E+01   -0.254651298472422427E+01   -0.246703897713717282E+03
    0.529356871342090116E+02    0.315189861175173142E-01   -0.193483205073476539E+01   -0.232376745176067701E+01   -0.245817967369957501E+03
    0.488605140794449468E+02    0.203262334545795641E-01   -0.231827944037850653E+01   -0.230112301549197884E+01   -0.245643215596356896E+03
    0.452455388732439587E+02    0.284550191647432275E-01   -0.205837749402251902E+01   -0.227652445483926336E+01   -0.245585334003570807E+03
    0.593154928010334430E+02    0.173737890522420203E-01   -0.208943139243797216E+01   -0.246029442779152108E+01   -0.245531657358086761E+03
    0.670684695352344278E+02    0.310488494849772562E-01   -0.186115819611518019E+01   -0.235304080168673524E+01   -0.245528738131930993E+03
    0.651754857854307943E+02    0.340811972750950515E-01   -0.190645029976199165E+01   -0.228794371410468678E+01   -0.245517528669321649E+03
    0.634919360843098062E+02    0.371788539213024349E-01   -0.188790882484881251E+01   -0.234642602294148261E+01   -0.245483057155140017E+03
    0.446541396896914051E+02    0.313872010693626927E-01   -0.208086113995999522E+01   -0.249457377270856373E+01   -0.245469937002522755E+03
    0.421392183964945701E+02    0.297243563552698244E-01   -0.214508489162210703E+01   -0.250896587861461562E+01   -0.245271414214938602E+03
    0.514562049804361905E+02    0.197390649167040327E-01   -0.223778862520013222E+01   -0.228688836518537064E+01   -0.245230043147051219E+03
    0.687096087878591959E+02    0.130038492163708930E-01   -0.209261511997335203E+01   -0.232913284903951778E+01   -0.245225361386428574E+03
    0.478863834835409392E+02    0.326486358352717845E-01   -0.205156083274650536E+01   -0.234933104807061133E+01   -0.245217410368855980E+03
    0.495192415572609761E+02    0.340961384193672473E-01   -0.206982953372423761E+01   -0.244810994514565028E+01   -0.245180012466953940E+03
    0.427461052535152248E+02    0.288185018275491263E-01   -0.212239567387714256E+01   -0.227906528336344172E+01   -0.245134550703044823E+03
    0.571295828482263772E+02    0.205671124071238366E-01   -0.222889380848184482E+01   -0.216881592288174074E+01   -0.245082148330594919E+03
    0.626313912220713576E+02    0.210835556793948393E-01   -0.204063950865991295E+01   -0.239411290073039495E+01   -0.245023595974921193E+03
    0.462208688465706246E+02    0.309815533267405567E-01   -0.219718044901818477E+01   -0.256028686208708223E+01   -0.245019658041815859E+03
