    0.283228849668951383E+02    0.212057496542970292E-01   -0.222059175008204690E+01   -0.126667433818066932E+01   -0.169185470703048935E+03
    0.464080461923159291E+02    0.192564637150756321E-01   -0.223612327489539275E+01   -0.121226770084000313E+01   -0.167495459042462159E+03
    0.586712035833483583E+02    0.140107959318408262E-01   -0.267127332170072984E+01   -0.115892991112458521E+01   -0.167035422981954298E+03
    0.268904050582999830E+02    0.192553949676487583E-01   -0.235374290310297685E+01   -0.123609517809385094E+01   -0.166794897637585251E+03
    0.346510011798056254E+02    0.195376841407037677E-01   -0.259947183444827790E+01   -0.116300169505089412E+01   -0.166299660886420099E+03
    0.495606736145165314E+02    0.115280205851393848E-01   -0.287924443794050111E+01   -0.124566318207279725E+01   -0.166212425219854765E+03
    0.729649659746860380E+02    0.848938762624964864E-02   -0.253309813372082360E+01   -0.115424269033078564E+01   -0.166186260367804977E+03
    0.605315709142742477E+02    0.179003125526991484E-01   -0.247414523785871943E+01   -0.114199256489083467E+01   -0.166146278018503494E+03
    0.471793617782527832E+02    0.191280858025727092E-01   -0.273057913809014741E+01   -0.118225226839056030E+01   -0.166119848719518785E+03
    0.504533085518616886E+02    0.110179670522423546E-01   -0.227200496679607955E+01   -0.124153360896199461E+01   -0.166065854245924470E+03
    0.322973687362225235E+02    0.125883264827642855E-01   -0.252793844495539233E+01   -0.138668050007137778E+01   -0.165819768774463597E+03
    0.580960586036292383E+02    0.152156712108154624E-01   -0.255808499747783591E+01   -0.114716584503013364E+01   -0.165810530208828453E+03
    0.507680140914243978E+02    0.149172931622357056E-01   -0.279069298838216451E+01   -0.120433562182433751E+01   -0.165799316771098120E+03
    0.329660601369405626E+02    0.123372957401512943E-01   -0.244386748987651448E+01   -0.138377452220311170E+01   -0.165760813135401577E+03
    0.497575053499132522E+02    0.172788965910054271E-01   -0.221187624103019997E+01   -0.122631165244902340E+01   -0.165744566975574202E+03
    0.346984655971124596E+02    0.153057661077804306E-01   -0.251307172031699366E+01   -0.123578969208343281E+01   -0.165597589591468960E+03
    0.570069309091815200E+02    0.145967132902597892E-01   -0.232817981746957647E+01   -0.136264462945720810E+01   -0.165491039289773084E+03
    0.555928221412244810E+02    0.126245438307718977E-01   -0.278115164533090597E+01   -0.120349658322890951E+01   -0.165374986531714995E+03
    0.555191487749258528E+02    0.162145957671777710E-01   -0.238944853917937916E+01   -0.135529970332190297E+01   -0.165338458147091899E+03
    0.393589264278669901E+02    0.231020718134356540E-01   -0.267458924958185573E+01   -0.122441559960009094E+01   -0.165271864752880987E+03
    0.548274468022102894E+02    0.522779920929616632E-02   -0.228596189844680575E+01   -0.132234598401179193E+01   -0.165105545716398467E+03
    0.598672817043797352E+02    0.133169750757910644E-01   -0.273483294566919444E+01   -0.119192392086962884E+01   -0.165095182132183709E+03
    0.385405875796164850E+02    0.952014537078707708E-02   -0.254789346081996770E+01   -0.143829043801756029E+01   -0.165075543707651718E+03
    0.296322308538638737E+02    0.162239107944317298E-01   -0.257628551683571638E+01   -0.128783729068887554E+01   -0.165048602662582908E+03
    0.714352867960242293E+02    0.110374405558740351E-01   -0.271321692041465701E+01   -0.125206328131016820E+01   -0.164994735549956232E+03
    0.375586985045141262E+02    0.154194249604588558E-01   -0.267184945397169926E+01   -0.123461833902906593E+01   -0.164973100330008151E+03
    0.397420082555627729E+02    0.129004757263007988E-01   -0.237829449409493510E+01   -0.129075806603813747E+01   -0.164897208211458178E+03
    0.387481652622061716E+02    0.198105690763922884E-01   -0.258371419839014127E+01   -0.133547715211821560E+01   -0.164892916905507036E+03
    0.448355944018652082E+02    0.481773876968886235E-02   -0.269591443313460521E+01   -0.142161016366573478E+01   -0.164759691819358210E+03
    0.468057548070423621E+02    0.165516025617936449E-01   -0.279594229012234141E+01   -0.131267262753316905E+01   -0.164741925768400847E+03
    0.511948621805673056E+02    0.218153696974994517E-01   -0.253576121336076721E+01   -0.114725813625222717E+01   -0.164739615650433365E+03
    0.382331370203586616E+02    0.106209764296613818E-01   -0.244625531123926176E+01   -0.132125234240905320E+01   -0.164714065183511110E+03
    0.681134077119641290E+02    0.126155694754940800E-01   -0.258362784331856021E+01   -0.118421452752632650E+01   -0.164657043025745367E+03
    0.352432225342188303E+02    0.160160347777806196E-01   -0.246901825438526590E+01   -0.123735834850306792E+01   -0.164646403876457526E+03
    0.510400685130675313E+02    0.170018719146295856E-01   -0.253326452294389171E+01   -0.112375538978878331E+01   -0.164611709725962129E+03
    0.542514829831282555E+02    0.118527740274774335E-01   -0.218207555873667625E+01   -0.126270826625961496E+01   -0.164593423392459442E+03
    0.649574221346308036E+02    0.167115705962231319E-01   -0.262120383085328390E+01   -0.124502528856221595E+01   -0.164516640656837126E+03
    0.489847166736342459E+02    0.159727193671589628E-01   -0.246980021918059833E+01   -0.138744434077408663E+01   -0.164387373670351991E+03
    0.400668655522722901E+02    0.635579898781834293E-02   -0.253934029864238919E+01   -0.136035639240077022E+01   -0.164378717842660706E+03
    0.685416935644520464E+02    0.155386848367124637E-01   -0.248335229397152224E+01   -0.121413900048890322E+01   -0.164375901467406379E+03
    0.482585053422593688E+02    0.130590793060610978E-01   -0.260407310733971897E+01   -0.142602971730807182E+01   -0.164364634829333596E+03
    0.604038775335238398E+02    0.762315505825987040E-02   -0.274457015657900083E+01   -0.126421509864836579E+01   -0.164356033464418346E+03
    0.334842076081000783E+02    0.187827667228236857E-01   -0.264065122677976039E+01   -0.132077272615360952E+01   -0.164325062097276117E+03
    0.473434957059426083E+02    0.916171753354174875E-02   -0.273663408480361747E+01   -0.137435991124396084E+01   -0.164314336317931662E+03
    0.657101314713673048E+02    0.112317986482607449E-01   -0.241736696257496630E+01   -0.136689224301811763E+01   -0.164308675152028457E+03
    0.692454163890010932E+02    0.141995706719947202E-01   -0.245071764453763041E+01   -0.124072560480183558E+01   -0.164302980351651598E+03
    0.438103782612858268E+02    0.111248280946159885E-01   -0.233835093878341027E+01   -0.132012711122936710E+01   -0.164301738609141779E+03
    0.468104369851971569E+02    0.163572898170041003E-01   -0.278730898792404025E+01   -0.123347266979809400E+01   -0.164298703042441048E+03
    0.538846491307346511E+02    0.165518019800388119E-01   -0.272419592258358323E+01   -0.119091383862898637E+01   -0.164236958486174075E+03
    0.451482604129203082E+02    0.150690331955555257E-01   -0.276070967893655794E+01   -0.123004213816952013E+01   -0.164214579393396860E+03
    0.424417806188875772E+02    0.962353020968595430E-02   -0.250712737681975284E+01   -0.129979574084652327E+01   -0.164193409325946902E+03
    0.384555749303594823E+02    0.226742449297497109E-01   -0.255897069291468693E+01   -0.125959407336652363E+01   -0.164176877319826588E+03
    0.657791896952568322E+02    0.153394278306199453E-01   -0.240157820143841683E+01   -0.122685299558933480E+01   -0.164175272659388298E+03
    0.603314363650978649E+02    0.143166770337517443E-01   -0.264317895957170856E+01   -0.117886319114775118E+01   -0.164155196744635589E+03
    0.375447460828283681E+02    0.153772704466442998E-01   -0.246789723845415576E+01   -0.123824897516237420E+01   -0.164152752378302040E+03
    0.327310878326464092E+02    0.202179383022945761E-01   -0.236168368248266614E+01   -0.121061271168935369E+01   -0.164130634469381476E+03
    0.397185277189276533E+02    0.926455043147907283E-02   -0.249550653709095016E+01   -0.135355597057332244E+01   -0.164119546305282995E+03
    0.625826150548650375E+02    0.172930697281025551E-01   -0.248563288152583128E+01   -0.118047981576163985E+01   -0.164094585363604068E+03
