luminosity_distance KNphi inclination_EM log10_mej_dyn log10_mej_wind KNtimeshift Ebv log_likelihood log_prior
38.54029111399373 22.361811260300527 1.0809032194595702 -2.6681894066351854 -1.378495722369651 0.0 0.0 -140.88861741333 -8.375822846669532
39.91122168697451 46.64537072181702 0.9406609498313324 -2.508030652999878 -1.0701722204685211 0.0 0.0 -140.36667758994983 -8.16680612800252
42.95445325460408 46.77664674644833 1.3786631686611117 -1.64487798677884 -0.7848369191291567 0.0 0.0 -140.30125301057916 -9.19281875002352
38.62397520481212 31.157257111541394 1.4260295676520032 -2.4481992819899814 -0.992260077272912 0.0 0.0 -140.20970912703274 -8.22799289882264
42.22089342766992 59.240553416282886 1.3434660132500251 -2.620269475357732 -1.202086456157685 0.0 0.0 -139.90153945603117 -8.66891190069569
38.13201657418546 42.800131328095205 1.3318854136267972 -2.296136303684258 -1.259876287511746 0.0 0.0 -139.59606538477078 -8.46967879894661
40.3264990986802 31.567745260630403 1.41297075085084 -2.7143037008940083 -1.3048786306101032 0.0 0.0 -138.96028819024215 -7.979872951628528
38.99267040974511 73.91295790672302 0.3725486614181693 -2.442087769508362 -1.3360862731933594 0.0 0.0 -138.63187629733625 -9.105105792611766
39.71755151541439 60.26450431406592 0.48906106336768634 -2.053336414303559 -1.2522198034664587 0.0 0.0 -138.4913317593878 -8.719065829649029
40.444771613316334 43.57787341700352 1.0684130013594868 -2.9258938850061784 -1.2074874896527847 0.0 0.0 -138.31122960519738 -8.11202481013779
40.70514684576447 58.30942201411605 0.6004285600183045 -2.034273481089068 -1.2178565620039723 0.0 0.0 -138.1274520844456 -8.59298082523384
37.040243273178525 39.79487412755148 1.4210024067825964 -2.8254426493236444 -1.3446465744743417 0.0 0.0 -137.84945114543535 -9.189898195039724
43.66020645314251 69.69300989145368 1.0718223444408612 -2.251969656498292 -0.9538737008191243 0.0 0.0 -137.80091515067897 -9.957712458588869
41.301469774762325 30.25856637331791 1.532350327425011 -2.6635931937682678 -1.24715618305225 0.0 0.0 -137.47258554288095 -8.190274974451679
38.09022399301542 43.555868287062744 0.757560973724796 -2.6741461585215474 -1.3526826690947216 0.0 0.0 -137.43551698343543 -8.838163737374135
38.2002152066538 51.23754426862857 1.400135821399095 -2.353052871142415 -1.0171166897411603 0.0 0.0 -137.43229046662523 -8.420485066247672
41.575767430419496 51.11974482224957 0.9786516210702516 -2.3445870209572286 -1.2663778465598414 0.0 0.0 -137.32317104829323 -8.486641900935382
40.14868810429811 62.15882717074051 0.5998059322270932 -2.643650726496141 -1.1761147102766099 0.0 0.0 -137.27740929085812 -8.52738584278211
41.87897679860867 55.73390842675127 0.8563280809806618 -2.280019877559769 -0.9959247968462384 0.0 0.0 -137.22631713404672 -8.727082230094382
40.63168300447402 68.94105171366922 0.9575386036698429 -2.3188451531386707 -1.078826214393362 0.0 0.0 -137.18698149089434 -8.209462867760923
40.531741035042444 50.43055275770353 0.8639021053822392 -2.235432791853762 -1.0778220393999478 0.0 0.0 -137.1812330363482 -8.265955834679257
38.09759747569221 47.9279726518607 1.312599301659828 -2.7781952095470586 -1.217790917392098 0.0 0.0 -137.10321577168625 -8.49273866261954
41.78841846196617 58.25320785482476 0.5911572656095625 -2.5823327962694043 -1.3324790658618686 0.0 0.0 -137.0729691955738 -8.984754159767387
37.19035454288439 41.183956554612365 1.5251703620458095 -2.0339804852699395 -1.089698742541735 0.0 0.0 -137.03189669431842 -9.058453572554189
42.31333802527143 29.101750316715385 0.9693714644564994 -2.5945024868060935 -1.231587503108348 0.0 0.0 -137.0049436317815 -8.89446024770341
39.84806635200339 35.55084910395557 1.3743245112757034 -1.9630336711806688 -0.8353664542047321 0.0 0.0 -136.98306681157882 -7.975102198088963
41.93110456304753 30.948255145568986 1.540087772258325 -1.8115808255066748 -0.8710139869283045 0.0 0.0 -136.97143274950454 -8.474901542788206
42.272298026828814 44.0684130153881 1.4526388879156928 -2.349193246435422 -0.90709966443778 0.0 0.0 -136.96495967442817 -8.68217340294456
43.121620989202945 58.297977881623495 1.318225765093214 -2.527421585093154 -1.0907809340053731 0.0 0.0 -136.9431149328477 -9.34866199829159
40.84251848384984 41.438163949870884 1.3025457339652429 -2.3383033367382624 -0.9297774964899412 0.0 0.0 -136.8777584230928 -8.088222729681796
41.34922549286987 43.1671273567289 1.2816622210339799 -1.9685234657154556 -0.8377889699463319 0.0 0.0 -136.82127492485736 -8.249649413961656
39.69251237342147 51.93797460321964 0.6998054229584527 -2.3167106243709394 -1.3265056048379504 0.0 0.0 -136.7881149680746 -8.405628981066897
38.958169216791575 60.85585342776114 1.2690772570942317 -2.5891527938574734 -1.2091421919671437 0.0 0.0 -136.7728255627478 -8.15059909421765
42.29684175800399 50.46915970392608 0.8857995588849704 -2.585770404862436 -1.301801452433584 0.0 0.0 -136.72998502895652 -8.946513188379733
36.04015346610062 25.98004612275267 1.2274043860099981 -2.6966776947012163 -1.3129541135902127 0.0 0.0 -136.69759927203964 -10.207441753630487
37.77664073196318 20.250763829775433 1.3926518335791802 -2.483045027190717 -1.265740206024514 0.0 0.0 -136.69274353328004 -8.660333010163912
42.86787413213302 62.799671737190266 0.10249148455466511 -2.1809511065003915 -1.2185894530207495 0.0 0.0 -136.68616119163363 -11.383413794849751
39.937576431575785 41.03066782267267 1.1971745209250833 -2.061759433930693 -0.9358859078638351 0.0 0.0 -136.67791864801276 -8.02447406757504
42.90184367763332 51.86297373317682 0.9959169572872596 -2.7449469639967545 -1.2364926243074545 0.0 0.0 -136.65130461238195 -9.306358199279053
42.188696417714915 33.773945441760674 1.3535273691668366 -1.9227671581048633 -0.7979215752615882 0.0 0.0 -136.62992600631398 -8.646764809897142
42.834914762738904 50.80269962319513 0.687035713936322 -2.1942943621064246 -1.2474244918398911 0.0 0.0 -136.6072642934331 -9.532692296064798
39.39949981560995 31.329682251495086 1.1051299767254639 -2.3135891766658006 -1.187101532470804 0.0 0.0 -136.5854041395995 -8.11550328925588
39.64509252177525 28.73450772780132 1.528031170630094 -2.092789744750107 -1.1225538702308564 0.0 0.0 -136.5695674598119 -7.970990715554133
42.26484828956124 55.60576479815614 1.142075159105573 -2.0275841659823888 -0.8913203222247748 0.0 0.0 -136.5671301147455 -8.765307676464285
39.65894461219625 40.24171362856448 1.2063899234712046 -2.179837990634262 -0.9572523248143865 0.0 0.0 -136.52032602502203 -8.03664630383507
39.04615479646275 25.50308642017469 1.4477072651104246 -2.5907344842065667 -1.1483373499015144 0.0 0.0 -136.5006364995701 -8.08739063502469
41.872080059304494 65.42017005985127 0.6033718336946688 -2.5901010749059017 -1.1211786787138196 0.0 0.0 -136.48941872484787 -9.009660231097463
40.17717183484978 47.25135103794651 1.4964288801602457 -2.048065512427242 -1.027982728821217 0.0 0.0 -136.47352708465894 -7.959606582945414
40.67074407806089 70.96550814708493 0.3497439403454357 -2.1246096777885626 -1.0834062865600438 0.0 0.0 -136.4642389534078 -9.086443416111305
38.91191780609808 60.21962285041809 0.905449017663895 -2.7404037714004517 -1.2798010110855103 0.0 0.0 -136.43638715074715 -8.358068275098875
41.305491637686494 56.061122483027205 0.5705178664091243 -2.2900303450780863 -1.2702699589706103 0.0 0.0 -136.42000526057265 -8.807063626364098
38.98813848073662 58.54408079674224 0.976719544688562 -2.1044298664710537 -1.0858651674766024 0.0 0.0 -136.36274999339832 -8.283697558858321
37.724382915186034 51.941569961574984 1.1347210518110453 -2.098606826344119 -1.1135455354097987 0.0 0.0 -136.35330152833433 -8.775545874348861
40.70728538603576 67.72325197666393 0.966715752805354 -2.574720421835 -1.1584854763639685 0.0 0.0 -136.3503797898035 -8.217236305109125
38.11953400162247 53.90021116459414 1.1097646033834039 -2.104125808150175 -1.086045500114738 0.0 0.0 -136.30911323123928 -8.557681401331344
38.789137852987494 40.7872713375444 1.1568625963914116 -2.840169191470102 -1.3028051793281998 0.0 0.0 -136.28108094742683 -8.24590762197625
39.72282812126723 52.987030936811564 0.7267429286905768 -2.259306800145147 -1.2849486176968044 0.0 0.0 -136.27148935954344 -8.372010570389971
39.50430502832977 40.52133119115082 0.8560374944469474 -2.4937812163385957 -1.333474957643661 0.0 0.0 -136.26339987006205 -8.267543136005774
37.12076770744238 49.22466745573501 0.9796782373517524 -2.7654660494388805 -1.3550910287901932 0.0 0.0 -136.25457011097305 -9.298770269963068
38.82236021212723 43.80321854526254 1.4168701259311856 -1.9487777590597382 -0.8968378393644101 0.0 0.0 -136.23936511261465 -8.158459204952607
38.37820626387504 62.016215847438865 0.5876058177177806 -2.2007756007534125 -1.2748705784109156 0.0 0.0 -136.231786695061 -8.910528825258101
39.922299113548405 29.532660500020064 1.3167659660218105 -2.1770897501009974 -0.9786070338743804 0.0 0.0 -136.21980827742698 -7.985908927225039
38.52119214356852 55.089529888516196 0.8206196460226983 -2.734431360086773 -1.3271529200145165 0.0 0.0 -136.14468485772653 -8.571114166734638
42.13439435987029 26.418497575769305 1.4804576495098687 -1.9949496325677754 -0.8510679947016055 0.0 0.0 -136.10630635381156 -8.59420073596675
37.813620554443425 50.67802370491031 1.2846587953671111 -2.197264924398211 -1.0216196121190566 0.0 0.0 -136.09845616848003 -8.663063409448345
41.601353845489854 67.9283891337978 0.7292027399804379 -2.366612062604604 -1.2258462478416319 0.0 0.0 -136.07896217150088 -8.717436608702892
