2017-08-18T00:00:00.000 2massh 18.205000 0.150000
2017-08-18T18:11:31.200 2massh 17.585000 0.040000
2017-08-18T23:15:21.600 2massh 17.585000 0.080000
2017-08-19T18:15:50.400 2massh 17.465000 0.040000
2017-08-19T23:15:21.600 2massh 17.585000 0.080000
2017-08-20T18:37:26.400 2massh 17.515000 0.040000
2017-08-20T23:22:33.600 2massh 17.665000 0.070000
2017-08-21T17:02:24.000 2massh 17.715000 0.040000
2017-08-21T23:22:33.600 2massh 17.965000 0.100000
2017-08-25T00:00:00.000 2massh 18.685000 0.060000
2017-08-26T00:00:00.000 2massh 19.205000 0.260000
2017-08-27T00:00:00.000 2massh 19.605000 0.140000
2017-08-18T00:00:00.000 2massj 17.793000 0.030000
2017-08-18T18:11:31.200 2massj 17.423000 0.030000
2017-08-18T23:15:21.600 2massj 17.493000 0.070000
2017-08-19T18:15:50.400 2massj 17.603000 0.040000
2017-08-19T23:15:21.600 2massj 17.643000 0.090000
2017-08-20T18:37:26.400 2massj 17.693000 0.050000
2017-08-20T23:22:33.600 2massj 17.863000 0.070000
2017-08-21T17:02:24.000 2massj 18.043000 0.120000
2017-08-21T23:22:33.600 2massj 18.083000 0.070000
2017-08-23T23:45:36.000 2massj 18.653000 0.040000
2017-08-25T00:00:00.000 2massj 19.173000 0.280000
2017-08-26T00:00:00.000 2massj 19.553000 0.110000
2017-08-27T00:00:00.000 2massj 20.143000 0.100000
2017-08-18T00:00:00.000 2massks 18.583000 0.110000
2017-08-18T18:11:31.200 2massks 17.873000 0.050000
2017-08-18T23:15:21.600 2massks 17.833000 0.120000
2017-08-19T18:15:50.400 2massks 17.573000 0.040000
2017-08-19T23:15:21.600 2massks 17.693000 0.090000
2017-08-20T18:37:26.400 2massks 17.513000 0.050000
2017-08-20T23:22:33.600 2massks 17.653000 0.080000
2017-08-21T17:02:24.000 2massks 17.533000 0.070000
2017-08-21T23:22:33.600 2massks 17.633000 0.080000
2017-08-23T23:45:36.000 2massks 17.803000 0.030000
2017-08-25T00:00:00.000 2massks 18.233000 0.390000
2017-08-26T00:00:00.000 2massks 18.393000 0.150000
2017-08-27T00:00:00.000 2massks 18.463000 0.200000
2017-08-18T00:00:00.000 ps1::g 17.019000 0.020000
2017-08-18T10:04:48.000 ps1::g 17.069000 0.080000
2017-08-18T18:11:31.200 ps1::g 17.659000 0.120000
2017-08-18T23:15:21.600 ps1::g 18.099000 0.040000
