    0.540011293071424348E+02    0.762642451354049400E+00   -0.190012899553148151E+01   -0.136469819644393930E+01   -0.117767348491783238E+03
    0.325678872695176977E+02    0.151637116902548241E+01   -0.263136794504470117E+01   -0.133630432528220533E+01   -0.117756117265425274E+03
    0.655895506043796104E+02    0.766809587724411656E+00   -0.238004129443896817E+01   -0.133194983725683680E+01   -0.117524452798120052E+03
    0.489801822775380060E+02    0.149261062098956976E+01   -0.190213338496980988E+01   -0.764135475856104751E+00   -0.117501460770545009E+03
    0.672837884305615717E+02    0.148806244744998284E+01   -0.265893156481090331E+01   -0.123185882584154793E+01   -0.117406043904068852E+03
    0.179959487163209353E+02    0.147640329502874534E+01   -0.244904743710126516E+01   -0.115851760544193727E+01   -0.117206477560779419E+03
    0.595012424604258783E+02    0.741579678518530461E+00   -0.264532492003258080E+01   -0.140211589641018453E+01   -0.116745925044459554E+03
    0.339826783749109964E+02    0.136914036459383581E+01   -0.271166701402654686E+01   -0.110695742836160083E+01   -0.116713545409398108E+03
    0.697291648877711339E+02    0.148667837415879567E+01   -0.253758477097236312E+01   -0.115297223687118144E+01   -0.116379402456781776E+03
    0.555051990691486665E+02    0.134359160541665679E+01   -0.275152297878387486E+01   -0.125025234109630490E+01   -0.116247163049458720E+03
    0.674285087883563961E+02    0.127343919494810143E+01   -0.238685402239801903E+01   -0.108321254912529596E+01   -0.116144157032185944E+03
    0.604967674523390428E+02    0.132612133896425943E+01   -0.240695803285853582E+01   -0.120791564303857113E+01   -0.115970292280603246E+03
    0.325301575832476502E+02    0.148062304472836170E+01   -0.225494586768066352E+01   -0.122417993619311671E+01   -0.115668061530186336E+03
    0.606406595062947815E+02    0.135543849424535212E+01   -0.227542986015946269E+01   -0.102009609550239699E+01   -0.115602532615637159E+03
    0.482291054219132818E+02    0.150972705052241341E+01   -0.194423442480272279E+01   -0.821867787660194971E+00   -0.115466753492395526E+03
    0.551769816094162096E+02    0.873560633702212375E+00   -0.197711626922059902E+01   -0.115747737301833542E+01   -0.115176502079942551E+03
    0.197385262779898625E+02    0.136972674950683326E+01   -0.241507655905000496E+01   -0.120047896438498181E+01   -0.115171466626199901E+03
    0.190298098260300037E+02    0.146010966258445540E+01   -0.230881216492644326E+01   -0.113092194059470597E+01   -0.115076663484919806E+03
    0.522204669770679999E+02    0.739121239346543946E+00   -0.219729453397126129E+01   -0.120820719576422375E+01   -0.115029531097807748E+03
