luminosity_distance log10_mej_dyn log10_mej_wind inclination_EM log10_E0 thetaCore thetaWing log10_n0 p log10_epsilon_e log10_epsilon_B timeshift Ebv log_likelihood log_prior
789.9281777688635 -1.4362571260076655 -2.6371363821167515 0.13375381973998826 51.61839583968017 0.3092233130321028 0.7754858093591548 -4.183773088988203 2.755467241366361 -0.4287741439434605 -1.8100346347400116 0.0 0.0 -51.59048954592794 -17.371347853405762
899.3768999272959 -1.0397249528620052 -1.8355158447964688 0.505726494001758 54.207845393280934 0.2823158861654269 0.5708071162739663 -3.5225900165178374 2.8258404037022373 -0.0385567708806267 -5.5492399023193535 0.0 0.0 -51.42595806838342 -16.08136530839669
774.9759198245298 -2.435545076109449 -0.6998552211766476 0.5015938643996203 52.626156076575896 0.23511957632798994 0.5326483832103568 -3.1633504495104585 2.3749257522752316 -0.6358142994620826 -1.8659682411745333 0.0 0.0 -51.28881692687219 -16.08886471047074
669.6633509666626 -1.2650412954261971 -2.5878045782699237 0.1807980113307122 52.052045749459054 0.1820020821958967 0.25868734454129594 -3.604572997545504 2.621088531583478 -0.6569519080255253 -2.2585148947335254 0.0 0.0 -51.2272557925288 -17.072438823414124
933.7483427244136 -1.4971975048570605 -2.98658775178726 0.43333994816164406 54.47342114416863 0.29987533951921996 0.5649673331555864 -3.8968793627495555 2.227440790999269 -0.4212320108248555 -5.671967544428717 0.0 0.0 -51.1898945015979 -16.224338341589533
845.9116993582709 -1.391270155156248 -2.511572702865298 0.4360384796556258 52.3145788132266 0.25506478154142165 0.6589470324879184 -3.890307373528097 2.424639860657154 -1.086447621388583 -0.999664910609205 0.0 0.0 -51.153692039663 -16.218526389118654
264.30826365929147 -1.7029577682244599 -2.367597354120803 0.42946849308005103 50.67338581767001 0.24753609559054873 0.5907128657771207 -3.706949779824402 2.3421979250265395 -0.05176746117941722 -1.3931508010030242 0.0 0.0 -51.12288715203615 -16.232748726721926
532.0240654837578 -2.684237545408181 -2.2171507108283626 0.24496875434211265 51.37149995534622 0.2652382410097664 0.3917974281720335 -2.5278846753300312 2.291024955170982 -0.6895465699225802 -2.037090939756954 0.0 0.0 -51.09195117262533 -16.77325636577508
947.4390863940095 -2.2228800929127983 -2.8859614534558826 0.5259940172487906 52.54928339078136 0.2670055317176787 0.78354960361658 -3.7472841906713894 2.349577177374708 -0.610565186498679 -1.4926674393655794 0.0 0.0 -51.08436863004283 -16.045620000837065
781.2134771383414 -1.9216218104585776 -1.0782794718303583 0.28409864059082385 52.45860227684486 0.25158058737593003 0.6329557231625578 -1.7478957791242196 2.2308239921252646 -0.005334462743663337 -4.678897564563533 0.0 0.0 -51.0376632006509 -16.628532217027793
420.04115867925873 -2.701775750680876 -1.8135339810646378 0.16841080061665467 49.86582731130165 0.24789716688083108 0.58124824154539 -1.157733576147122 2.313036624457838 -0.05654134821666723 -1.5588805041601894 0.0 0.0 -50.95963122220593 -17.142690610319093
260.6726521589056 -2.4544304929434437 -2.772144609459384 0.5585727722117944 50.726101765454004 0.2513032402540588 0.7187008375703915 -2.1341608051549494 2.2286144710814226 -0.10493581511862704 -1.4644856319420505 0.0 0.0 -50.95711533167619 -15.991532800470289
799.6953157223172 -2.540262670092843 -0.8533016095600576 0.6097561179241312 52.80084857497907 0.29605736245021047 0.6508766479872455 -1.3978254515504207 2.3060612580368205 -0.40402485861176096 -3.80132120476752 0.0 0.0 -50.947592958749325 -15.914059988062647
411.8873209787535 -1.0172944118603697 -2.349354864503926 0.5342663067012088 52.206012666308546 0.2673031644201579 0.6696030728508725 -3.031072361407863 2.2766960591399767 -0.026233933087777217 -3.1852370274846713 0.0 0.0 -50.6687483319385 -16.031505363947517
990.2799278062846 -1.3969728476278804 -1.4554835382757991 0.6201059764300495 53.84313826945534 0.2290282967386935 0.7085821264231241 -2.008128007088868 2.381533051818921 -0.31131786337981904 -4.0135530573051446 0.0 0.0 -50.56937611565348 -15.899405635799916
865.4746052089881 -2.4623446955455948 -1.6140089815975531 0.3135303973962019 52.3191376315723 0.2395888797131332 0.5295561219481661 -2.649241226402031 2.486818915594251 -0.22793495934405072 -3.638056885843099 0.0 0.0 -50.35749464007712 -16.532906593378456
829.8842391181647 -2.090866929724129 -2.4074005886267336 0.5148882971607516 52.24702063188706 0.25661292913079403 0.760475455405642 -2.0269989292069712 2.2558179663794578 -0.46832240218463017 -2.540242371678141 0.0 0.0 -50.34436523503888 -16.064997520110715
996.4180834566081 -1.4883818402924056 -1.4085617082139816 0.5897997961107607 52.67769833164235 0.2259662268768832 0.6627706198939551 -2.2618009739242506 2.1560652321222284 -0.13835973671581137 -2.340063951109781 0.0 0.0 -50.33643941169035 -15.943247006277833
308.0547327845218 -2.2430353865434394 -2.2140137816895753 0.30246903385394003 50.97252096006246 0.25535442120064644 0.33260114124434087 -4.549261168754895 2.314868351137597 -0.5703249315958789 -0.4456669353752307 0.0 0.0 -50.31607826176882 -16.567681123137557
975.6915407057205 -1.3304564137491588 -1.279666760351624 0.6030265715814644 54.89202289887091 0.24024478974137448 0.6218668836802693 -4.819507032743594 2.6412694519052966 -0.6132383346909362 -3.716598455728265 0.0 0.0 -50.312459683468326 -15.923762992370708
598.2580898611956 -1.8693171459072289 -2.322777611774039 0.28708659436761924 51.36713912993239 0.24765933622448788 0.3511755054265931 -0.8877250708160318 2.2080193394476515 -0.01562518744848518 -3.8629664237199783 0.0 0.0 -50.30452033868275 -16.618355832813464
633.5227342797663 -1.3669379127420267 -1.8869463549010446 0.42380712660344144 51.49236870980654 0.29636946637248557 0.4378979061239543 -4.556193920586531 2.4935216728264633 -0.2281674858135565 -1.3588721422301724 0.0 0.0 -50.26679441197125 -16.245203586149586
709.0981853096312 -2.2314616066061537 -2.915628143492843 0.5191998457575716 52.3114372341451 0.2730017987516802 0.7249279119852637 -4.3037362733440565 2.7898916773091837 -0.36517831909325515 -1.5357486309446067 0.0 0.0 -50.26467272067812 -16.057415307320976
741.5787620949504 -1.242464249988227 -2.4974552321448327 0.5479788632170992 51.91610940840124 0.3053417760019561 0.772371160561676 -2.0275584319446907 2.2970346909262775 -0.4751897655552293 -2.4468632315392105 0.0 0.0 -50.24989089802065 -16.008686134656678
902.6432458298989 -2.465363646966856 -2.582016258309825 0.35156254950663324 52.81815167178398 0.1715177551659005 0.6098443073609399 -4.4294780013055 2.3309489799053495 -1.0626051651962443 -0.9358350014405659 0.0 0.0 -50.240927342364635 -16.42266260117506
620.1093259244285 -1.7879147012855467 -2.575556113300916 0.4344687995599982 54.74306007592208 0.24536672514470856 0.7213470185586033 -4.4965755499954465 2.516048460970386 -0.2732707926361835 -5.8108951491456855 0.0 0.0 -50.23164654201431 -16.22190208474749
800.8290789735738 -1.2065390179490656 -2.4403410928628246 0.35148165418950167 51.85149393792335 0.1827854886239319 0.4574569109484194 -1.9952269549597776 2.586198299890385 -0.26754246728433273 -2.4792689750877885 0.0 0.0 -50.19502564317627 -16.422883172009346
566.9135403576595 -1.2145287454164526 -2.5003870016287175 0.6483856026634212 51.98676538694323 0.3119243441997564 0.6773776198634626 -2.567724713122534 2.13626190044143 -0.006733138179723319 -2.4363259320134993 0.0 0.0 -50.18756387235213 -15.86095601650472
724.8611230438223 -2.0913780292694133 -2.5983797544738607 0.3134721227832567 52.48693530231526 0.3080017445001814 0.5504498778163509 -3.2275749715874134 2.5663094529288384 -0.17793008517789843 -4.022396486232777 0.0 0.0 -50.13820497334933 -16.533086346564875
452.4848764122869 -2.7202668138838093 -2.603953194269569 0.49818474184953704 51.504716156490105 0.24999133568354123 0.4856167831244558 -4.665859216144773 2.6665651682214633 -0.17128661996220096 -0.6448073341865097 0.0 0.0 -50.13405763734729 -16.095106735944082
486.25412808551584 -2.095866847407358 -2.6009689843373236 0.315060976149418 51.204652789928424 0.23223200249968629 0.5874528389751069 -1.1049712147104405 2.248450528128322 -0.19532753992502805 -3.136804608174937 0.0 0.0 -50.1120565865279 -16.528198132432667
824.5234624225893 -1.5049947533911896 -2.9034558181679504 0.3582998079257134 52.82465189173595 0.22133144811803718 0.7196725839462097 -3.6291592516659232 2.5571913731149825 -0.20277831969413285 -3.1912164449876332 0.0 0.0 -50.1054841619117 -16.4044840225152
616.0219927404424 -2.6210431703480794 -1.614094587019323 0.4037370282693919 52.03615244252055 0.24869757546525492 0.6372382077222976 -4.129859994315015 2.760474798126718 -0.14183341440481811 -2.0165819105039473 0.0 0.0 -50.09116334883615 -16.290918014207197
804.2625571417867 -2.809660058158833 -2.1590114376786067 0.16114576745025186 51.56428835410015 0.11799607779444261 0.33877735120655894 -1.6510638552220582 2.6767889438451538 -0.4667717917611123 -2.189690870744335 0.0 0.0 -50.074576463838476 -17.186387739052467
902.753039209377 -1.9288533425946564 -2.8559332954960075 0.27143248278627585 53.203307431082244 0.24836072654854993 0.5980456645438922 -3.048298438067623 2.8059775170918604 -0.06638946102763388 -4.8897157736452534 0.0 0.0 -50.02799863118931 -16.67296147386751
607.5953517840297 -1.7804483690105288 -2.7303325181507656 0.41547723202099657 51.411793418516694 0.2911939678969259 0.5692940660942757 -2.7744046839688683 2.2279369116206134 -0.6010787765645924 -1.5545226282838165 0.0 0.0 -49.995243816082194 -16.26387512560562
523.2164387298865 -2.1571418044088535 -2.7367770743708117 0.33275701342642555 51.91034518607208 0.18822417635880623 0.5312931590591757 -3.112917601864191 2.3050440959868728 -0.14711650550360567 -2.8478367448957718 0.0 0.0 -49.99060581914199 -16.47547593774035
517.5721154571935 -2.4348306855591244 -2.236897297115103 0.4231891649021608 51.56826554935531 0.24593841080025536 0.6834094771247883 -3.1265344440421248 2.587075202584325 -0.3808813346214279 -1.883796636620879 0.0 0.0 -49.979879117015734 -16.246574473968124
331.37787014854644 -2.0638770619852895 -2.1521798201551015 0.6523008443300243 51.85097096929905 0.23456467435899284 0.752300161047525 -2.8856220984838075 2.343362856763977 -0.22694402459177176 -1.4766960356616323 0.0 0.0 -49.91976943000003 -15.855809417363414
577.2968586008117 -2.538066918498399 -0.9680347620863476 0.13170245568978547 53.33191990961052 0.20717712005059705 0.2244247440249268 -4.166509629950712 2.3338796981358616 -0.10704620583187907 -5.071546391443289 0.0 0.0 -49.8621176576032 -17.38671267822808
917.3211993735255 -1.0242218179239102 -0.9183152073898935 0.30277590065517185 53.2986214012681 0.23790891235657133 0.3172500895504421 -1.9980948465803254 2.401948637960603 -0.10971669976873599 -5.281072028669234 0.0 0.0 -49.81907847116507 -16.566698243456702
840.2671000944557 -2.395491243025977 -1.9004430394592042 0.4301704776543808 51.79188068797642 0.26157940201600693 0.6186184510946372 -4.52523208608859 2.4983359884364114 -0.24838747447650888 -0.8800702737596904 0.0 0.0 -49.80958599243882 -16.231217354946164
417.87784863679633 -2.968687754987701 -2.35700212856362 0.607781054388833 51.39007125906514 0.2882658617411917 0.7798633911913079 -2.6517339207616457 2.5710460565181994 -0.24465818757972446 -1.4617266386710739 0.0 0.0 -49.80597891745334 -15.91689329882708
935.9085626694115 -2.647843501100589 -1.4712114960360618 0.5337245297404059 52.69978414958079 0.21464138624508083 0.6379912380444693 -3.286183965958412 2.276551619167149 -0.7195465691687488 -1.3467099639212705 0.0 0.0 -49.779050518795835 -16.032421616371504
534.8448374580947 -1.1890830058752948 -2.0287821722398998 0.72670846224211 53.02991279728992 0.25860888533778154 0.7275130156580609 -3.1782815558116786 2.418293354780524 -0.1442533694996504 -2.4729675373166877 0.0 0.0 -49.75745304951235 -15.765461005500875
674.3172540741098 -2.2145597359555427 -2.6348392440700454 0.4576485149711484 53.38585861937172 0.24333290486647213 0.5790563115678897 -2.8010939206650782 2.565979652724444 -0.23087234965742098 -4.474901037942793 0.0 0.0 -49.73134515188054 -16.17341790163566
758.8506050666937 -2.0292087720970904 -2.2117534724797068 0.46423452079314764 51.98095255055953 0.29269733778538154 0.6737322074988413 -3.48997625411148 2.8050830462679905 -0.06423638171534041 -2.271350201460889 0.0 0.0 -49.69845055282285 -16.160156050896113
858.6475200534117 -2.2117113011231115 -2.338417500791767 0.29435280462325564 52.33814754426584 0.20624152293582748 0.4806510396824703 -2.0672423936848046 2.53418261384593 -0.21125170337618204 -3.8422045471245347 0.0 0.0 -49.67925247945672 -16.594068805827845
760.2989998156642 -2.7523201326798734 -2.895967907474785 0.17973638323609958 52.17800490240676 0.256043106690675 0.41606119104189443 -3.1379546532928693 2.4559650630874255 -0.5666221810988024 -2.763466939480976 0.0 0.0 -49.67797524123215 -17.07826410133374
370.9011084763005 -2.3592363393665527 -1.0113355521650682 0.6876710002954838 53.1001227229781 0.2745436564236704 0.6964331519998029 -4.295118387248291 2.327636498530695 -0.30573192666471005 -2.6210129081153077 0.0 0.0 -49.669793717094045 -15.811151090335311
668.7390474098545 -2.790658152800348 -2.6724111654807343 0.35375955371185885 51.44928504739182 0.17854849371173742 0.6287815526707102 -2.6631628157599865 2.2413906689744976 -0.36305328721970653 -1.027354590396783 0.0 0.0 -49.62971416603046 -16.41669322428332
410.27220351252447 -1.373643854069453 -2.690865507655443 0.6379967760788966 51.434891587572984 0.2612129276534496 0.6753528879752105 -3.3782338994039476 2.397326712765115 -0.17568474912331045 -1.136299315374865 0.0 0.0 -49.575091603278715 -15.874817079176445
628.1179073874847 -2.1649063965725484 -2.5090178612277554 0.4504497110970506 51.088911410903094 0.28123904767068997 0.7444161243775431 -2.138619870874991 2.1455354807471156 -0.10328747712801967 -1.4906213744762002 0.0 0.0 -49.495745017931625 -16.188168102139716
353.2953509382968 -2.7374238900856964 -1.2802657246129199 0.16389037865487097 50.9079750967561 0.2157713913204607 0.6855868101075975 -0.22763612513038378 2.272337416653404 -0.0284303219485329 -4.067866762355879 0.0 0.0 -49.48592570881833 -17.169648246272477
820.9921263017083 -2.32113284040232 -2.357255156048854 0.3587070808742031 52.2745142651346 0.18076207800688285 0.4716352074539168 -3.3133637975672245 2.5130711493619557 -0.6665350226096782 -1.623130239990866 0.0 0.0 -49.46621965120325 -16.40339707780406
980.0755670317285 -1.3444005269890247 -2.7991935285987815 0.46206791378774137 54.983800303783326 0.2552314707688844 0.6121239164114743 -4.4464130107767765 2.2419111464958545 -0.1961687575763369 -5.996810364868487 0.0 0.0 -49.4357091173301 -16.164494656182896
759.1641017914395 -1.4198391600821942 -2.0495722844722204 0.3440306044583573 54.356082580966266 0.24353623514678274 0.608243913026547 -4.608236669340606 2.6404610465377742 -0.23191261775423833 -5.638706103967003 0.0 0.0 -49.41448772991405 -16.443439307500896
514.7260495216661 -2.7240372746665478 -2.825565154764255 0.4803940122346964 52.36580017719137 0.28413068257924545 0.6748266871768805 -2.6378023411283897 2.3801463323092253 -0.10555957213433231 -3.656995782050477 0.0 0.0 -49.39309687041698 -16.128522072000102
963.2507096641274 -2.489010691479066 -2.1385500028142643 0.36416797466958173 52.0933536870453 0.24858345321451358 0.7463707439318616 -4.590226019602236 2.753090026906753 -0.4477924115856169 -1.434574852954908 0.0 0.0 -49.38990392219267 -16.38895169897237
785.0262099712218 -1.541068831708919 -2.239263191372541 0.22360769911269493 50.83240709306942 0.2901889226580763 0.652283544202513 -4.341988948969995 2.727542531554332 -0.1479643044705803 -0.41600761436802713 0.0 0.0 -49.38146127553762 -16.8628194974306
633.0855323981464 -2.4553344172514846 -1.46629062325966 0.2866896263288834 52.69293429028089 0.19476749870337307 0.6446447280475819 -1.6173627989970911 2.5266830732836953 -0.06069835450827643 -4.965465908825646 0.0 0.0 -49.37716212276189 -16.619701364636278
938.781387136972 -2.3286397206466267 -0.8280974468807902 0.49196192479705886 53.42600402757039 0.2956140361410067 0.5452944865015477 -3.40915735402701 2.6340517791755667 -0.3447946935308126 -3.9303272972205994 0.0 0.0 -49.35554068283879 -16.106632288045066
817.0495066216444 -1.5189010363578235 -1.8391333497450302 0.6681581543447289 52.51053621390107 0.25874764927183846 0.7329721515203026 -3.5358958798021014 2.3419420213363513 -0.08127812884421193 -1.5605712912084684 0.0 0.0 -49.35408137918781 -15.835386042248675
234.5562562392433 -2.20100345605638 -2.3254888334205512 0.48442604682071627 50.88322978191616 0.2771305587972748 0.6003708628884472 -4.757071384096741 2.586526928439875 -0.3984109799641491 -0.5016290727643273 0.0 0.0 -49.35294483420812 -16.120822568693566
570.7413766743113 -2.5834834422200026 -2.5777527442939068 0.2845401000866593 51.592336351030276 0.16961434484669866 0.5817194978811067 -3.5041866133747677 2.6530104848292906 -0.21142435968579942 -1.959522234639973 0.0 0.0 -49.285492592231904 -16.627021593657457
992.133292229801 -2.9550259616775065 -1.3499684576696567 0.39125453974304936 53.19523308752325 0.28748473258380675 0.5046489737090787 -3.7035101006903064 2.599926030705393 -0.33016453986131644 -3.66655107728179 0.0 0.0 -49.278376866866736 -16.320651810538298
984.7281961843908 -1.6931066846857128 -1.3463201264066997 0.6704957011254565 54.225201602177535 0.2517765912825339 0.7008443289027667 -3.6464291081725575 2.4489162991939137 -0.625879761663998 -3.2720454233088745 0.0 0.0 -49.20731040637287 -15.832431454242709
442.44882829045696 -2.8178748340910946 -2.0838557082596996 0.5294575325609442 51.20272284499866 0.2944691730304161 0.5568691707716297 -3.1017193444271856 2.641609450307293 -0.22687853533595348 -1.1423395957428824 0.0 0.0 -49.200506522098586 -16.039677763138492
538.1414974662596 -1.5288837855636521 -0.864590244225437 0.5052493412817055 52.1903601040014 0.27475041757454965 0.6454171452755942 -4.533334399534067 2.511502644429921 -0.31582406458305634 -1.9547330929976425 0.0 0.0 -49.15843410438103 -16.082227451261595
657.7055207735553 -2.9285150035302343 -2.419418199775205 0.38756569074872 52.74074448427519 0.21061651102932075 0.577988672625447 -4.796975721372366 2.34283493091287 -0.761616908288155 -1.8466850337465388 0.0 0.0 -49.11947528139146 -16.329641059818762
746.3189856991728 -1.585345304125012 -1.8175632122030703 0.21004591831814304 50.81324266652999 0.29323566530550343 0.714558491425916 -1.515865704977351 2.326607708138824 -0.33207013562611376 -2.209861456437718 0.0 0.0 -49.11856697902835 -16.924403230262225
348.748341132447 -1.790695643225275 -2.021180926642963 0.5763543298388879 50.663987930296706 0.27246378402837507 0.6253034958317585 -4.16307908985287 2.6957467353678477 -0.11743220415534239 -0.1658891459417049 0.0 0.0 -49.10690246926759 -15.963633057728629
627.4943898802992 -1.2022120304337005 -1.7777529974516424 0.5896998768928933 53.48984374164782 0.2236300235442865 0.6259945817252304 -3.7235915868386504 2.550751359300508 -0.4249321174278009 -2.8292294860417533 0.0 0.0 -49.065218610395945 -15.943396319195635
770.0510712328917 -2.534239772450474 -2.4950949306576966 0.3367561704663655 51.90797894140212 0.18631713558077395 0.35172733611671386 -2.05041789068743 2.4279184659927533 -0.5439448092087442 -1.9763062497478465 0.0 0.0 -49.064387531187315 -16.463978951249622
965.4211205726224 -2.6749207967140793 -2.5311375249511237 0.5586030993032522 53.94361687856508 0.2697860440322671 0.673692739821032 -2.4369472329958572 2.372102343889688 -0.2658988733778038 -5.170466886609505 0.0 0.0 -49.020516414744584 -15.991484275895331
942.533592310391 -2.228523964842381 -1.127590677625638 0.2504619851812888 52.49573228646787 0.21348100022139238 0.46560202280250684 -2.7655303487578085 2.325450619609476 -0.13186556940028993 -4.041970165049886 0.0 0.0 -49.01515024889426 -16.75153533424672
370.6109288297096 -1.4593705625598765 -2.2153171724086302 0.4807957846457225 51.84282475939097 0.20209452592038069 0.6523303583375419 -4.7492727411386575 2.3922404645404955 -0.4830608491389379 -0.42695597109833194 0.0 0.0 -48.99996672530136 -16.12775145884254
799.8927885165725 -2.14761147558069 -2.543304729673765 0.4151709949734504 54.17611401932838 0.21885282584293614 0.5792947732344504 -4.793336974953027 2.3989001754184516 -0.22717250153670676 -4.389994136054998 0.0 0.0 -48.978870219931096 -16.264569578809308
978.3771749119564 -1.978695930496946 -2.438475191791767 0.3234116993409954 53.338902010836186 0.2601492553136477 0.4727184956400485 -4.532965587493865 2.241935655544625 -0.16887422606361469 -3.780589242717185 0.0 0.0 -48.97402194719979 -16.502932920789235
486.9877323789323 -1.5937643257435288 -2.0956412285462136 0.25727004783277313 51.685852277719924 0.3038317843270222 0.6367609755188626 -2.966196917608382 2.41002652785159 -0.37707792411592944 -2.842767445065741 0.0 0.0 -48.96653361161062 -16.725294787435164
826.1212652888844 -1.5197103897583613 -2.7244398685982736 0.2375523990572056 51.75545350987467 0.259180170934787 0.7299313504850146 -4.391031905808675 2.3632896987227787 -0.5785727463931085 -1.086759383878892 0.0 0.0 -48.95896015566483 -16.80340005556741
491.5184020811951 -2.389075714456027 -1.8677978380034181 0.2749544309904121 50.866476227023284 0.22337487475202142 0.500815242693909 -3.694762379241919 2.4804360377800245 -0.3128558370345509 -0.837879735120687 0.0 0.0 -48.958419949926984 -16.660391853390134
633.2741330666689 -2.5377175530164644 -1.718940422558836 0.41242479400302673 51.38170565680122 0.22807126638362635 0.4305585652889355 -3.585291572962742 2.156882299113275 -0.44791182263935614 -0.5349515019278961 0.0 0.0 -48.95459206671101 -16.27082299216425
765.5377191479462 -2.035987721437341 -2.161887814076374 0.4446488367172309 51.212395124337355 0.31228999006039515 0.5325184447000398 -3.4619540442106995 2.681447636532593 -0.2428497489369814 -1.0108702202127802 0.0 0.0 -48.95234924783677 -16.200252530473385
497.03025630950094 -1.430763949376159 -2.870031337305316 0.5050070095469851 51.800193299370804 0.2929996390050149 0.548986412568363 -2.9531850185263235 2.43051395112404 -0.6940085784919212 -1.7655915274430214 0.0 0.0 -48.94840055769443 -16.082665680088002
599.5129420619616 -2.663932235035037 -2.100823920004177 0.6500107607629138 51.7815575802029 0.25578186203357495 0.714020126170021 -2.4058189376560124 2.367571412104361 -0.25152737090281896 -1.5665948365059634 0.0 0.0 -48.93664004622754 -15.858814662592252
866.2895992522448 -1.6629814309899094 -2.3978705948566903 0.346608100750042 53.0125935581701 0.15765483474355677 0.35412839208867364 -4.1222436361036685 2.2606543949215414 -0.11285041729701284 -2.815081306485638 0.0 0.0 -48.91306654280639 -16.436274250475165
570.6194335533593 -2.6256577023726124 -1.959659981550839 0.6524908360650548 54.02882693424285 0.21796704560826283 0.7065022456904605 -3.4234411404874505 2.24994551333636 -0.19467686386198224 -3.662699550915807 0.0 0.0 -48.90930332678632 -15.855560734386827
863.5040139918731 -2.497221567545068 -0.6471725281801826 0.4424361587287311 53.35846070226775 0.21601304453094353 0.7722855769435797 -4.353190440391374 2.8605483766873725 -0.04573923241796862 -3.5554094002546286 0.0 0.0 -48.89463442498945 -16.204909678687127
764.4816577035283 -2.633532835916993 -1.5865823715940213 0.1474225247707833 51.51602877426427 0.25653522661307065 0.6682021151249853 -4.743868730848262 2.5104339571877317 -0.3462358207902403 -1.0891638304860969 0.0 0.0 -48.87807246987978 -17.27468741597237
760.694390058229 -2.4363786036602675 -2.9061066368879134 0.4287309892013894 51.52502600055127 0.3050376912809836 0.7766563994980696 -3.231262663997896 2.6697192114688644 -0.5353515483250133 -1.108602932233083 0.0 0.0 -48.86377661409982 -16.234360645228165
595.1918063006117 -1.2904139068671765 -2.29540552245603 0.2683549995076253 52.38148168337063 0.2601771339092158 0.6551224559965133 -3.118920124190015 2.5149352356211483 -0.058407256305934574 -3.930156353119923 0.0 0.0 -48.858884705399845 -16.684085952695717
816.5859457758851 -1.1979871288729829 -2.2621247362646413 0.24793148988618172 51.518625021439085 0.20337029729219713 0.5911868499012304 -2.2953888991221443 2.294675674851793 -0.46959049936739206 -2.1482843815620534 0.0 0.0 -48.85824680645341 -16.761478957489523
966.3084367073383 -2.1465080960244416 -2.2461735815056363 0.2743519603463968 51.90583723468053 0.25973994225275254 0.5074566475458251 -1.9106250919688539 2.5741058123057186 -0.2639255894273793 -2.9998468714264828 0.0 0.0 -48.85681080811341 -16.66252998671675
612.9057304298022 -1.7015490096077819 -2.9029121983680284 0.23849465658737598 53.04677005110024 0.24985873895257732 0.31522323826244836 -4.53870579508722 2.5131392319133576 -0.37054599658347875 -3.697966250151074 0.0 0.0 -48.83653848278692 -16.799516420207798
424.23360388293474 -1.7532673667522676 -2.9856076363277726 0.10047037143795891 51.20981612734132 0.2367786167593286 0.524351803617171 -4.340661166861623 2.2550018620616226 -0.5578376993405127 -1.3592474461477 0.0 0.0 -48.83240294716436 -17.65618541331925
969.9631807424779 -1.0792127853797733 -0.7860520157725861 0.48365008437249707 53.55479665582122 0.19855859843949641 0.5123141213847862 -4.8651950347362005 2.3249166398250996 -0.5361884195182434 -1.9189724157184394 0.0 0.0 -48.822634735435074 -16.122298472477098
420.39485794151943 -1.5852451562957548 -2.140554896842378 0.34410023270930534 50.698741703921215 0.22023649320782693 0.6250595409429605 -0.8083478153684895 2.5042497733583313 -0.00906713569903328 -2.5703534877797507 0.0 0.0 -48.818745830500475 -16.44324498757796
841.8843489056194 -2.9186952197833658 -2.759117064768442 0.1804772719612311 51.89996289925388 0.24645346691190823 0.7703401465181894 -3.0400726707099213 2.4994184499781937 -0.18197834723100925 -2.79777287035124 0.0 0.0 -48.81432883362794 -17.074195064625666
710.3043819985786 -1.0398136024356064 -2.9203572399380686 0.19812537497759822 53.39026744121922 0.28763298484774596 0.5666848612269834 -4.366937070442391 2.7074056707497967 -0.1222443640464963 -4.781554727157669 0.0 0.0 -48.77197300551865 -16.98201615853908
