KNphi inclination_EM log10_mej_dyn log10_mej_wind luminosity_distance log10_E0 thetaCore thetaWing log10_n0 p log10_epsilon_e log10_epsilon_B KNtimeshift Ebv log_likelihood log_prior
37.655958649457446 0.6165467459042074 -2.364478845267172 -2.0700372550975534 461.58660826344766 54.35052049238537 0.26892606190578283 0.7253206861872036 -3.1295333812224886 2.2117008964199747 -0.44952728657196417 -5.6448437141876155 0.0 0.0 -54.498522187415745 -19.99875345193874
32.419619801535546 0.40208227413019887 -1.1628064329003682 -1.7219624540223921 581.3951674086828 51.71652416243191 0.22305500573682077 0.6545329219106967 -1.076489736459001 2.202582208230366 -0.06953361673057934 -3.3546270158559954 0.0 0.0 -52.99059269985854 -20.389144910856725
48.68146568210638 0.21466944790802428 -1.7715409063560597 -2.067602186365784 481.3114570076038 52.72278846894547 0.13283288060259846 0.5242245620971115 -2.4484572803749622 2.42571315472023 -0.3935481318226932 -4.297198574085077 0.0 0.0 -52.98135882295524 -20.99730283348408
48.299778487799564 0.29825743190685106 -1.5278817128603759 -1.7687345137540667 399.3519280400632 51.45591950773402 0.15071480372057253 0.5519471737565271 -3.107256499014147 2.230599544236131 -0.13435621659521502 -1.7788628028269855 0.0 0.0 -51.74910921715529 -20.67562338272371
30.78407581038133 0.45167976049283765 -2.157455852116782 -2.6178334086628907 587.8239253794475 52.809542683861295 0.19352212587075893 0.5531918746481453 -3.5984509249333096 2.281549808618509 -0.386244513258144 -2.7619844383911065 0.0 0.0 -51.51861609241571 -20.279973174012003
25.126962083887364 0.5199808347335665 -2.617190412667292 -2.3090001199999723 695.6253958228318 52.83557715622656 0.2793889300809207 0.5678018362637348 -3.794766519976328 2.5749039011949204 -0.25580477763623755 -2.844075664629271 0.0 0.0 -51.48023761568832 -20.150394546884762
29.487636433401548 0.5329065523425391 -2.1708929579505076 -2.868706087782419 784.6948710269452 52.1919779229471 0.27795640135624455 0.6533342080192379 -2.538194668834238 2.4386729509681646 -0.7697626750677671 -1.9209339545886674 0.0 0.0 -51.18037637890406 -20.128151690166746
17.496998788295645 0.2770948030071931 -1.6553359005447592 -1.6780240818351424 315.07487715032124 50.686857206569194 0.2245354764219564 0.6707409676725309 -3.534023495283546 2.449942921968482 -0.31331886620216665 -1.2742123587364862 0.0 0.0 -51.098811716978965 -20.747180036696637
25.370621619267904 0.18889164206914114 -2.2219081813180237 -1.9046337724389042 840.2740262776142 51.95125999366376 0.1075384792875562 0.5212287680283288 -0.8110558784670268 2.4263305582239054 -0.1791644669265322 -3.4547713795989585 0.0 0.0 -51.02940450761395 -21.12349013477778
56.237775544934394 0.5498862534406038 -2.5476788031175723 -0.5398813702453515 653.284799159152 52.584469462491754 0.2633283312912536 0.5493519214644932 -3.599838631350452 2.6175248723999616 -0.12048386412751189 -2.40002089087114 0.0 0.0 -50.950621853576784 -20.09991219547498
48.97928801821717 0.2513083789333247 -2.5970752112966586 -1.2402566601452796 989.3430434291981 51.453890517688734 0.2222227602762481 0.3530211706115138 -1.6379761410517228 2.5384765279853663 -0.3877773889354508 -2.009218571772471 0.0 0.0 -50.92312612947369 -20.84257734472994
41.9027135006812 0.5239123454106416 -2.135073287550901 -2.3868493874962153 663.3741932814471 52.98789031736424 0.2663956868069056 0.623622418109085 -3.448184146024256 2.346004406180586 -0.6130710580947278 -3.078073356592493 0.0 0.0 -50.90465243534238 -20.143558878289607
47.452184839456635 0.46098582218956763 -2.916582052756269 -1.207373035931794 937.3109920157934 52.47412921265764 0.27235206111449456 0.7050333012624088 -2.635026356188285 2.571215695595929 -0.6918524506793293 -2.3105843572987537 0.0 0.0 -50.80908652110664 -20.261014925744238
20.852858694779915 0.5264822515522368 -1.2485568233240527 -1.7867455874518077 697.9476972335158 52.50100209371654 0.251969281084779 0.6559400320252088 -4.139419159903168 2.697661130379886 -0.1561920024001937 -2.4364258305517428 0.0 0.0 -50.764961488841465 -20.139124047430712
31.906139182255853 0.42312334822516773 -2.6619396583410064 -1.6251053469518646 530.8042557062515 53.33956812426238 0.28462808148470914 0.7030272810960304 -2.3010353396432945 2.289526704769059 -0.05779144468687125 -5.915773108655282 0.0 0.0 -50.579113940941696 -20.341065177390064
32.38687181253321 0.3864099654335815 -1.5998549137869507 -2.351407154033371 835.1159846591796 51.351674908334054 0.24799339444734633 0.3951726698729588 -4.02361721692313 2.218785152641854 -0.5007322124172955 -0.18285193411638723 0.0 0.0 -50.40189991311567 -20.426821494632513
74.47664014343417 0.4342386863888372 -1.1418071607157991 -2.214298147490701 492.7614836044749 52.495945761726134 0.2449664115512343 0.5693396000928228 -2.1173957477432808 2.499870973121109 -0.2740371052829538 -4.0122441490039495 0.0 0.0 -50.39388055893555 -20.316742686291487
26.77306097290043 0.16303499509736738 -1.3301095335257787 -2.4124124483279976 789.9618292149311 52.86570177490141 0.18484717346285992 0.1969916941462612 -4.443047771080327 2.2145102442217603 -0.36161738286931566 -3.2091566358550256 0.0 0.0 -50.291679630798505 -21.269179027374854
39.72571023836965 0.13433986030275213 -2.092813008124793 -1.7863828280428355 792.4415002083014 53.63188673001675 0.10469091897661482 0.384621459565758 -4.590181694315964 2.560432456104275 -0.7024007240861714 -3.580968648796688 0.0 0.0 -50.28214778638489 -21.46134671689024
35.34217720902656 0.21086418434679632 -1.8045449562883251 -1.7713877583211148 764.9812351113037 52.80428460595802 0.225744701602985 0.6871033748163421 -3.912552445780864 2.507228777806538 -0.7400073635229942 -2.9937906587648566 0.0 0.0 -50.10805608000972 -21.014917280765882
44.907858854138865 0.45825849486964776 -1.5693925537554185 -1.0913151104244299 833.6707539756538 52.99433474757868 0.22727038592572774 0.7849213929051416 -2.428455676704374 2.263825038099787 -0.20933325607851128 -3.957765564757162 0.0 0.0 -50.090009731904814 -20.26652493717635
62.391995874966625 0.3370717160403183 -1.87444743381284 -2.79389235973379 693.0283991475407 51.47970018201215 0.21226350889926238 0.7522378938706172 -3.62297584305139 2.0702049165507255 -0.15726890808896776 -1.0831810815304284 0.0 0.0 -49.95489602304563 -20.557422645557953
31.22482772965907 0.05865254496811285 -2.250227548016368 -2.280446484025493 426.7633790357679 51.16688012211513 0.23406932632559288 0.21124952281782314 -1.1377640917613063 2.312387744468903 -0.6988491821405285 -2.870456197029835 0.0 0.0 -49.89406944620892 -22.28765235162028
27.615273587989023 0.397888945720581 -2.4250409423414947 -2.0341167474196338 713.0024234550478 53.31790555470331 0.2788881627502386 0.429257698772242 -4.598933132514927 2.6015118345999735 -0.634704324778709 -3.060294747941523 0.0 0.0 -49.79474253146232 -20.39906355900244
20.418412176517016 0.3797362352569972 -1.8719665229538633 -1.9040136737444069 401.40394605568383 50.92430145561177 0.2837351232971568 0.6408990696753937 -2.0463494568274077 2.251950066166877 -0.26777778407521247 -2.230381160124976 0.0 0.0 -49.7768254047397 -20.443382861885617
69.11110408202092 0.3105719378456348 -1.5898066283458667 -1.9023560674489992 509.95597130883675 51.740076544180866 0.13082956663803158 0.5229164893459525 -3.428740926841302 2.41648755457767 -0.35374036005229836 -0.9155264833806793 0.0 0.0 -49.77094225471378 -20.636422167233945
42.246528748104495 0.3599349612456244 -1.008030751159633 -1.6426390691847317 446.3575353029352 51.307136772322195 0.30167938081499274 0.44354373192837765 -3.0531669434757456 2.2380565591541113 -0.3694931080078758 -2.145611350606398 0.0 0.0 -49.73886324234454 -20.494472762220077
27.024952557012007 0.3811028142512467 -1.2327628516442146 -1.7340239018430608 533.6495150135186 52.47789114471112 0.23499071612171885 0.6020669018640843 -3.823320846377004 2.786422085205807 -0.015471065079339041 -3.449010199061786 0.0 0.0 -49.71270002872102 -20.43996554984875
22.05602283075442 0.3763393676150707 -2.310222381512208 -2.8677413784195953 534.4930574576994 54.42021387477083 0.2600199325038377 0.38262663572135336 -3.1849000837447634 2.5210862115830532 -0.2636865427979105 -6.541430391671842 0.0 0.0 -49.71150676829984 -20.451936263335764
53.739105852076044 0.35555596841337145 -1.5340926750095762 -1.6960871528024253 364.4058462061943 51.36303007946134 0.29203062832682275 0.5632110549547096 -3.1959611869058233 2.242118556485332 -0.06375097512498318 -2.6720279765976596 0.0 0.0 -49.660717940360264 -20.506186742696098
32.32275290414654 0.2703658241753431 -2.9184433383076094 -2.2245745017440095 788.3571852421228 51.44118642628403 0.23165286018907794 0.34688124503303186 -4.312404703608743 2.1798342892840727 -0.8394750658440664 -0.13868069291995866 0.0 0.0 -49.5302871991833 -20.771146722528847
37.13231462308543 0.6138712847734897 -2.1143538561053115 -2.0273903854912807 403.81793542202354 52.895410109780435 0.30468762725451987 0.6880851514696464 -4.246839920296445 2.513161523714029 -0.5441942495887266 -2.9160161638435085 0.0 0.0 -49.51667889635736 -20.00253930565605
39.60098226342546 0.47325028780572115 -1.026355662929339 -1.8810857186814611 630.8578152839809 54.40256043987503 0.22593268402626593 0.6064310215254962 -3.8058695127686435 2.5544189734551006 -0.01873313081624861 -5.646439975344323 0.0 0.0 -49.48089686800853 -20.23669584092229
28.630546760623883 0.3287453732069186 -2.0294374978891754 -2.84379997099266 281.2958727546515 50.78376753231424 0.29385445383796477 0.6370761738325912 -4.005899493425132 2.6555569333276097 -0.11837654982483325 -1.4255127328198949 0.0 0.0 -49.472659918168425 -20.581503980027048
67.7146800559265 0.39832846718368264 -1.1879650472700103 -2.399317734754826 694.6582448162351 51.46041535060153 0.28002772610794313 0.4823833307881498 -1.2388282923920366 2.2063171055428246 -0.3360072625231627 -2.8535381445684926 0.0 0.0 -49.46500183803399 -20.3980184866483
22.66953760139574 0.28785489454513846 -2.3590700917515575 -2.26688808916023 578.598906480017 54.53932594210016 0.2020054618823602 0.5466990931533291 -3.7883203939664396 2.531622251999278 -0.17938496439030516 -6.601964739123208 0.0 0.0 -49.44756800142856 -20.710101803135156
57.50418300121658 0.3313564866508272 -2.8237770898405685 -1.69266669314974 418.41442602357125 52.30265985848217 0.14338350028538793 0.5810453878812746 -3.7400642241417934 2.4482928347957373 -0.1337339043342194 -2.243207572293403 0.0 0.0 -49.42284012786071 -20.573882069673136
64.62384155754854 0.30026308595218687 -2.8516483383184617 -2.570743858668487 455.7232094855097 51.65229846916746 0.19548608844023843 0.681701587724343 -3.5571574373064263 2.385163642786016 -0.4997420969851971 -1.976876567635566 0.0 0.0 -49.4172857193032 -20.66912259389609
67.93208431304517 0.36872173608400044 -2.086529565870837 -1.665349935267197 892.8728110713176 53.43223255042169 0.17321230702290039 0.6294701924331249 -2.953352165583648 2.6691432469385385 -0.1817972607480085 -4.131792498087092 0.0 0.0 -49.39501539363883 -20.471430512823517
20.626662106035532 0.3299138070152993 -1.2081871539049607 -1.8273488817222914 819.0056962156677 51.69934183982356 0.18080852310166676 0.647329533062358 -4.959572818206906 2.3491233180234232 -0.4179475729306601 -0.5285053180322734 0.0 0.0 -49.362332353768686 -20.578085263775893
74.82105562347738 0.28440914523429445 -2.392251172332238 -2.969891034558265 621.1841293176523 52.34833208085275 0.28835819086950026 0.5468142318707799 -2.5846815434566004 2.3486037601580776 -0.35429339971630114 -3.9774579902912883 0.0 0.0 -49.34830193789264 -20.721814009908154
33.15020407413256 0.6862204124871252 -2.282795210404714 -2.0091010283016306 843.581476682882 52.47372523127373 0.2866039420441524 0.7395578907619903 -2.1399692029807014 2.4424469842945866 -0.3622604180305986 -2.194694276245704 0.0 0.0 -49.18889283573601 -19.907264200905388
34.08121700284869 0.21228239761530043 -2.5315965172778783 -2.1064765489286295 937.1379228033499 54.16940515364119 0.2514104709271601 0.3690025678755037 -4.995594702545371 2.5993412293529214 -0.04980378054892309 -5.7636990353204975 0.0 0.0 -49.143489116613814 -21.00831439686926
39.48756343349834 0.2732612485850464 -2.8267630031490243 -1.8687559149466102 777.9843779745293 54.484257182614414 0.18848987116496782 0.3694345401891328 -3.5163444634000656 2.645307331100482 -0.1482122539535906 -6.350261023176456 0.0 0.0 -49.13984623998136 -20.7607580165693
65.00622277504849 0.4905919270625966 -2.0378980004240295 -2.386422967118693 575.9241783235693 52.16165224377528 0.19465866937797777 0.7057611991285174 -3.7563616103449977 2.235966870757264 -0.44221972611752847 -1.1169316102402433 0.0 0.0 -49.13807554601721 -20.203537454396816
49.05719220214872 0.36674533653590946 -1.7915870370418694 -2.476433480358011 692.2757428202549 54.016640863367975 0.1635587213186281 0.6222964812833485 -4.529098500314674 2.571453505289624 -0.49854164099984466 -3.71506437927681 0.0 0.0 -49.12328504275499 -20.47656059296313
54.82814922125845 0.32328069174261825 -2.5951206745757105 -1.4420705204098847 663.207136933851 51.672931897537794 0.18929197878398124 0.42101888587880315 -3.7110202618355306 2.366562784944927 -0.7821153048921241 -0.5940979914902265 0.0 0.0 -49.06362153668567 -20.597668425358066
72.66585741098199 0.5215532778271449 -1.5196058105684358 -2.527713240607556 777.5078771395857 52.83677212231913 0.2762862068263295 0.5557033394818838 -2.7097910462100554 2.1344869380636675 -0.1765467515859651 -3.679441428862706 0.0 0.0 -49.05946072607147 -20.147653094567612
72.46918170736882 0.12479025224412123 -1.2786249287595068 -1.7076571862555674 988.9224175361481 51.70449975932885 0.24020821694902836 0.18214021582363576 -3.0956180226270704 2.194400937322251 -0.9159799779679991 -1.4954391998145091 0.0 0.0 -49.03817964001996 -21.534672336209947
35.13742739720456 0.5632696408694787 -1.4860731117473844 -2.9561048361020497 705.2325265484939 51.82378008679235 0.2615797121208861 0.7320503026853729 -3.406103883259667 2.6606244116989144 -0.0879492768604111 -1.3952857353445118 0.0 0.0 -49.02506751694797 -20.078401004642092
41.99453345097715 0.16295328965927583 -2.0886205529211783 -2.611175853918979 782.8870578380327 51.966377508651924 0.24840619860017685 0.4020695211815237 -1.5930674210984752 2.5343938940853556 -0.30719967214583566 -3.7000549478214184 0.0 0.0 -49.01604291899403 -21.26967585870424
70.26348730465588 0.1838841811669808 -2.7623167039198924 -1.9978450751409196 335.49711278274276 50.25895444408206 0.2206114528774287 0.6853218946959144 -1.1346917826148206 2.1951521258285367 -0.29120614148618795 -2.289955267997623 0.0 0.0 -48.992246773191276 -21.150045720673113
21.22234334077577 0.26713368271080923 -1.6809360475324677 -2.601375199924167 842.8184654433824 52.82393200375019 0.2613502390349209 0.7225697197186667 -4.446762124610253 2.163111536640493 -0.4713209232988591 -3.0307722321310715 0.0 0.0 -48.967711928607 -20.78288250177337
70.10872471758266 0.23618571693263984 -2.475350187977671 -1.8662197252615746 625.265604021035 50.78193230899356 0.27563702232209836 0.3928057892964742 -1.139932153537548 2.225320696291336 -0.411222533534497 -2.2439178024106985 0.0 0.0 -48.944755276714226 -20.903406098794854
