KNphi inclination_EM log10_mej_dyn log10_mej_wind luminosity_distance KNtimeshift Ebv log_likelihood log_prior
72.81884723390736 0.029684152627495006 -2.310021431563933 -2.168367486985307 40.0 0.0 0.0 -235.09266529592142 -9.69107492351312
58.45833879346767 0.0258305808174951 -2.066774110583666 -2.581133209117854 40.0 0.0 0.0 -234.20270147920044 -9.830093495494047
63.617561827429896 0.0207365136512273 -2.442399719815412 -2.745822205591976 40.0 0.0 0.0 -234.12645111540752 -10.0497169602257
66.28555865961033 0.027148922810100493 -2.369910466727526 -2.688493920799837 40.0 0.0 0.0 -234.12502980617478 -9.780326859813862
51.02571239891257 0.022707472537138947 -2.4273745555337545 -2.2086017559536533 40.0 0.0 0.0 -233.90755839436267 -9.958933265603948
73.83274919809084 0.03169865395288771 -2.405322785049928 -2.543737837421529 40.0 0.0 0.0 -231.95436791657406 -9.625434638009557
72.96671874168888 0.023491296692472033 -2.3043814418356514 -2.095861297893976 40.0 0.0 0.0 -231.6303357400539 -9.925003359038854
66.18491327794199 0.02275938697015152 -2.067198212925595 -2.5814975763430588 40.0 0.0 0.0 -231.25430058091302 -9.956650041622852
67.49822781468126 0.020478639862423157 -2.5604686017741116 -2.115717511192506 40.0 0.0 0.0 -230.65019371407482 -10.062228894644704
66.1379433714738 0.024826202399987403 -2.4447853679113085 -2.6138372057090624 40.0 0.0 0.0 -230.55562008393784 -9.869744464579068
70.19166675854456 0.014410921703899123 -2.6517181780016137 -2.3798333582090616 40.0 0.0 0.0 -230.40889439132553 -10.413589624805233
65.52335357693138 0.018175340480780962 -2.5845343526020272 -2.2751120501026083 40.0 0.0 0.0 -230.36608636047202 -10.181530683945159
73.0419911866111 0.028445098764789265 -2.6417208823086322 -2.37314132217639 40.0 0.0 0.0 -230.3201970036806 -9.733700370133612
67.10145910641543 0.017185109790067266 -2.2971686324101106 -2.585076048221535 40.0 0.0 0.0 -230.28237643776245 -10.237547305705323
71.11251130139024 0.028791209794501282 -2.467369399473953 -2.1617359835890393 40.0 0.0 0.0 -230.20003154547726 -9.721609417243101
62.84182540781323 0.020234014965074654 -2.381549223520503 -2.5771091855934807 40.0 0.0 0.0 -230.10164595531748 -10.074244522325094
72.95762421066594 0.016506470501781036 -2.688137752737368 -2.4529002395634136 40.0 0.0 0.0 -229.91518851790104 -10.277834338232967
62.004476414214444 0.01717615025611263 -2.4587456027605286 -2.4608280090633468 40.0 0.0 0.0 -229.864082190034 -10.238068744825291
63.14870854793308 0.016586416791197406 -2.337324998694807 -2.3196055398679216 40.0 0.0 0.0 -229.6902186880311 -10.273003140031594
72.79356829821427 0.02806698093355846 -2.266281748339453 -2.6288291253854315 40.0 0.0 0.0 -229.68857420918948 -9.747078849226433
68.51964414792148 0.016983812183570913 -2.2568867985305663 -2.3235822087003815 40.0 0.0 0.0 -229.6229853057023 -10.249328792419071
66.31465712209868 0.01556961951997243 -2.572822069290001 -2.355609628575403 40.0 0.0 0.0 -229.6154170534577 -10.33626023657764
61.046035868186074 0.022912087242656462 -2.1374244180210242 -2.568296962322877 40.0 0.0 0.0 -229.61328775615294 -9.949964279873473
73.08506048893395 0.018085102398275595 -2.3614756577671216 -2.107053815281523 40.0 0.0 0.0 -229.52844949209288 -10.186507367856217
61.258965326653794 0.023388790861222832 -2.526329257800642 -2.320151757619144 40.0 0.0 0.0 -229.51602376211503 -9.92937567256547
71.6280462936979 0.029910957349514492 -2.4013035760871824 -2.557266209655518 40.0 0.0 0.0 -229.5144180179462 -9.68346561842294
65.21531721667392 0.02654029393838329 -2.5848970849070723 -2.356895433359307 40.0 0.0 0.0 -229.42308486160488 -9.80299467936794
61.427715130259756 0.02592720775243995 -2.2920708105101126 -2.5138339912900816 40.0 0.0 0.0 -229.42246036854658 -9.826360512381571
71.25745802464638 0.028929670313491106 -2.5308394657419178 -2.493977443203425 40.0 0.0 0.0 -229.3880995628516 -9.716813151497853
68.6056833189412 0.021670197210256165 -2.3537464998372606 -2.106442710510137 40.0 0.0 0.0 -229.36930153513856 -10.005681734231834
68.72973167508704 0.021056403155554678 -2.0865224985144044 -2.49127509738058 40.0 0.0 0.0 -229.3444086211237 -10.034410577543554
73.55848605436088 0.027771450643711032 -2.5573500468067074 -2.5612339690834163 40.0 0.0 0.0 -229.2525754643864 -9.757661390679456
62.27844152030055 0.02302417992281777 -2.375259519254431 -2.1668042192707464 40.0 0.0 0.0 -229.09453131420298 -9.945084771897521
61.99730954635859 0.022278081714785264 -2.1758365907079096 -2.590712513733674 40.0 0.0 0.0 -229.07253839562222 -9.97802079069838
63.63346231017339 0.024304995364313284 -2.2547989474484025 -2.578200777047705 40.0 0.0 0.0 -229.0261848796166 -9.890957940521808
