simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z
148	4.846853	-1.5120291	0.98743065	185.70464	1.3850656	1.5545301	-0.010977949	-0.036647856
149	4.0044558	-0.34932314	2.5227178	291.99559	1.3635996	1.3243374	-0.0044835665	-0.038273757
150	1.7667637	0.25290704	0.36938856	4850.5558	2.2304944	2.9416916	0.0094015994	-0.022869631
151	3.2040593	1.1657867	0.25601211	527.97891	1.6497918	1.4012042	-0.032853431	-0.021868751
152	5.6595275	0.47928397	2.1792959	212.04443	1.3636258	1.5128161	0.046661522	-0.015052481
153	0.63903919	-1.1063143	0.13695317	748.9896	1.4927966	1.6049532	-0.009404091	-0.0039551193
154	0.83981345	-0.2723871	2.8725667	495.87818	1.3622675	1.4958441	0.035390909	-0.034883985
155	5.4835346	1.0148018	2.3213761	471.5391	1.596501	1.4695387	0.045439443	0.002812856
156	5.6664008	-0.73761495	2.9139666	116.3717	1.379037	1.3405162	0.045402958	0.017022755
157	4.7270539	-0.16557062	2.3047972	118.38449	1.4009065	1.3642229	-0.032984564	0.0025322273
158	4.2878765	0.42958903	0.048676676	761.60272	1.5524384	1.4785462	-0.012753288	0.029158004
159	2.2996409	0.67215191	2.2035469	445.67125	1.3704897	1.273439	-0.017722717	-0.0050573747
160	4.7611751	0.065408248	2.856042	204.02512	1.2847798	1.2948257	0.019948774	-0.045468912
161	2.0712658	0.71327951	0.71142627	315.81164	1.2874992	1.3074625	0.043107525	-0.035512024
162	4.6217538	1.0408177	2.465213	488.94201	1.5839926	1.5004483	-0.04016226	0.016734011
163	0.76380595	0.18000085	1.8719496	192.25047	1.2964761	1.4400294	-0.042989724	-0.018688501
164	5.6202367	-0.11770566	0.29285203	786.26224	1.4033829	1.3517834	0.04205282	-0.0016027038
165	5.7721017	-0.38747946	0.9992799	279.91838	1.5455159	1.3954077	0.012172322	-0.007651401
166	1.8148269	-0.5048804	1.6084017	171.30991	1.3317077	1.3579487	-0.026318936	-0.024860955
167	2.9599966	0.92772345	0.16433975	267.44961	1.3598423	1.2646273	-0.023040536	0.002381915
168	3.9732233	-0.43609482	0.26913025	4875.7827	2.1114239	2.1330565	0.029490085	0.0031601738
169	3.5520778	-0.51312455	0.76890648	456.33825	1.4614706	1.3025496	0.0099276839	0.001550887
170	5.2445701	0.094288055	0.4687137	437.14104	1.4681948	1.3633153	0.00638065	-0.044186026
171	3.7848114	-0.77059072	2.8574158	229.24193	1.5423456	1.223716	0.0021907662	0.023255966
172	2.6439178	0.68296326	0.474495	662.98839	1.5447486	1.4953799	0.0063551181	0.023734814
173	3.2742427	-0.50111745	2.4654502	228.57809	1.3221732	1.3869666	-0.018565863	-0.024662306
174	4.790031	0.095737099	0.90244836	211.86366	1.3624817	1.4903009	-0.047963408	0.025499718
175	1.8009713	-0.52524032	2.5579221	6092.9325	2.8460321	2.8684589	-0.010430886	0.014444644
176	6.0968216	-0.6972725	0.35755234	85.486867	1.4347624	1.2730899	0.047556096	-0.022885199
177	1.8835973	0.31375003	0.97036324	271.52699	1.367499	1.3518799	-0.048944555	0.026219799
178	2.0867478	-1.0546816	2.2472446	295.88251	1.4162942	1.5317479	-0.034371375	0.038667832
179	3.9958425	0.076123507	2.089067	405.56232	1.469496	1.3805658	0.0036856622	0.034461984
180	3.7366092	-1.0332911	0.48568384	313.35423	1.3725994	1.2293348	-0.030286535	0.025229912
181	4.2141921	1.4744574	0.93860635	262.20768	1.5743899	1.3488403	5.7848308e-05	0.039748487
182	1.0829475	0.18097335	1.160041	1063.5952	1.7388346	1.6981067	0.0071631046	0.046909763
183	3.7422102	0.13333752	1.7257831	3051.7766	1.983557	2.0486005	-0.042990836	0.012330763
184	2.2542586	-1.2474772	1.3615556	1275.335	1.5531626	1.7134422	-0.019059254	0.021505816
185	2.5924736	-1.0489273	0.71113315	5006.104	2.1650861	2.3795316	0.02391912	0.0051500799
186	3.9607418	-0.39396986	2.15494	189.25047	1.3872299	1.4145102	-0.024594058	-0.015181023
187	4.4443924	0.8017568	0.6527038	964.8515	1.6562196	1.6473366	-0.010558782	-0.028812252
188	2.9569903	0.61323147	0.71602085	163.26332	1.4405524	1.220277	-0.017455552	-0.045839732
189	1.804113	0.37750026	0.23073075	240.14316	1.4389067	1.4694341	0.048043643	-0.021991888
190	1.0466466	0.2274869	2.4541077	310.13689	1.4223963	1.327424	0.047575894	-0.031845369
191	0.46975227	0.47324235	0.5856409	406.27908	1.5137672	1.5241343	0.014195756	0.032486053
192	0.19909456	-0.12609517	0.28176883	398.57483	1.4062019	1.5272516	-0.026402884	0.038971438
193	3.8346853	0.2061824	0.85052097	213.19664	1.2617913	1.2876705	0.045257211	-0.0015824384
194	1.5338507	-0.39259285	2.8775739	419.06263	1.5731499	1.5059767	-0.026489145	0.0066914571
195	3.2598236	-0.22885233	0.13319403	399.76679	1.35875	1.4064984	-0.011972375	-0.02341449
196	1.1333215	-0.57318174	2.4411384	414.89634	1.3575048	1.4369788	-0.037745753	0.040338306
197	0.99116605	-1.2009338	0.43500654	627.62337	1.530437	1.4846935	-0.023498551	0.034890525
198	1.1776869	1.0223322	1.1038893	574.41168	1.426885	1.2981283	0.028654153	-0.016331478
199	2.4322494	1.0281292	2.4656442	301.97441	1.5969309	1.485707	-0.027925638	-0.047422444
200	4.7868644	0.38726129	2.6636926	543.08053	1.3681722	1.4815677	-0.040467368	-0.02771528
201	0.25149491	0.68343764	0.70245956	387.55106	1.3471101	1.4258269	0.039338805	0.034894551
202	1.4742266	-0.85261905	1.892408	1398.9526	1.7349974	1.6944977	0.020673239	-0.026624312
203	2.3943979	-1.4311552	0.66047941	526.70599	1.4757368	1.6637637	0.011019048	-0.048577504
204	5.9754239	0.38683036	0.47183317	451.75943	1.4470885	1.3764756	-0.010677883	-0.049990378
205	5.4411388	-0.93397711	1.0934048	287.23768	1.558726	1.6897488	-0.032319381	0.0016412718
206	3.0079459	1.2840389	2.0196205	487.46019	1.5519418	1.5326509	-0.029991402	0.034566968
207	5.7900749	-0.87323536	2.2527952	203.47817	1.3708428	1.3956339	-0.01313683	-0.025958355
208	2.1531647	-0.07421437	2.3392685	838.60806	1.7458903	1.5103031	-0.024569319	0.023970365
209	1.532299	-1.232934	2.4440571	1307.8072	1.5780213	1.7400822	-0.047632233	0.0062178727
210	3.0775953	-0.57956018	0.6440343	2330.399	2.036669	1.7714542	-0.015937737	-0.011091725
211	6.1989485	-0.59408946	2.0814387	155.62794	1.4066976	1.264822	-0.012865943	0.024401863
212	4.6620857	-0.011661618	2.457632	551.32477	1.4653889	1.5904427	-0.030233351	0.0096348831
213	5.4809086	-0.14758854	0.4125869	246.46949	1.4548528	1.2908561	0.010261644	0.043525435
214	1.1147251	0.961756	0.94262435	159.94298	1.4905202	1.4547511	0.0042772007	-0.020556256
215	0.90656037	0.08947407	1.317678	3884.6296	2.099053	2.105729	-0.02484663	0.0080202512
216	2.7437606	-0.18709931	2.5482786	295.55895	1.363996	1.4332644	0.016201249	0.041522531
217	3.2825398	-1.1922261	0.50946362	124.17761	1.4383767	1.3931395	-0.00028065797	0.047782852
218	5.5112781	0.27991721	0.14151438	512.62403	1.5651051	1.4748713	0.025505179	0.022441716
219	4.5391755	-1.2388617	2.8385888	447.97644	1.4995226	1.2607661	-0.02932233	0.015492463
220	1.7880335	0.43496991	2.7049506	2427.0277	1.8874099	1.7399594	0.04069723	0.017308754
221	3.1067007	-0.60668804	2.8892045	358.93427	1.4257484	1.4006592	0.02393906	-0.034678132
222	2.9706448	-0.047163587	2.3934337	544.02415	1.4872064	1.4783609	-0.045349285	-0.01980777
223	4.1516093	0.9009799	2.3726534	644.63883	1.5415996	1.6083455	-0.035757765	-0.02977368
224	5.2706069	-1.0437053	0.82526049	362.81226	1.4013419	1.3123219	-0.019392977	0.042202229
225	4.1440716	-0.33546595	1.8442885	126.44924	1.1223268	1.2749016	0.0087207917	0.02358815
226	2.3875716	-0.085297135	0.4993872	626.92675	1.5540268	1.6287615	-0.024320383	0.036122691
227	1.2616816	0.74760266	2.2126536	464.83903	1.209578	1.5315983	0.026733291	0.026551376
228	3.5379181	0.70234676	0.46189913	475.8913	1.4277473	1.3876589	-0.013016038	-0.01838781
229	4.5857241	-0.04787565	0.63906986	272.61391	1.4618385	1.3936297	-0.043825716	0.038789837
230	4.1111756	-0.80798741	2.7746731	289.41685	1.4570695	1.1838838	-0.037163502	-0.0060403339
231	3.623863	-0.91990841	0.32439481	436.79562	1.4410285	1.5284808	-0.039274862	0.033135441
232	0.40708754	0.19537013	1.2616038	178.61852	1.3300607	1.4112423	0.0034948286	0.011153333
233	2.586393	1.2375113	0.12382293	655.00476	1.5032153	1.6807568	-0.0041976814	-0.0061356555
234	1.8676142	-0.50223232	1.9720442	250.65819	1.4241967	1.3546803	-0.032350927	0.017091517
235	1.2351592	-1.1325008	2.8738631	322.20445	1.3615197	1.3263621	0.037760131	-0.0054022074
236	1.3411013	0.72349765	2.7079202	669.3116	1.6780594	1.4565739	-0.046291558	0.019365129
237	4.9357014	0.085454877	0.54964161	435.90568	1.5268666	1.5366455	0.030736804	0.010099266
238	0.69895372	0.55931534	1.2786084	300.50478	1.4352304	1.3989848	-0.011456958	-0.030690518
239	6.1018659	-0.0031120339	2.2414479	377.54499	1.3365781	1.4217116	0.0024474632	-0.03589348
240	6.2214986	0.15285842	0.58370069	402.98453	1.3635044	1.3908098	-0.011214993	0.0020452032
241	0.37197726	0.51910864	1.0028885	5064.1319	2.2148469	2.4996142	0.018333733	-0.0010054496
242	2.4452153	-0.73338784	1.2844428	184.808	1.2925706	1.5019241	-0.0017018773	-0.0095678995
243	3.6145195	0.20167248	2.6930776	790.98806	1.4594181	1.5389261	-0.040381487	-0.047818458
244	3.6222808	-0.70460259	2.4244473	523.75671	1.5081828	1.4354604	0.039723774	-0.0018164983
245	6.0594999	-1.4283774	0.91577464	297.55456	1.476496	1.2638317	0.010358219	0.024148586
246	6.141862	-0.44567228	1.3196179	1020.5071	1.5974703	1.5189941	0.018763747	0.006739341
247	4.6709487	0.91021055	1.0480541	430.90121	1.4311115	1.5003565	0.036227014	-0.049978305
248	2.048695	-0.13495708	0.25624001	799.74159	1.6347574	1.5276049	0.020294025	-0.014215875
249	3.4886629	0.080768324	0.5337279	324.18343	1.5287302	1.4278364	0.029474226	0.043615661
250	0.47078075	0.39434089	2.5590731	542.59084	1.7050255	1.350421	-0.026458625	0.012549993
251	5.2258671	1.0377066	1.2424566	2938.7797	1.9687811	1.9200785	0.00057430535	0.010810626
252	2.94292	-1.3226845	2.5216141	427.39486	1.573092	1.4689393	-0.029586275	0.020531879
253	5.3343308	-1.3805827	2.8308724	918.8639	1.3654126	1.6110582	0.0035234931	-0.010959078
254	5.1640372	-1.4181989	0.74115519	605.51033	1.414941	1.3824718	0.029387911	0.036017202
255	1.3695349	0.13089915	1.9254089	227.43861	1.5038818	1.5109396	-0.039019605	0.0027263855
256	5.0820912	-0.59009727	2.6364608	158.07966	1.3248474	1.2597614	0.0057715992	-0.012946432
257	0.71145964	0.066431899	0.25493645	412.88501	1.4918649	1.3413353	0.00975863	0.038010097
258	2.4101748	0.64676222	1.4787157	132.23592	1.3186868	1.3775249	0.039056444	-0.037121449
259	4.6512595	-0.66582073	0.65125817	378.30724	1.5497702	1.4289047	0.031145449	-0.013880783
260	2.0578375	0.50332838	0.60038585	379.86169	1.4866128	1.2808923	0.036072661	-0.0062343519
261	5.182466	0.63767857	0.55089427	1660.0385	1.6851196	1.8519189	-0.041506185	0.037118459
262	0.35254943	0.95609993	3.0211849	398.78488	1.4833675	1.4772539	0.023975607	0.048172804
263	5.1186611	-0.57468008	1.0142186	317.48084	1.3677115	1.6369675	-0.034485675	-0.0014067717
264	3.2570612	-0.94377308	2.7086471	207.36067	1.3717814	1.3420662	0.013418086	-0.034699657
265	4.6370534	-1.2585571	2.4407606	2945.2378	2.0682802	2.1211817	0.032696492	-0.0076973661
266	4.7064599	0.18233549	0.96234999	144.29238	1.3431637	1.3830303	0.035503241	-0.011653394
267	2.9166447	-0.57637972	0.81303117	4104.5794	2.3581717	2.1529391	0.041081423	0.046307075
268	5.8730696	0.19192226	0.27638362	378.95107	1.4616333	1.5412418	-0.01944652	-0.018911683
269	0.9893524	0.10512127	2.5496517	259.71482	1.3311839	1.3292665	-0.022184904	0.015003181
270	0.61903444	1.0636603	2.4939905	300.44733	1.3667961	1.3985356	0.038454757	0.042210574
