simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z
271	5.3866849	-0.23214516	0.26083712	294.52109	1.3671241	1.5164028	-0.0031691483	-0.04973224
272	2.1702203	0.99206918	1.6568574	405.00883	1.3467656	1.3688774	-0.0019853517	0.037897393
273	2.2934744	1.4073471	0.51649189	484.21939	1.3644723	1.3731637	0.015944641	-0.026942235
274	3.1750016	-0.57729427	1.725003	74.212194	1.4645821	1.303649	-0.037402269	0.048009159
275	1.8329844	-0.37156826	0.38186379	341.80173	1.4558497	1.4803853	0.043089916	-0.0082718772
276	2.540245	-1.1031499	2.5903461	2178.1616	1.8174944	1.9826698	-0.018001487	0.012693106
277	2.0410358	0.12729779	1.6995359	4810.3165	2.3360175	2.3828942	-0.0081503828	0.0022834252
278	4.9870554	0.37350348	2.225737	244.01008	1.3990994	1.4253181	-0.045445145	0.034532403
279	3.451641	-0.45997711	0.82583592	144.60322	1.3805755	1.5462262	0.030930332	0.014099754
280	2.8759808	0.19791073	2.8871651	589.18454	1.6561428	1.6831495	0.021511271	0.017743129
281	4.3477904	0.98410048	0.41371418	278.15448	1.4509888	1.4264942	-0.016799042	-0.036630817
282	5.5577647	-0.92167222	2.4715049	899.65236	1.677801	1.5344431	-0.020469737	0.016267977
283	0.27656104	-0.40902773	2.9690568	508.48251	1.5796509	1.6819351	-0.018884893	-0.014787841
284	5.2406398	-1.4487561	2.2649077	555.22512	1.6040046	1.5595363	0.039437096	-0.018359165
285	2.1472155	-0.68016122	0.57629666	582.4192	1.4319054	1.3332686	0.002463723	-0.029975067
286	1.3613531	-0.37419168	2.6943835	2821.6064	1.9608228	1.5634747	-0.019936321	0.031258613
287	1.7086878	-0.10944515	1.1267508	185.53548	1.3727456	1.3667675	0.047748771	-0.041690642
288	5.6289065	-0.72261922	2.2556161	583.73441	1.4024889	1.505922	-0.028794099	-0.0057580528
289	4.9474606	-1.0391015	2.2673575	449.1052	1.457841	1.5667631	-0.04883618	0.045288966
290	0.015255494	-0.93900282	0.39178622	138.59693	1.2503347	1.3310594	0.028312295	-0.02873524
291	1.1516184	-0.41742447	0.25178281	358.30855	1.2873644	1.4778691	-0.033211981	0.046480154
292	2.8229207	-0.59008175	2.6929272	431.23451	1.5535254	1.5522899	0.039791038	-0.029012056
293	1.0126882	-0.18317902	0.65655746	316.00691	1.3022834	1.4918104	-0.013780908	0.038415212
294	6.1185102	-0.82661392	1.4509791	1554.6362	1.734353	1.6789508	0.041524536	-0.0084288352
295	3.8435135	-0.71655514	1.2623229	351.77862	1.602375	1.3782391	-0.023650144	-0.0075205806
296	0.84530425	-0.11192293	1.8446321	84.441272	1.4828151	1.4042254	-0.021040246	0.034261945
297	6.2495231	-1.1720403	1.6502941	336.13304	1.4377236	1.5559199	0.036410614	-0.033971541
298	5.4179442	1.3301107	0.66272918	205.15018	1.5543429	1.3378945	-0.013920633	-0.011522819
299	0.6824449	-0.10062544	0.7959336	265.7252	1.2685248	1.3401414	-0.016469007	-0.012519624
300	1.6870367	-0.43739901	1.3206191	1304.5818	1.511616	1.8008194	-0.041968153	0.017076
301	5.2282641	-0.85059518	0.48204347	355.69998	1.494314	1.4980415	-0.0043664274	0.01639147
302	2.1722578	-0.17724297	2.1230619	283.39779	1.4645226	1.4929165	-0.044073064	0.0076349624
303	3.3958217	-0.62983172	1.1590699	138.40482	1.5172301	1.3308903	-0.016166598	0.0055272627
304	2.752943	-0.46618628	0.58960788	601.42216	1.3221248	1.6069803	0.036339118	-0.0089149668
305	0.85899873	0.43575132	0.27318991	187.48451	1.3464827	1.3424833	0.032103314	-0.040014463
306	2.1733375	1.054205	2.1704718	244.94898	1.4584058	1.3780011	0.035360063	0.018223173
307	5.5260074	0.99283673	2.0300154	149.14178	1.4172785	1.3475302	0.02916983	-0.018884521
308	1.7079125	-0.073994649	0.6498436	62.37199	1.1429282	1.4558838	0.027467918	-0.0095983542
309	0.56065878	0.48142447	2.7643513	156.03529	1.3602918	1.3555914	0.040309515	0.047943438
310	2.3409328	0.42434142	2.3619388	382.0326	1.5955518	1.5910938	0.024384347	-0.013142144
311	0.17095879	0.29989888	2.6794634	349.85206	1.575521	1.4407274	-0.0010013502	0.028186966
312	0.5772652	0.24926674	0.78801375	100.18094	1.4747367	1.3034863	0.032198848	0.029954269
313	5.5560004	-0.53836808	0.62808295	273.86538	1.480546	1.3567676	-0.024238763	-0.029483371
314	5.1911494	-0.25596304	0.80615853	413.11531	1.4995176	1.3981592	-0.049837598	0.015342127
315	0.87978417	0.45951998	2.5565567	1085.6793	1.6198756	1.6250643	0.013415359	-0.031883288
316	5.792377	-0.056681583	0.64112555	308.48627	1.4536861	1.3600986	-0.038600395	-0.027104665
317	3.8719514	-0.57466426	2.4002624	276.44292	1.3051046	1.5577102	0.00052044236	0.0076475281
318	3.4039109	-0.59007973	1.2684977	139.67648	1.350117	1.4794826	0.027340118	0.028585824
319	4.2969406	0.47576749	0.54824189	242.1547	1.4567252	1.3667509	0.020975629	-0.049252654
320	2.4017803	0.1588217	2.7678882	669.45114	1.3712192	1.5971443	-0.041978288	0.026925049
321	3.4284658	-0.27303557	0.50976936	377.32485	1.4215091	1.355478	-0.0031988342	0.0084525226
322	1.6485118	-1.0748115	2.6229941	267.8746	1.3995911	1.1797131	-0.041735232	0.0092647328
323	2.7285108	1.1444746	0.20257607	304.35141	1.4530036	1.4851439	-0.032088904	0.03946523
324	5.0896611	-1.0744399	2.0701912	408.83016	1.4551392	1.5114555	0.0065265049	0.030729514
325	3.9676543	-0.13722834	0.54018248	652.21407	1.6042016	1.7315302	0.0480317	-0.029171277
326	1.9780099	-1.0211809	2.244801	245.90079	1.5022989	1.3471612	0.049983481	-0.021642518
327	1.5807693	0.44145085	2.4426945	654.69486	1.6350193	1.445478	0.033594379	0.01033995
328	2.5643265	0.16358063	0.34715533	161.35156	1.4334946	1.2904767	0.042715669	-0.02645519
329	4.4345031	-0.70054964	1.711325	156.69994	1.417157	1.4619543	-0.020890927	-0.014621564
330	5.5006965	-1.3028583	2.6188228	491.15308	1.5676951	1.4328721	-0.0070690336	0.041761416
331	1.5702333	-0.78262727	0.9931384	341.24094	1.4835431	1.3080956	0.0093882564	-0.042429624
332	2.032343	0.39544943	2.6633583	635.21044	1.3105707	1.5147283	-0.0047967973	0.017858283
333	2.9842283	-0.56189207	2.6116859	372.58407	1.3304446	1.311604	-0.029461121	-0.036597903
334	5.8727149	-0.75131183	0.23292457	231.67596	1.3285644	1.4739445	-0.022706937	-0.019998577
335	1.9505862	-0.31767775	1.6537167	5587.0644	2.8078197	2.5285887	-0.020931843	0.030485415
336	2.6422832	-0.68682532	1.2239949	364.11959	1.3888214	1.5344324	-0.024466898	-0.030190703
337	0.87061819	0.78001304	1.2225738	3117.4455	2.056271	2.0869965	-0.02337599	-0.013263809
338	0.5805043	-0.15254278	0.97476329	310.33326	1.3942279	1.2296492	-0.046685069	-0.0035616056
339	4.4072901	0.26110014	0.3506787	237.24609	1.2085856	1.4519702	-0.039151649	-0.005918413
340	5.0765129	-0.51549204	2.4722398	585.67812	1.4797168	1.4931957	0.0035905824	-0.0078912512
341	0.79741697	-0.30913276	3.0911295	573.29021	1.4268083	1.5835802	-0.018481419	0.04402199
342	1.0828796	0.06716762	2.5130578	246.74059	1.4060045	1.5493423	0.045839473	-0.0099685845
343	0.48646355	-0.07527731	0.78063173	383.90845	1.4241921	1.7209323	0.034574469	0.013839387
344	0.3331356	-0.4748813	1.7367711	346.42555	1.4334429	1.6075055	-0.022676123	0.022808968
345	6.1648293	0.22264556	2.1300856	780.90074	1.6049792	1.5252126	0.0017449095	-0.017381429
346	0.4011967	0.6390564	2.972428	516.435	1.5978495	1.4132175	0.0037481299	0.021609986
347	1.0567661	-0.20645689	0.94775129	101.01224	1.3522257	1.2188489	-0.027127068	6.499e-05
348	4.4486294	-0.7826441	2.3504613	310.73916	1.4915117	1.6057029	-0.041815044	0.039857477
349	6.2744562	0.8908847	0.98843976	214.84132	1.6317602	1.3670771	0.0077000215	-0.012382454
350	2.3061212	-0.48853187	0.67184504	92.622874	1.4994033	1.4043374	0.039166381	0.015956698
351	5.9695572	0.33407892	2.4596818	256.4706	1.4913688	1.295972	0.03634569	-0.039776019
352	3.9528783	-0.18533502	1.5197248	3089.0079	2.0828348	1.7973417	0.041507514	-0.021965832
353	4.9702795	-0.63297601	2.4097677	302.25455	1.4982551	1.4030505	-0.0066208628	0.049930772
354	1.2292897	0.21823845	2.5222596	316.56277	1.448296	1.4054473	-0.046449368	0.046141671
355	1.8846371	-0.40432251	0.71034193	234.86891	1.4796723	1.4311356	0.019681334	-0.0023047653
356	4.7071085	0.047216724	0.84897713	299.00336	1.5737043	1.2992573	0.010031054	0.043411224
357	4.654386	-0.45628512	2.4275421	113.52503	1.4025025	1.4074508	0.032238831	-0.032824987
358	4.1690418	0.29992682	2.2211722	383.92444	1.3097886	1.4520274	0.046351155	0.038775313
359	2.3511981	-0.29426826	0.67476123	132.64391	1.4696127	1.3165062	-0.039564314	-0.0059572871
360	3.1924564	0.4327763	2.862743	229.85523	1.3944066	1.3380283	0.04889329	0.0058350708
361	0.68722339	0.98779849	0.57095531	222.38375	1.3365093	1.2925923	-0.048824214	-0.047195159
362	5.2313379	0.70556646	0.5119007	282.48413	1.2837958	1.2907812	-0.027995967	0.02566408
363	5.4066223	-1.2272793	0.30519905	649.08118	1.4001394	1.6239897	0.047830296	-0.023868069
364	5.5435832	-0.44729785	2.3192443	261.85065	1.6290715	1.4239472	0.01562616	0.045188904
365	0.52528019	-0.0035677462	2.9575276	313.04922	1.4460389	1.5294869	0.017693403	0.018820263
366	1.6464797	-1.4690656	0.6042841	600.26184	1.3807434	1.3922246	0.045058309	0.012286052
367	4.1751468	0.025117913	0.26890773	102.92554	1.289543	1.3596551	-0.012520363	0.040554694
368	1.1058197	-1.0170448	2.1470157	382.06151	1.6995939	1.5501794	0.012992866	-0.046251703
369	4.8139932	-1.1900218	2.4828547	290.46562	1.407325	1.3166899	0.048106914	0.016828093
370	1.9311026	0.27559777	1.7358203	225.26816	1.4621867	1.4719269	0.046182896	0.00061026232
371	5.5912102	-0.73830431	1.5474782	99.527208	1.4612737	1.3778057	-0.042622874	0.041810852
372	0.4291391	0.14174865	2.416311	335.55064	1.6110842	1.4959871	0.040494165	0.0033595888
373	4.2048261	-1.2105853	0.25230439	454.90561	1.5341418	1.402746	-0.008757456	-0.0063959177
374	0.6049982	0.57380342	2.8341504	636.89919	1.4507168	1.6077721	0.038635664	-0.020864982
375	2.6591299	1.0762926	2.1362363	154.74725	1.3696418	1.2563465	0.043945994	-0.016658204
376	2.1253666	0.9292329	1.3483571	3939.9276	2.3449071	2.2458299	0.02213996	-0.03832036
377	3.4984927	-1.0545746	0.89904195	301.81651	1.3993496	1.4836813	-0.047741044	-0.024456149
378	0.78217057	-1.1249948	0.73882997	292.02645	1.5046151	1.4999299	0.040944611	-0.0011702483
379	0.65428127	-0.17605447	2.5004354	119.16741	1.3266197	1.3077809	-0.025464208	0.03111442
380	5.3091191	0.89361644	0.49408194	499.4171	1.4127127	1.4745344	-0.033965345	-0.028130296
381	1.5087543	-0.55171227	2.338806	496.91117	1.4801268	1.6307406	0.03495044	0.037308673
382	1.8136693	-0.86378944	2.4718295	350.37872	1.5944952	1.3004607	-0.042562738	-0.032768473
383	2.1094349	-1.3261695	2.454854	265.72706	1.3172017	1.3402872	0.045178169	0.015276633
384	6.0036781	0.32868772	1.5726978	3643.3039	2.0228095	2.1348541	0.019690914	0.034972744
385	3.2453498	-0.018055571	0.43863409	2279.9283	1.9647498	1.8206059	-0.044063235	0.02038113
386	5.880788	-0.94818864	3.0622287	838.36886	1.5315437	1.6449701	-0.035908252	-0.020377743
387	1.7312403	-0.42507384	1.4661122	4855.4089	2.4169474	2.4996055	-0.048603155	0.026441217
388	2.0695438	-0.35735066	2.3949781	388.9875	1.5662556	1.3806384	0.029513603	0.024468822
389	5.0524598	-0.45740134	2.0540664	258.81235	1.5007996	1.4444822	0.01715015	0.012880397
390	3.2357876	-0.2667496	0.7357541	347.42186	1.4440334	1.2923244	0.0028600781	-0.03566711
391	4.9331005	0.47187878	1.564403	449.16236	1.4538892	1.4667797	-0.045966308	-0.016348479
392	1.8364894	0.54202106	1.6504436	2036.4204	1.9106786	1.9560936	-0.038912417	0.024757693
393	4.5272825	0.54345665	2.2682414	263.9411	1.4027382	1.3575483	0.0034479432	-0.029018779
394	4.243465	-1.1606198	0.2410686	627.98789	1.5410714	1.467721	0.036440273	-0.036022629
395	1.6836617	-0.28350103	2.2864079	197.53511	1.2913727	1.2300986	-0.048236089	-0.023112118
396	2.7110075	-0.27963737	1.2591624	127.88525	1.2776602	1.2550658	-0.0014329623	-0.047591175
397	2.9167043	-1.0433128	2.5654913	484.04981	1.4812289	1.4471844	0.036281818	0.037000175
398	5.4209299	-0.91664155	0.96123459	281.36099	1.6874487	1.4828065	0.018706947	0.0013959227
399	2.8775862	0.85359678	1.8242022	219.99218	1.3290616	1.4592938	-0.039488579	-0.031209485
400	4.0536329	-0.0018001656	1.2740585	4265.1189	2.5050227	2.2795567	-0.015635612	0.024874935
401	3.0337645	-0.30506118	0.77449249	436.16446	1.4013461	1.3655741	0.0016003807	0.035805819
402	3.8190714	0.048205085	0.32253391	447.81611	1.3701157	1.503006	-0.032622401	0.021530716
403	1.8124098	0.74487957	2.9339086	595.98369	1.4102847	1.6472324	0.032609087	0.029516812
404	0.82090113	-0.025883199	0.2441101	284.57953	1.5376363	1.2734047	0.023697026	-0.012224741
405	1.3943477	-0.2249481	1.6834213	128.39952	1.2388112	1.445583	0.026326078	0.030009739
406	4.3488308	-0.58767288	2.5695478	215.92556	1.3461779	1.3533032	-0.036722523	0.0026962405
407	3.3700937	0.60776071	2.5163795	317.04627	1.4330616	1.3901778	0.032793054	0.0098117883
408	5.6675356	0.53692238	1.1636417	415.75512	1.3863092	1.402762	0.0088750095	-0.0045414771
409	4.7148701	-0.072914571	0.86390658	331.58525	1.4017068	1.4603637	-0.047318359	0.013208278
410	5.3267439	0.98809029	1.056176	343.09218	1.4446789	1.4040126	0.020435688	0.037520257
411	5.3208281	-0.87037195	2.1704105	240.8675	1.5055182	1.5467516	-0.025402308	-0.0032013501
412	1.8544487	-0.23646314	0.25368112	348.92953	1.2728326	1.47615	-0.031518252	0.046432656
413	4.7203275	0.48247768	2.260377	509.91973	1.5132302	1.4307021	0.029899921	-0.04961782
414	2.4522702	0.58745656	1.8776728	2169.947	1.8549892	1.7516367	0.044469015	0.036401912
415	1.8888472	0.44034228	0.63439008	185.44612	1.4684808	1.4295439	0.042056587	-0.0036744162
416	4.9797491	1.0863967	0.35560538	272.11606	1.4609308	1.44277	-0.036227639	0.030222525
417	5.9843335	-0.43067086	2.4323933	326.45664	1.3641661	1.4242688	0.038480793	-0.0077830994
418	5.219651	0.035043235	0.7309455	185.40147	1.5555571	1.3963886	-0.037527941	-0.042441344
419	1.2049625	-0.39949839	1.7423824	161.56491	1.4368909	1.3669201	-0.025868741	-0.045304033
420	5.6528005	0.77485716	2.028717	123.13912	1.3034473	1.2008409	-0.042902272	-0.040466639
421	5.8909385	0.57387552	0.38426631	203.18881	1.4744739	1.4222124	-0.049258882	0.04669874
422	2.5938441	0.013806791	1.90151	3522.1586	2.1836671	1.9922299	-0.016007769	-0.03754086
423	1.8778523	-0.24600105	0.73894973	159.85065	1.3245481	1.3193557	-0.031185378	-0.027764414
424	1.8912925	-0.31954825	2.4994118	482.1592	1.4848	1.3312543	-0.02867072	-0.00011264969
425	1.3082926	0.49670988	0.64301837	177.17635	1.3114404	1.444436	-0.0028896501	-0.026090182
426	4.7457933	1.2087245	0.66008517	118.26474	1.4437754	1.3553205	0.014930207	0.04069165
427	0.098933519	-0.43118327	2.4996851	272.21515	1.4149269	1.330485	0.03728553	-0.032424012
428	0.7512605	0.7959086	0.64951998	389.27661	1.5930404	1.4536263	0.021299544	-0.0012711064
429	0.41305262	0.26107914	2.4590272	478.6645	1.4467268	1.6344524	0.044485394	0.013163293
430	5.7124211	-0.42794906	1.2830487	143.40215	1.4060091	1.5129237	0.040845826	-0.035013005
431	2.8913653	0.85313861	0.99341556	684.7425	1.5067009	1.5469176	-0.030024739	-0.049740892
432	2.212502	-0.78719105	2.7249917	1122.0741	1.5292484	1.8108525	-0.028868544	-0.011495393
433	0.87245331	-0.57926659	2.8016605	251.40729	1.4589627	1.4387112	-0.038879463	0.03358736
434	5.713999	-0.19800799	0.35160221	388.56885	1.3114092	1.6010126	-0.040745035	-0.037588598
435	3.3347052	-0.38009463	0.70052679	895.88992	1.6589727	1.428818	0.045171147	-0.049682503
436	1.6583535	0.38109002	2.6139723	240.78653	1.561991	1.4742413	0.049762978	0.03005385
437	5.2915258	0.89636536	0.84050988	132.78027	1.3025966	1.3816653	0.012997671	0.019853511
438	2.6868076	0.60515136	1.4685756	263.54687	1.2734899	1.4987126	-0.028086913	0.030489138
439	0.60070215	-0.63871681	2.0891164	474.9769	1.4794515	1.3339791	0.013656403	-0.037449598
440	1.33835	0.4191695	1.0757235	215.57682	1.34188	1.4005024	-0.0095145344	-0.023049205
441	0.29247382	-0.41228434	2.8206398	351.25591	1.4600786	1.369554	0.044880869	-0.0098634927
442	2.9517879	0.32253699	2.1141654	264.88315	1.4512266	1.3133318	-0.011762701	-0.013381169
443	0.84148113	0.51894195	0.75668092	553.78996	1.4345717	1.4797778	0.010886081	-0.007394861
444	1.9021102	-0.057368707	1.019005	150.01234	1.4161285	1.3570193	-0.011719441	-0.0076999344
445	0.62446548	0.098550308	2.6628134	140.1653	1.3455428	1.438388	0.022692856	-0.045118075
446	4.8330088	-0.50369182	0.91629192	463.33285	1.4295281	1.2994566	-0.017819274	0.036108107
447	3.9049356	-0.51891381	3.0854003	438.11513	1.3431958	1.5816778	-0.006782744	0.034882673
448	2.7885716	-0.57449005	2.875774	597.01083	1.510255	1.5731524	0.046229972	0.014394516
449	3.1064413	-1.5245283	0.41223761	440.92082	1.4620298	1.427739	0.01421669	-0.04422525
450	3.0871907	-0.46495154	3.0713025	729.92637	1.4607042	1.5044558	0.04806761	0.0034812506
451	3.3299153	-0.79207562	0.55238922	488.57777	1.5936385	1.4016412	-0.01641224	-0.044778567
452	1.8370838	-0.082110172	1.7106331	240.59161	1.2525095	1.4542237	-0.0018331825	-0.01208561
453	0.022109564	-0.83559875	2.7879082	452.44979	1.4879463	1.4192256	0.029639256	0.0066419407
454	5.2321609	-1.1607596	2.4802663	481.30942	1.4908848	1.5359056	0.01767765	-0.034637751
455	5.303536	1.1951171	0.73899052	373.69461	1.3444066	1.3408962	-0.014197849	-0.03732686
456	2.5901149	-0.42470718	0.66012358	318.13492	1.2615485	1.3134999	-0.0035432507	0.047887587
457	4.1387548	-0.82214882	0.52386763	533.23777	1.4346198	1.4777471	0.0078245786	0.033492424
458	1.2529527	0.039650583	2.4140965	313.7544	1.3361691	1.2038311	0.035144786	0.033878423
459	4.3044839	-1.204214	0.31006471	601.39534	1.4562108	1.5191044	-0.01961433	0.00605365
460	3.2710135	0.3675236	0.16343071	163.85493	1.620189	1.4074859	0.021852083	-0.030414729
461	5.4277523	0.11768122	0.87497653	251.01079	1.4628669	1.2625589	-0.040047315	-0.0093907491
462	4.9560441	-0.23516607	2.4171123	101.28501	1.2141116	1.3006841	-0.026294277	-0.0031523587
463	3.4835331	0.2842959	0.95732437	329.77055	1.311704	1.5880969	-0.048803235	-0.04116956
464	4.3470797	0.19678108	2.9464731	456.67475	1.5310078	1.5277538	-0.019610157	-0.026377592
465	5.5944394	-0.70693602	2.6022044	782.89491	1.5522725	1.3824926	-0.026851281	0.033903109
466	3.9723073	0.28910256	0.45072636	432.7777	1.4545123	1.527023	0.042267849	-0.022123412
467	1.1888945	0.35107382	1.2448826	123.9156	1.3402511	1.2153747	0.046573571	0.019960735
468	4.9979672	0.89251925	0.33620722	339.04746	1.4048363	1.5407657	0.032065146	-0.048311704
469	5.0214808	-0.12935686	2.0020642	149.49946	1.3007213	1.1687303	0.036886286	0.031219354
470	1.8687028	-0.15805443	2.5380878	379.03305	1.4174066	1.3554962	-0.016430745	-0.022951396
471	3.9192684	0.33487937	2.7745901	371.90942	1.3910144	1.393618	-0.040737181	-0.037721458
472	4.1567639	-0.28239245	2.738156	550.63404	1.6239799	1.4011918	-0.041311025	-0.044834189
473	0.89730539	1.2758201	1.2063519	461.74311	1.4301517	1.3287905	-0.011703342	-0.01158225
474	6.1102864	-0.42898985	0.48800626	867.37047	1.6785228	1.7510005	0.040095714	0.023769111
475	2.9932586	1.1714873	1.8533176	250.31629	1.4607167	1.4215034	0.027543238	-0.020306866
476	4.6030876	-0.65171698	0.29299158	354.07851	1.4187009	1.4195542	0.0068079025	0.0027547756
477	0.050561623	0.48813634	1.1414901	204.35051	1.2927789	1.2969651	-0.0096631384	0.0029964924
478	4.3506375	-0.18126339	0.662716	89.112995	1.2967579	1.3129589	-0.01772629	-0.029250025
479	6.1663472	0.72066164	2.6016182	382.47402	1.4027916	1.5175407	0.042810418	0.028978466
480	2.8020066	-0.4787373	1.0062585	126.59775	1.3220656	1.4559027	0.028154466	0.0097067287
481	5.6575054	-0.32502146	0.59604164	346.46855	1.4651564	1.4383241	-0.031839094	0.03936179
482	0.73497034	0.30797684	0.65423195	387.1168	1.3279646	1.2151511	-0.012001016	-0.030537919
483	0.23397558	0.45780256	2.109041	296.62667	1.504715	1.3642439	0.024063773	-0.016010068
484	5.8891629	-0.58286098	2.4945864	315.07464	1.3042258	1.4335712	-0.033962583	0.039943537
485	6.1367767	0.83715483	2.976384	428.64336	1.3882167	1.4953478	0.039067626	-0.034913315
486	1.3606986	-0.709505	2.9483946	621.97295	1.39447	1.5100719	0.045434198	-0.013055029
487	4.9895477	0.16908201	2.9078283	464.09443	1.4317968	1.4332489	-0.027229287	0.03785416
488	1.4299624	-1.0497894	2.977906	189.80582	1.3584389	1.3608567	0.016033238	-0.048264606
489	4.204075	0.72729416	0.75881371	306.44658	1.4367168	1.4542123	-0.037576594	0.036613008
490	3.0487708	0.23937296	2.8634716	124.1031	1.3742906	1.3371477	-0.0042366416	-0.006440765
491	2.718017	-0.50926292	2.5415379	129.64068	1.467502	1.2377809	-0.027478868	-0.04120552
492	5.6587286	-1.0343622	0.14849688	647.01971	1.3334641	1.6540557	0.008350346	-0.014172531
493	2.0812753	-1.0773543	0.33155964	431.76008	1.4766524	1.2551013	-0.0027362145	0.024513049
494	2.0482076	-0.88984479	0.5638318	321.46942	1.1697006	1.4488396	-0.023490814	-0.040216234
495	4.9886076	-1.1899143	0.99542154	68.213048	1.4613963	1.3696598	-0.006826798	0.03109523
496	1.3860974	0.82954319	1.9324599	2054.0422	1.736397	1.6459912	0.005697004	-0.021687494
497	6.1425291	-1.0683565	2.72638	437.06192	1.4878886	1.295719	0.027163814	0.0054641537
498	1.1465232	-0.82414005	0.91534455	280.52075	1.3268884	1.3463793	0.040633924	0.012104301
499	0.66817125	0.17468688	2.6406653	267.00004	1.1843655	1.5093089	-0.022260331	-0.019877708
500	0.43377351	0.12478112	0.17364845	306.73679	1.4146849	1.3960879	0.014861388	0.017817685
501	2.9214697	-0.17020334	0.069256512	224.15806	1.4010026	1.3936507	-0.033690102	0.0053477389
502	0.70848796	-1.0795235	1.192299	368.08153	1.322702	1.2787714	0.025652755	0.03302553
503	2.3727422	-0.61640364	0.50150444	578.72199	1.4574179	1.4831186	-0.043760588	-0.025884624
504	2.0157057	-0.04035714	0.89045422	121.64811	1.3264521	1.3970217	-0.01316212	0.019469067
505	3.926001	-0.47475023	2.6502892	393.75102	1.4167228	1.5275268	0.040270257	-0.047827628
506	5.8561936	1.1696952	2.058796	135.38346	1.3046044	1.3426525	-0.0020637927	-0.046481849
507	2.9163811	1.0604603	2.4260855	357.42185	1.145418	1.4295193	-0.012226305	-0.00354274
508	1.1886995	0.07464779	0.64092372	343.20621	1.4986562	1.4474056	-0.019848346	-0.033930567
509	1.5891543	-0.6300939	2.5727748	279.60318	1.4988186	1.3343425	-0.022758948	-0.035193043
510	2.5098788	0.77930232	0.4609494	340.9392	1.3117393	1.596218	0.026995557	-0.023998744
511	5.0909448	1.0988705	0.31962382	188.51468	1.2777323	1.3849006	0.029546515	-0.046174109
512	3.0350892	-0.25737185	2.5348367	232.93188	1.4147114	1.483887	0.016994382	0.026392195
513	4.5953349	-0.62919815	0.45753056	766.10962	1.5385658	1.4637188	0.039649387	0.0097610447
514	4.4287949	-0.56656444	0.1983066	4039.8307	2.0979751	1.9974834	-0.006894926	-0.029246983
515	6.0741261	-0.17107247	2.435288	458.34898	1.5991449	1.4093326	-0.046892005	-0.00061367365
516	0.86893674	0.3744039	1.2940636	3488.1702	2.2637922	1.8875337	0.049638608	-0.026772975
517	6.1045707	0.89598907	2.6803783	286.77187	1.5609912	1.210202	-9.6071952e-05	-0.025529284
518	1.296689	-0.73930549	0.31220596	609.39682	1.436494	1.4289156	-0.015695173	0.0060983761
519	1.9802399	-0.98494053	2.7720713	449.98207	1.5136316	1.5436769	-0.035729882	0.0010882897
520	1.3043845	-0.37811835	2.532016	525.79476	1.5143299	1.4627638	-0.04062547	0.01371966
521	1.9025467	0.65139845	0.71017165	160.28616	1.3669372	1.4368113	0.049750137	-0.0075129873
522	5.0345295	-0.10528752	2.3307377	257.64666	1.4062448	1.296677	0.0025138022	-0.04493342
523	2.987701	-0.28719153	0.19101278	1569.2639	1.7516885	1.7961175	0.030590428	-0.029431284
524	3.02959	1.4314307	2.3340038	81.971897	1.4437622	1.352856	-0.018931503	0.041637868
525	6.1681908	-0.83250762	0.43519796	186.70747	1.3701112	1.3037595	-0.031250034	-0.028916827
526	2.5626577	0.82520031	2.4868393	242.70145	1.5932741	1.3154309	-0.0026510569	-0.0040016491
527	0.42728549	0.55629482	0.46995537	126.0551	1.3954379	1.4036458	-0.041536753	-0.049905426
528	5.3188273	-0.818416	0.65507131	3296.5678	2.0839901	2.2782925	-0.035610707	-0.038113033
529	3.113215	-0.65720613	0.88103236	529.86479	1.388025	1.3380824	-0.046150112	0.024566795
530	5.8925202	-0.5293513	2.4845275	662.70391	1.4227602	1.5883731	0.024162275	0.027928468
531	1.5713505	-0.39536492	2.2994278	365.49177	1.5011878	1.2182585	0.029847413	-0.0071436908
532	1.8076967	0.53841514	0.68070312	654.36853	1.5218948	1.5545935	0.03977666	-0.0067103397
533	0.69371957	-0.045498333	2.3505962	419.59577	1.4908486	1.6234075	0.02068359	0.0020657662
534	2.0142079	-0.46692858	0.5748315	514.16849	1.5052672	1.4417069	0.030178327	-0.040087339
535	5.4056468	-1.1674217	0.79396667	375.94111	1.4288033	1.4423883	0.044087163	-0.034667366
536	5.983793	-0.94437344	0.29475321	622.10152	1.5581474	1.5770007	-0.033298881	-0.018756142
537	5.5155034	-1.0118114	0.3742464	4748.8518	2.2896011	2.4397115	0.014607004	-0.0068706249
538	4.5148433	1.4906037	1.0142377	296.24561	1.3692397	1.350894	0.008601334	0.023458524
539	3.1699469	0.36732689	0.39948683	547.93379	1.5327705	1.621211	-0.015379549	0.011354106
540	0.90182197	1.1541939	0.11681396	348.72902	1.5285962	1.5042405	0.030397556	0.049201666
541	0.86236591	0.87402196	0.35147838	247.00034	1.2799179	1.4373597	-0.0084678916	0.036013048
542	4.1694125	-1.1284753	2.9054401	340.50049	1.4152814	1.3364879	0.0027084681	-0.036211298
543	0.7818059	-0.31635701	2.9845668	393.63356	1.4606703	1.4748303	-0.027677435	-0.04594127
544	5.1120943	0.52319575	2.707987	253.06128	1.3071512	1.322297	-0.040498671	-0.048525019
545	1.6692816	-0.23098721	0.20441562	839.25967	1.7118102	1.5819688	0.035443216	0.034726079
