simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z	polarization	coa_phase	geocent_end_time	geocent_end_time_ns
723	0.0081774427	1.2779812	2.0610444	227.52722	2.1561776	1.8951211	-0.011464037	-0.086833859	2.969111680984497	2.41164231300354	1020433390	566837192
746	3.8655015	-0.75368905	0.59838863	513.91937	2.9641936	2.1566015	0.44198508	-0.15498804	5.824253559112549	3.041985511779785	1006421601	955592036
750	4.7828212	-0.0046728938	2.0480486	117.74911	2.9155365	2.0179155	-0.10574719	-0.18455083	4.923788547515869	1.9527368545532227	1008691990	174486279
751	2.5378043	1.3392479	0.14659255	334.24772	2.5559581	1.7780672	-0.0095637445	-0.025128378	0.16666832566261292	-2.9561755657196045	1009209637	910119057
759	5.1611678	1.0480132	2.8105483	211.50288	2.7720132	2.0184215	0.62819434	0.0061852883	2.930088520050049	2.6047070026397705	1025367161	926028848
767	2.2521078	1.023823	0.73461978	131.38838	1.5120604	1.4810426	-0.014309172	0.038356793	4.053135395050049	-1.8465203046798706	1023911445	847632408
776	3.5090675	1.0196373	2.406507	335.45177	1.7954032	1.2119552	-0.28160978	-0.0061087805	4.869909286499023	1.5453786849975586	1010864393	403734326
779	1.4852834	0.16217443	2.5233025	506.82654	2.3582182	1.6924462	0.12000407	-0.17130225	4.168055534362793	0.9475269317626953	1001839624	457132339
791	5.9103768	-0.77130121	2.6893703	286.19251	1.5830793	1.4940198	0.0030760834	-0.32874548	0.7075513005256653	-2.7488691806793213	1009878950	381984949
801	1.8176483	-0.28893814	2.5298511	503.64646	2.6325618	1.6041948	-0.0031662699	-0.082001857	0.37640413641929626	-1.6649521589279175	1020845138	266511679
803	5.4413839	0.68381456	1.0084968	301.71618	1.6375742	1.2528886	-0.074015044	-0.081215477	3.5463368892669678	-0.9215426445007324	1006895388	22803783
843	5.0230949	0.33666116	0.59705858	405.18438	1.4674337	1.369555	0.35790617	-0.18222993	0.8345593810081482	-0.3703041970729828	1015073272	885777593
857	1.4934371	-1.0155298	0.31831732	448.79429	2.3427614	1.583536	-0.0026513347	-0.05285376	5.4554948806762695	-0.5916625261306763	1012305839	644486308
869	5.9861271	0.022557631	0.36244151	512.99391	2.0888003	1.8951276	0.10680553	-0.052676503	3.5147712230682373	-1.9536982774734497	1010797168	115105867
890	1.4330089	0.35245697	0.25096124	547.36433	2.820958	2.497115	-0.0091526658	-0.20585011	3.009489059448242	-2.850052833557129	1004448240	957683325
892	5.0134323	0.37560093	1.6118358	3197.4163	2.6641979	2.5113529	0.01585763	-0.015020267	0.9295092225074768	1.4060384035110474	1012115136	149392486
894	1.0266933	0.40677761	0.70350486	327.34478	1.4322802	1.2850808	-0.066191422	0.14617079	5.611705303192139	2.72957181930542	1005380375	290566087
914	5.6061179	0.87191628	0.60030928	374.90454	2.1560767	2.0756378	-0.097753241	0.093965077	5.30029296875	0.37119197845458984	1018281651	60806990
915	3.5763975	0.76789117	0.22670469	261.84808	2.3802708	1.8327033	-0.35719799	-0.066231432	1.055417776107788	-2.655574083328247	1006826145	578091860
935	0.45837209	-1.1357318	2.8901667	429.72675	2.8181407	2.2637539	-0.56641878	0.17684945	2.3975203037261963	0.8166524171829224	1031026217	357873082
939	3.430437	0.24350868	0.48519062	271.76445	2.6258481	2.6248267	-0.0014321674	0.052531152	2.781519889831543	-0.40995490550994873	1003026183	700659156
951	0.1064791	0.33566217	1.916967	97.350455	2.307108	1.4878023	-0.19473988	-0.094572752	3.618673086166382	-1.291720986366272	1013221896	574289918
953	0.46736486	0.61739658	0.41697963	264.30626	1.9331581	1.52444	-0.18847648	-0.15139291	3.371917486190796	-0.7407105565071106	1014763499	403525710
957	4.349601	-0.84987048	0.56592694	833.05275	3.0888444	2.4185625	-0.015584065	0.017259935	0.026391377672553062	-0.4580681025981903	1009529201	864073157
978	1.6954338	0.35597486	0.99939927	253.37252	2.400584	1.7895166	0.21160351	-0.016943701	0.9970948696136475	-2.334627151489258	1019167891	8224607
989	2.5466237	-0.63454526	0.82740185	258.93993	1.9148132	1.6564254	0.0065849839	0.1918133	1.347097635269165	-1.479103446006775	1022857999	645488620
992	3.1591873	-0.72037884	2.316169	340.91124	2.3253968	1.5719685	0.026691112	0.10584123	2.366671562194824	-0.5808439254760742	1004675826	52751899
1002	4.449854	-0.55933237	0.49292724	773.48881	1.934303	1.6805541	0.034302326	-0.2198494	3.6010305881500244	2.8647477626800537	1027440037	285076737
1025	4.1380222	1.2431057	0.93117885	812.07088	2.3171753	2.1855918	0.065732947	-0.078390419	1.38860023021698	1.3261531591415405	1020598152	583219290
1032	3.2543455	0.14265269	1.7639191	221.74147	2.015953	1.9603111	-0.21684555	-0.24187819	0.0831374078989029	-0.15513840317726135	1014152472	122851253
1036	4.9123244	0.93522751	0.49735282	412.49806	1.5740633	1.4431689	-0.054496173	0.10542563	2.35792875289917	2.0423927307128906	1013613519	436564803
1039	2.453687	-0.74446476	0.61510036	241.12267	1.7705017	1.287134	-0.022348493	-0.020809895	2.7638847827911377	-2.2040936946868896	1013981034	390046239
1042	1.1005696	0.22461095	2.6592902	240.55521	1.6583683	1.4532836	0.073262126	0.18223916	1.2391799688339233	1.7688934803009033	1007710773	457756758
1050	5.7100894	0.46290313	2.4702008	1123.1312	2.784393	2.6768421	-0.029472469	0.090618632	0.3108770251274109	-1.8152557611465454	1016382540	137207747
1055	4.9256674	1.2335192	0.27631605	448.23256	1.6019137	1.5474625	-0.06516225	-0.078780227	2.65277361869812	2.243690013885498	1016649626	54028153
1058	4.6224464	0.57030699	1.0085487	791.88948	1.5568901	1.402611	-0.16673618	-0.13119211	3.988065004348755	0.16435085237026215	1005204785	3407478
1075	5.5079227	-0.3293826	1.2256601	212.98883	1.4074217	1.3248521	0.02832184	-0.069518895	4.266506195068359	-1.0435162782669067	1002506466	3594041
1077	0.49847375	1.2656354	3.0718413	429.25413	1.7992745	1.6725276	0.050229603	-0.011226831	4.861631870269775	-1.3772293329238892	1000244305	537647963
1081	0.58079806	-0.62459022	0.64189061	1256.8121	2.4808215	2.218296	0.20666946	0.075236509	0.5425499081611633	-1.3463021516799927	1016678840	420922637
1091	6.0738404	0.14597244	1.4815439	243.64938	2.0288923	1.2335752	0.024353145	0.013936626	3.3677780628204346	1.7919576168060303	1008480371	348539233
1093	5.7722913	0.6762372	2.8856172	951.29904	2.472628	1.9212193	-0.041509471	0.047229426	3.3318963050842285	-2.4455127716064453	1016988291	546862125
1098	6.1999691	0.32815701	0.61152108	342.3573	2.6187223	2.4553198	0.21123065	-0.087891653	0.339727520942688	0.18635867536067963	1006400179	525709510
1106	2.136317	-0.80634706	2.8158076	687.76581	2.2535868	1.9680096	-0.19225979	-0.096353667	4.928022384643555	-2.2574541568756104	1030162486	702719808
1126	2.6205334	-1.0127054	2.220312	403.51064	1.5336582	1.4742601	0.019666539	-0.036260935	6.229578495025635	2.565208911895752	1008015805	261485219
1129	1.8122706	1.1688192	2.5404942	315.69163	1.9697195	1.293481	0.041525809	0.0014063231	3.155050039291382	2.802412986755371	1006078423	323162556
1140	0.14077402	-1.0652737	1.9077681	210.99271	2.1392985	1.3486394	-0.10202059	-0.058267328	3.1207358837127686	2.369523048400879	1000169304	384328485
1142	2.7340973	1.0629523	2.4613312	528.27449	2.0210344	1.8479712	-0.033521672	0.16093161	4.698465824127197	1.9140264987945557	1022307432	84492564
1143	6.0889628	-0.89712578	2.8616795	520.68868	2.5441247	2.0464111	0.18754902	-0.04645185	4.8274641036987305	-0.9893872141838074	1010299666	148491025
1159	3.1925585	1.3752501	0.56698696	1725.9223	1.8637535	1.5646865	-0.0061345514	0.22067153	2.351285219192505	1.130087971687317	1007055411	925339460
1182	1.2122284	0.79591432	2.2943338	375.42677	2.1001497	1.3957936	0.30638996	0.19288404	5.336069107055664	0.03156241029500961	1027340243	589023352
1204	0.60758707	-0.14610616	0.54107674	430.3122	2.3533935	1.9070262	0.1172798	0.076289587	5.699392795562744	2.2892696857452393	1024117087	1821399
1211	3.5575316	-0.3370554	0.89504904	204.44231	1.9491097	1.1954221	-0.16210875	-0.0895144	5.282876968383789	-2.2067034244537354	1017931987	694896340
1223	1.4584061	0.75990842	0.40070419	261.03032	1.3662188	1.3574352	-0.051192713	-0.26714173	1.2503336668014526	1.1348203420639038	1022225945	140537620
1232	0.5730812	0.61464287	0.48587702	643.17834	2.0298581	1.6326701	0.21202778	-0.021220018	1.8866099119186401	-0.4769286811351776	1027169105	587707758
1241	3.0390904	0.74187827	1.4081326	468.83274	2.9753768	1.4613341	0.40466174	0.063081529	3.851330518722534	2.177757501602173	1006958507	57929873
1256	5.5483456	-0.65554937	2.4933942	335.48678	2.2072873	1.9516228	-0.17300271	0.14015992	3.281403064727783	-1.4626598358154297	1025201448	49014211
1261	4.0333233	1.065655	0.96093615	132.31587	2.4892418	1.6697017	-0.024524176	-0.043160179	5.191279411315918	1.0639549493789673	1004977641	535414577
1266	1.5404128	0.57735583	0.35109505	1215.3064	3.3474738	2.5263988	-0.011913812	0.33283012	5.712701320648193	-0.478617399930954	1010642729	788384557
1276	4.8905295	-0.38051792	2.2361397	299.59699	2.2993393	2.132176	-0.046139464	0.0033950934	2.869617223739624	-2.418901205062866	1012883739	547330379
1280	1.0964125	-0.38172647	0.40638885	770.1846	2.2049508	1.4836118	-0.042599164	0.0066974271	6.265501976013184	-1.004521131515503	1020244142	759171247
1290	5.0594542	1.4123826	2.3868833	546.1761	2.3508771	1.9697585	-0.021598042	0.051676475	0.48971840739250183	-2.9103105068206787	1012334355	123682261
1302	3.1543037	-1.318086	0.58760961	322.99051	1.4850357	1.3373626	0.13492039	0.28508488	1.1988290548324585	1.2122390270233154	1014857297	281751037
1311	1.2707087	-0.74829055	0.37488515	321.86141	2.5798288	1.6892376	-0.00220596	-0.10106292	5.405200958251953	2.4062716960906982	1026445648	711420536
1335	4.1576181	-0.78535965	0.41475978	557.56757	2.6885805	1.5094211	-0.077026664	0.044188226	2.626084089279175	3.07566237449646	1027094648	438930392
1336	3.5793091	0.97739596	2.3075881	453.64279	2.0383921	1.7315414	0.12159735	0.0014016374	3.7316269874572754	-1.6641658544540405	1010908202	43493152
1344	0.2661337	-0.96824493	0.89935838	510.1539	1.8835505	1.6536049	-0.17960603	0.01106705	1.5866566896438599	1.859352946281433	1008071320	7680893
1358	4.6325261	1.0811491	2.8970019	881.65638	2.0873311	1.4514855	0.17634866	0.078336041	4.283809661865234	1.7577580213546753	1014834721	843966126
1368	2.5484927	0.22665405	2.9505265	352.15794	1.5144967	1.4652034	-0.041878701	-0.012480758	4.111685276031494	3.0045249462127686	1025631814	186056376
1371	1.353741	0.27743014	2.5368369	487.07605	2.9918325	2.6012167	0.091915167	0.098628089	3.6405465602874756	-1.2571096420288086	1017484061	939003110
1379	4.690128	-1.4020734	0.97824873	155.60426	1.7590209	1.6424274	0.0025991197	0.03721745	3.3466944694519043	-2.930560827255249	1005455402	740494967
1383	4.9961811	-0.34483668	2.2913662	517.42652	2.144987	1.9108007	0.13092103	-0.17183235	0.06309705227613449	-2.569552183151245	1009950804	359804869
1386	0.92441874	0.7455567	3.055594	618.15171	3.0973302	2.8144801	0.38861279	-0.27874712	2.1289443969726562	-0.38570210337638855	1029747024	965841055
1390	3.2561373	-1.0214302	0.64307781	269.26357	2.1002592	2.0586269	-0.25208753	0.22425655	0.09136193990707397	-2.871382713317871	1004546605	60688734
1392	3.4984949	0.56058181	0.37246664	264.69866	2.8243654	2.7129176	0.0050776631	0.28608483	3.8074889183044434	2.584186315536499	1017710709	318636179
1416	2.0165279	-1.0139524	0.81906536	602.56586	2.1943423	1.7863643	0.02612102	0.12735865	4.700563907623291	-0.19007326662540436	1012841661	919860721
1420	2.1998207	1.076666	2.3219577	319.71088	2.5987344	2.5239834	-0.0071364158	-0.032084235	4.012381076812744	1.7322304248809814	1001781763	487226009
1421	4.4183	0.84723082	0.41273075	498.33905	1.7643614	1.288308	0.065783056	0.033736207	2.897522449493408	1.298445463180542	1016795353	805184364
1425	4.7334083	0.58790092	0.76926264	389.65459	2.6656544	1.9763643	0.0086604376	0.059132437	3.970757007598877	1.823892593383789	1023092610	453649521
1427	2.7748629	-0.019112418	1.2504363	85.438046	1.9435827	1.7740218	0.17143462	0.06431723	2.5144600868225098	1.9757131338119507	1026515257	738588572
1439	5.7306251	-0.53179733	1.6541653	207.40918	1.6832061	1.606061	-0.048603171	0.032746725	4.833968162536621	2.728346347808838	1021929233	268257022
1442	3.4083627	0.17495997	0.13261045	523.72522	1.56189	1.4761469	0.13529367	-0.051457914	2.1618285179138184	-2.8994226455688477	1004976147	240851283
1452	3.7383645	-0.51664186	1.2831245	233.05795	2.3381254	1.4260085	0.0054263125	0.11064705	4.01251745223999	-2.3877742290496826	1031190641	920005918
1473	0.93493421	-0.80086509	2.3987098	348.50654	1.7813701	1.2477137	-0.11731648	-0.0020772461	5.910499572753906	-0.046321578323841095	1005253380	257144451
1476	4.2577341	-0.52599248	1.1231054	263.29353	2.3181847	2.1778143	-0.058226862	0.023675143	3.231297492980957	-3.1268343925476074	1022609865	38105726
1488	3.5961341	-0.62299484	0.49409544	445.66823	1.7074775	1.5228826	0.22244773	-0.12246769	4.176152229309082	-2.2997937202453613	1002790526	337568879
1518	3.0756199	-0.27049559	0.16463085	530.91682	1.9928795	1.7271365	0.011012275	-0.060755438	5.3389129638671875	-2.8831264972686768	1014828092	2738237
1522	4.482008	0.41333563	0.92783034	205.25368	1.9169079	1.3450356	0.047885103	0.078665645	4.611699104309082	-2.828178644180298	1017468358	472504973
1526	1.3406331	0.67580922	1.2689678	126.7887	2.2198872	2.036243	0.078348826	0.20010881	1.1617048978805542	-1.7062681913375854	1026539180	481099248
1537	0.58170853	-0.44826734	2.1653648	398.54275	1.9341567	1.2805234	0.012822488	0.23313845	2.390763759613037	-2.892118453979492	1025560794	576479554
1554	1.5998689	0.7810387	0.54823959	900.21981	1.9612341	1.8466067	-0.040453715	-0.23394501	3.0236313343048096	1.513311743736267	1004182396	834295392
1556	1.1773689	-1.0453418	2.1759291	311.77396	2.059051	1.6998924	-0.0084118387	0.11484001	6.007044315338135	0.33322206139564514	1009823037	795045376
1557	1.8679448	-0.5790896	1.8875759	301.80865	2.9790521	1.5946853	0.00026616993	-0.022030632	5.658045291900635	1.23200523853302	1013515421	575600266
1584	0.13302199	0.82725029	0.9636315	258.74655	2.3122027	1.7574126	0.01734754	0.011854001	2.1572070121765137	1.396923303604126	1026997067	206055045
1596	1.7907197	-0.27158158	0.34971083	544.57116	2.6062981	1.8369074	0.046116138	0.2882618	3.4877102375030518	1.9184762239456177	1001124073	89984894
1599	3.1711954	0.73755031	0.43125127	270.51802	2.2977912	2.1549688	-0.012255734	0.022731245	2.1914663314819336	1.2205134630203247	1008522046	720761538
1624	4.0077064	0.43021971	1.2300746	6.7144836	1.2959041	1.1660332	0.012689686	-0.14450078	0.4250452220439911	-0.9702220559120178	1028439324	40391684
1632	4.157458	0.47517977	2.6431286	352.07498	2.0642458	2.0147776	-0.017019301	-0.03860198	4.419095039367676	1.5874513387680054	1019004912	658478975
1638	2.8444334	-1.039798	0.41727304	108.53399	1.2361729	1.1578489	0.22229374	0.031070636	4.7540178298950195	2.3821911811828613	1014601576	663630843
1649	3.2725865	-1.096946	0.18922028	899.07681	1.6714718	1.3984133	0.0046268921	-0.3513319	2.949312448501587	0.4241870939731598	1027955861	697416425
