simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z	polarization	coa_phase	geocent_end_time	geocent_end_time_ns	gps_time
566	0.81032889	0.1318375	0.3971431	382.2934	2.3789954	2.2470437	0.14204418	-0.046473611	5.52762508392334	-1.2916988134384155	1018418134	66051126	1018418134.077616
572	2.6894911	0.64489384	2.4759768	214.66787	2.5766225	1.8802561	0.1225053	-0.26032008	2.6637232303619385	-0.856260359287262	1001619359	843978643	1001619359.824951
573	1.0336457	0.57272927	0.94861214	260.56681	2.5586422	2.2491581	0.1721614	-0.12216629	2.8458731174468994	2.3900206089019775	1023705945	202051163	1023705945.196561
579	1.2790212	0.62251984	0.92001559	182.0584	1.4821264	1.4106323	0.076337675	0.01233029	1.641454815864563	0.3838469088077545	1017014103	209239721	1017014103.188749
583	0.57647477	0.97924433	0.93557624	187.28647	1.572348	1.3129117	-0.27479791	-0.013484946	3.9205076694488525	-2.8487868309020996	1016059517	868167639	1016059517.849017
586	4.7685348	-1.0641022	2.4175315	233.07082	1.8058418	1.7939855	0.13427727	0.14779776	1.7372932434082031	2.509162664413452	1001308160	942767382	1001308160.951988
607	6.002164	1.1587567	2.9590777	225.77487	2.1886457	1.3641882	0.026611629	-0.37733561	4.194145679473877	-1.8745449781417847	1009211025	339513540	1009211025.329169
608	5.4467005	-0.075694838	0.47992033	541.25691	2.0764647	2.0147871	-0.26946672	0.059200065	0.18134838342666626	-1.7344788312911987	1001429728	777441978	1001429728.794149
616	3.9089746	-0.66672438	0.77339487	280.52702	1.775885	1.2870527	0.16567165	-0.094401831	5.727207660675049	0.4768596887588501	1003056426	801715136	1003056426.81665
628	6.1793294	-1.0586067	1.6060316	158.95027	2.4462075	1.4069027	0.10008383	0.052032248	4.89802885055542	-1.4566868543624878	1026164920	41271806	1026164920.060547
641	1.945415	-0.22953921	1.071389	154.46866	1.5404923	1.2508271	0.10990396	-0.0070132092	2.8100643157958984	-3.022712230682373	1015027185	668955922	1015027185.660748
666	4.2005184	0.74689065	2.7490041	331.92479	2.4707559	1.6871455	0.058156359	-0.077223959	0.7858620882034302	-1.6450295448303223	1018519728	520356059	1018519728.500136
667	4.6103201	-0.72769659	2.986707	105.44997	2.1172741	1.3449547	0.13615983	0.18649239	5.247532844543457	-0.7163235545158386	1027498489	846757889	1027498489.84962
672	2.1539093	0.46768821	2.6642966	271.02055	1.7917279	1.6893358	0.085326927	0.1055895	4.066648006439209	2.2892746925354004	1003472637	975765705	1003472637.972543
674	1.9395558	0.21499679	0.35565294	828.40766	2.8501212	1.8399985	0.021020075	0.20504273	3.7403860092163086	2.161250114440918	1011415102	74003935	1011415102.056068
686	6.0604071	-0.47755148	0.2346249	314.45856	1.8172167	1.7684457	0.0009363946	0.15792696	1.388464093208313	2.1310951709747314	1013234487	304788589	1013234487.319946
689	2.1872728	0.64439642	2.3635282	270.94261	1.6639686	1.4741776	0.045166061	-0.26277196	4.468762397766113	-1.388037919998169	1026762868	542015314	1026762868.521118
701	2.2299417	0.66770611	0.65318393	464.68236	2.5479334	1.3779478	0.22379784	-0.11050262	5.654616355895996	1.184727668762207	1017194552	366257787	1017194552.346009
718	4.4922154	-0.030404009	0.31188722	384.18731	2.1356376	2.04481	-0.16730896	0.019378521	0.8624526262283325	2.148607015609741	1030665400	731641769	1030665400.71627
725	5.3197008	0.44987752	1.3553502	148.25284	2.3993904	1.8645662	0.0663189	-0.089892777	4.652714729309082	-2.180283784866333	1025428017	170235872	1025428017.150513
748	2.7528749	0.22949971	0.80241344	458.07706	2.8066868	1.909754	0.21870034	0.044507381	4.510679244995117	-0.9167287945747375	1028909410	273586988	1028909410.268436
767	3.7892828	0.79142853	2.0095681	568.69015	2.1983039	1.5168323	-0.042964983	0.21509245	1.2756061553955078	3.044933795928955	1016015776	816635847	1016015776.796532
775	4.1521491	0.78223604	2.5512574	407.38584	2.7100275	1.8151372	-0.18127393	-0.24788615	3.0310912132263184	-2.8041787147521973	1017411864	935262442	1017411864.919665
781	4.6767594	-0.55385234	2.2643729	165.43395	1.3361079	1.3215358	-0.026658968	0.039451194	1.5052611827850342	1.0982030630111694	1028053246	321388	1028053246.016479
782	1.0604796	-0.73797748	0.52439052	430.74802	1.832567	1.524651	-0.24306023	0.019187084	5.863016605377197	-1.3430308103561401	1001030826	322240353	1001030826.342308
790	5.7863903	0.85619391	2.0043294	242.48207	2.5510334	1.8960097	0.017934765	0.037752775	5.802387237548828	0.4360086917877197	1025523646	81713200	1025523646.062387
817	0.22449393	-1.0617218	1.7159071	151.9588	1.8224966	1.7276702	0.089548815	0.11654343	3.600769519805908	-2.293947458267212	1030145907	805175662	1030145907.824399
833	5.0307377	0.2230838	2.6239343	140.6041	2.6884676	1.7664393	-0.12964514	-0.1413006	0.9921470880508423	2.004126787185669	1000491950	10335565	1000491950.012451
841	3.3970638	-1.1646312	0.70779116	601.49661	3.1226908	2.6583707	-0.1890382	-0.020045107	2.133265733718872	-2.2427186965942383	1022420132	709604383	1022420132.727036
846	1.5994318	-1.4123761	1.31975	119.18248	2.5397857	2.2538771	0.058162317	-0.019328683	5.010069847106934	1.3488787412643433	1027263266	197885990	1027263266.211304
891	0.83288314	0.46881203	0.89334737	290.1779	1.7323744	1.6470639	-0.012690596	0.068559775	4.291792392730713	1.0761959552764893	1027680463	246533394	1027680463.230745
900	5.065992	0.1265409	2.3061831	152.44835	1.9798066	1.9221952	0.1933166	-0.16501534	3.468600034713745	2.4612743854522705	1030381348	870916843	1030381348.884187
908	5.7062019	1.1148787	0.41496866	539.31069	2.9443424	1.3471191	-0.15940783	0.091776246	0.4708040952682495	-0.3367651104927063	1005265025	776481986	1005265025.75844
929	3.758324	1.1568703	2.7428007	317.34816	1.8732167	1.6733543	0.021010731	0.35129116	2.6962080001831055	0.7054065465927124	1003698543	979425669	1003698543.961706
940	0.77556934	-0.31091208	2.7428101	187.78851	1.8471484	1.6709725	0.094035461	-0.13247444	3.4539878368377686	-1.0761398077011108	1011891115	50224662	1011891115.065918
965	0.58040416	0.66729765	1.0341158	101.06073	2.6977477	1.6149579	-0.71745171	-0.13792754	5.181148052215576	2.3454270362854004	1000375814	266087890	1000375814.245708
968	2.7286697	-0.97552121	0.41201036	555.71641	1.6912056	1.6304317	0.061259754	-0.043949116	0.5539747476577759	-3.0824661254882812	1008621983	197147369	1008621983.215485
978	3.5179004	-0.86875363	1.3592922	102.57748	2.0384265	1.9633142	-0.021833092	0.06383039	1.019232988357544	-1.6005829572677612	1019966514	498784065	1019966514.499092
999	1.2644251	-0.42840623	1.2632257	140.60587	1.578269	1.2186665	-0.27078904	0.068578426	2.6915388107299805	-2.18698787689209	1014736307	958240986	1014736307.977173
1010	4.4500924	-0.04560966	2.4702528	148.88658	1.981915	1.3728358	0.014518936	-0.055068166	6.076519966125488	1.0348337888717651	1016715276	690958381	1016715276.676283
1018	0.90988734	0.49588566	0.53688078	349.54032	2.5102436	2.5078192	-0.077058311	-0.024515441	6.238801956176758	-0.10920701175928116	1016475726	202579975	1016475726.188974
1021	0.99848835	-0.11539904	2.6879434	158.12545	2.1717148	1.57953	0.046027209	0.11097388	4.117147445678711	3.111837387084961	1007879141	256785393	1007879141.243159
1029	5.1658515	-0.24562761	2.5947727	360.56273	1.8089837	1.5968747	-0.11623559	-0.13125578	3.6825289726257324	-0.9361208081245422	1019270788	713151217	1019270788.729104
1031	4.8171439	-0.37674425	1.9002952	209.82694	1.7063083	1.5443712	0.21977274	-0.11881715	4.85110330581665	3.054075002670288	1001762136	823852539	1001762136.843518
1038	6.0834856	0.95313662	2.3782441	162.60963	1.7135896	1.5296616	0.047015109	-0.02561166	0.5674200654029846	2.5796256065368652	1022625868	959961653	1022625868.960815
1042	4.376446	-0.62188858	0.65351432	174.11338	1.9188639	1.4159413	0.013926003	-0.13014172	4.33683443069458	1.6915411949157715	1023048386	750185728	1023048386.76982
1045	3.807421	0.46045812	0.60916471	324.66531	2.4660877	1.9700719	-0.18405539	0.078384914	1.7186018228530884	0.8238438963890076	1023164198	354133248	1023164198.333252
1049	3.3011302	0.28963618	2.3779097	494.68815	2.7843545	2.5640908	-0.29086227	-0.054428257	4.334681034088135	0.9515860080718994	1004201347	497615695	1004201347.478215
1082	3.2754892	-0.34669199	2.4275796	262.78325	1.8807566	1.589026	-0.17840755	0.15605511	4.159301280975342	0.3714454174041748	1024844747	429941058	1024844747.447068
1084	4.0396711	0.38596362	2.5912285	294.4741	1.7881965	1.7231846	0.060878912	0.036235146	1.625803828239441	0.21000514924526215	1009590566	389808297	1009590566.399681
1099	5.8080962	1.528154	1.7472364	206.95378	2.0707529	2.0374736	0.01280482	-0.022496801	1.1502271890640259	2.716057538986206	1014581051	771128654	1014581051.757241
1126	5.8859188	0.80906193	0.56578982	578.38912	2.5607044	2.3183761	-0.053353611	-0.10880719	6.200406074523926	1.0969494581222534	1025174318	925518751	1025174318.905063
1127	3.5805459	0.99729466	2.4920764	284.81884	1.9868699	1.5605621	0.17013226	-0.27958504	1.4286861419677734	1.9246429204940796	1030854176	825765848	1030854176.815595
1134	2.0467384	-1.0602213	0.33669991	660.11955	2.9009676	2.4902431	-0.53414272	0.0039150345	3.656867742538452	-3.1039602756500244	1013876837	59569955	1013876837.079834
1147	3.1177307	-0.57685072	2.5878992	244.1304	1.6125702	1.2288819	0.1695742	-0.18591934	6.2447357177734375	2.945289134979248	1014224936	754084229	1014224936.771973
1160	0.4658856	0.90724728	2.3914575	140.26957	1.7463411	1.1812831	-0.18561268	-0.12404349	5.742342472076416	-0.8260965943336487	1031209131	4055262	1031209130.98645
1166	0.64420024	-1.5244386	2.9758532	329.45803	1.7175231	1.451622	-0.26051878	-0.22443531	0.5960312485694885	1.316083550453186	1018567761	635258198	1018567761.648762
1172	1.8025028	-0.89318923	2.9398608	355.46211	2.2197481	1.316864	0.26509434	-0.18306632	3.7109737396240234	-2.3502728939056396	1000945279	484087586	1000945279.504028
1191	4.9440559	0.4746064	0.22828399	495.21737	2.5194573	1.853297	-0.074059155	0.022221366	3.8109400272369385	-0.7081384658813477	1020237069	891788244	1020237069.877232
1229	5.61631	-1.192346	0.82060627	179.90127	2.2081742	1.6054493	0.025695644	0.00086777002	4.331369876861572	-1.4249279499053955	1007819152	683076978	1007819152.696899
1258	5.6366846	0.042518473	1.000613	302.72024	1.9720457	1.4500876	-0.1720013	0.0047095327	1.1361205577850342	-0.8025479316711426	1010268023	73593736	1010268023.057996
1259	4.1503919	-0.26986597	2.7430002	295.15077	2.0773313	1.609574	-0.016760993	0.25137504	4.666991233825684	-0.5072546601295471	1017354723	740908742	1017354723.760498
1262	3.8486287	0.85470702	0.71674289	152.49984	2.5734003	1.2612884	-0.14758266	0.1083829	1.383863925933838	2.4623525142669678	1026603215	809580922	1026603215.790967
1279	5.0245689	0.41500095	2.3264252	402.80516	2.4295818	1.8311827	-0.023255217	0.0062446288	2.6120355129241943	2.4001388549804688	1018003438	552289844	1018003438.533651
1324	1.3761451	0.85463459	0.53580575	269.53986	1.8476413	1.8341546	-0.0036700234	-0.082432258	5.641164779663086	-2.7270829677581787	1009281076	530851722	1009281076.519975
1346	4.3284344	0.89201628	2.2505998	176.77253	1.4786703	1.364083	-0.023344592	0.093553705	2.927377462387085	-1.551149606704712	1022648931	400682330	1022648931.381104
1348	4.2661523	-0.53926795	2.4802936	148.2538	2.5482303	1.4783163	0.0040248176	0.045794477	1.31479811668396	-0.5610268712043762	1019719456	515100598	1019719456.508856
1352	5.0321666	0.4328882	2.4528294	528.0916	2.2563619	1.6591684	0.16544523	-0.026065335	5.662692070007324	-1.9992270469665527	1018357281	24063230	1018357281.004285
1408	2.8051296	-0.50559892	2.8109542	315.75419	1.627123	1.5634205	-0.27235438	0.052722045	4.157784461975098	-3.0754213333129883	1018082900	252877235	1018082900.253299
1444	0.92100623	0.75430823	2.60021	308.05933	1.8835619	1.4044136	0.040235828	-0.31505387	5.536279201507568	-0.16532206535339355	1030521173	606016159	1030521173.591109
1453	5.9653052	0.25637529	2.5011663	496.8223	2.9365497	2.309572	-0.3656796	0.08946706	0.6195307374000549	0.8288145065307617	1020173328	71137309	1020173328.052922
1471	1.8455855	-0.028277058	0.81085298	233.5043	2.4195232	2.0145871	-0.0086782594	0.013024542	4.729073524475098	-0.11184713244438171	1019644380	558511138	1019644380.575464
1489	4.4044507	-1.2438625	2.5430356	289.8475	1.7004313	1.5520723	0.039667519	-0.017065368	5.265992641448975	-1.2910897731781006	1023754555	479716897	1023754555.492286
1496	1.4294651	0.25793589	2.053627	224.42985	2.0532572	1.9641573	-0.015001137	-0.12127248	5.617897033691406	0.43384870886802673	1003475146	159729958	1003475146.143766
1500	1.0310745	0.63986894	1.3920111	158.61015	2.091809	1.9371934	0.32915118	-0.20887301	3.6610124111175537	0.8498793840408325	1007743456	560608149	1007743456.56476
1515	3.2863088	-0.34478848	1.5442047	78.934072	1.3809829	1.2618378	-0.14206212	0.2147158	0.36455580592155457	0.1559980809688568	1020882794	572760820	1020882794.59082
1520	6.1292682	-0.90328058	0.72783913	252.84243	2.1695517	1.9498088	-0.14190334	-0.19709352	4.222344875335693	1.440306544303894	1012482924	656061292	1012482924.672354
1530	5.1968776	-0.22540764	0.24563981	657.31378	3.0415803	2.877362	0.21755509	0.83797546	2.15031361579895	1.3117954730987549	1020336029	304441333	1020336029.291911
1540	0.75930473	0.35246945	1.5660027	263.98298	1.9620178	1.847244	-0.027634843	-0.32394468	5.887424468994141	-0.7018408179283142	1012263781	432099700	1012263781.411806
1566	1.7447704	-0.41843567	0.30795067	282.39137	1.7236362	1.7174342	-0.2738809	-0.087096289	0.31247779726982117	-0.077494315803051	1016387123	777667284	1016387123.79112
1568	5.4041327	-0.86218028	0.52020889	125.77002	1.8505834	1.3223564	0.07498127	-0.045034862	1.9533944129943848	1.0086164474487305	1010823681	992724776	1010823682.013049
1579	0.39208632	-0.99398191	2.495617	457.82313	1.5331252	1.3711739	-0.19647035	0.075728429	5.062744617462158	-0.02826259844005108	1011963687	47577739	1011963687.067288
1596	4.0660346	0.10069731	2.8577433	227.90536	2.520081	1.4897199	0.078409432	-0.28570459	0.15136559307575226	-2.4311869144439697	1016827500	815238595	1016827500.831421
1604	5.3228234	0.67139464	2.7021918	613.28749	2.9387738	2.4366797	0.38877319	-0.027367717	1.2850016355514526	-0.032906971871852875	1004908192	639475942	1004908192.621837
1608	6.0821678	-0.1375673	2.3895377	126.86575	2.1788635	1.8732531	0.023494761	-0.0071173864	6.16401481628418	0.6104902029037476	1029328076	95200419	1029328076.087036
1612	0.20268209	-0.88420376	2.3968648	449.14741	1.9573058	1.8835683	0.19603773	-0.13063992	5.401993751525879	1.5876730680465698	1023503489	403301120	1023503489.423628
1658	3.0420788	0.29835246	0.1433039	381.95924	2.7655942	1.9432535	-0.40288008	-0.21110645	2.489626169204712	0.7037239074707031	1005895037	521417618	1005895037.522131
1659	4.3328473	-0.53621259	0.47016833	673.63316	2.7874158	2.2818497	-0.054946239	-5.772426e-05	5.292530059814453	1.765147089958191	1007610295	38465381	1007610295.057927
1665	2.1407466	1.4010827	2.3197823	272.4127	2.1229273	2.0519112	0.010167434	-0.087480472	3.040846586227417	-2.389075517654419	1011075066	479844213	1011075066.462524
1667	0.90343163	-1.0784388	2.0266412	298.83432	1.8350377	1.8147405	0.014876169	0.0079120077	0.46904081106185913	-2.552400827407837	1024887561	656779885	1024887561.675712
1684	4.9531116	-0.10480623	2.1512407	272.6426	2.793897	1.7497346	0.49686373	0.11896728	6.022253036499023	-0.21783378720283508	1017887068	431746244	1017887068.447495
1688	5.7820782	-1.2872446	2.4579535	397.05338	2.3156292	1.8750768	-0.0072063906	0.091516857	2.8841323852539062	3.0851240158081055	1029537730	755284548	1029537730.772949
1721	3.8158105	0.067201117	2.900882	397.77408	1.5639156	1.5124528	-0.013593935	-0.14064702	4.819119930267334	1.3313283920288086	1010164607	480359435	1010164607.467927
1728	1.4001808	0.6716376	2.0817718	284.93459	2.6579568	2.0730498	0.02793165	0.0031807232	0.3155055344104767	-1.9219212532043457	1030635137	720194340	1030635137.701317
1743	1.7329899	-0.87362157	0.8543684	208.7795	1.4766028	1.1835051	0.14372184	-0.24885024	1.5952255725860596	-3.0058248043060303	1028246962	669765711	1028246962.683831
1762	5.3483157	0.021728665	2.5367324	214.3531	1.9027589	1.4287941	-0.034934893	-0.057369231	5.042036056518555	0.586481511592865	1001915379	620558977	1001915379.610564
1774	2.3139156	-0.42454032	2.4823763	411.9753	2.7346115	1.5662873	0.040206636	0.034486507	6.2778120040893555	2.5985937118530273	1016293696	410470366	1016293696.430853
1785	5.0200071	-0.73069027	2.3464154	156.57729	2.5774728	2.12537	0.24632093	-0.068188471	6.033982276916504	1.8633042573928833	1010410038	660855412	1010410038.671631
1786	6.2174784	0.68551425	0.077317561	645.76642	2.7378214	2.3832294	0.21491209	-0.073115814	2.165576219558716	2.97753643989563	1008629289	518981576	1008629289.498657
1825	5.6218918	-0.72773425	0.30783918	652.55591	2.693076	2.0765027	-0.061723745	-0.011609183	4.634904384613037	2.953190803527832	1018913284	233483434	1018913284.251074
1826	0.72449459	-1.1197404	2.4745977	376.74445	2.8565305	2.2670304	-0.26468513	0.037445152	0.7816362977027893	-2.936699390411377	1012563795	11807919	1012563795.03125
1831	0.94175251	-1.0776055	2.5909721	501.784	2.0817969	1.7429445	-0.065332901	0.18641019	2.371422529220581	0.08866596221923828	1030575518	791857481	1030575518.81077
1833	4.8453858	0.8303618	0.50073082	421.5467	2.764638	2.7490759	0.19868454	0.033719328	3.528132677078247	-1.4706151485443115	1006123482	347047448	1006123482.325928
1866	5.6781295	-0.61783497	2.432043	119.74182	1.7665215	1.2308062	0.034754618	-0.039870652	5.027285575866699	2.4421608448028564	1001593304	726042509	1001593304.739258
1877	1.1479004	0.20274052	0.46611601	406.80968	1.9606673	1.564114	-0.29928463	0.16660872	4.639922142028809	-1.4575941562652588	1020544685	262354612	1020544685.243876
1887	4.0865299	-0.18593273	2.3730825	263.4203	2.8457448	1.2584963	-0.82506805	-0.22882796	3.842158555984497	-1.955715537071228	1026847692	864836454	1026847692.873635
1899	4.296858	1.0455879	1.3084733	273.74341	2.0107051	1.3243601	0.30014107	0.04936329	1.2913708686828613	-2.176356315612793	1009122933	850725651	1009122933.831734
1900	0.3603589	0.23690539	2.2797495	59.246329	2.4102906	2.2780139	-0.039522979	-0.093243413	3.3669192790985107	-0.6741265654563904	1001371124	48694849	1001371124.057617
1906	4.5585745	0.072845463	0.54674102	346.9797	1.7009956	1.6347924	-0.023408236	-0.0030970927	0.5549905300140381	-1.4194574356079102	1023086873	342409253	1023086873.325483
1907	4.226712	-0.10512352	0.89222305	115.10152	1.2558445	1.166308	0.051700429	0.053937374	5.050696849822998	-1.8452101945877075	1016632635	516769171	1016632635.506947
1919	1.7200887	0.42122924	2.6445701	421.69804	1.5578761	1.4003964	-0.0524553	-0.10359817	1.6169769763946533	1.20377779006958	1024432654	448005199	1024432654.428712
1931	2.110974	-0.3606824	0.65702184	264.70659	2.0389948	1.9374482	0.28455732	0.12245748	2.1594345569610596	0.007487030699849129	1013513632	597996712	1013513632.603581
1937	3.4999306	-0.58717061	2.4863021	273.50594	1.9621134	1.3561506	-0.038746736	0.043973454	3.7130355834960938	1.1975245475769043	1007869611	987598300	1007869612.008423
1951	1.999405	-1.1511067	0.67521684	355.11877	1.5569989	1.2208347	0.069878291	0.00090372896	4.9747161865234375	0.2361355870962143	1027913518	589025140	1027913518.606167
