simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z	polarization	coa_phase	geocent_end_time	geocent_end_time_ns	gps_time
1960	5.0979256	0.68267848	0.50936063	241.58423	1.6678538	1.4360591	0.25192976	0.065883492	6.054694175720215	1.901147723197937	1028624822	908997416	1028624822.891113
1970	4.1110091	0.28205368	2.984701	323.40102	2.0021737	1.5326623	0.052805264	-0.010269924	4.220986366271973	2.1723947525024414	1020834847	226077914	1020834847.208238
2000	2.0872232	0.071357949	2.8794485	345.42491	1.5365324	1.514834	0.021840234	0.0037078686	4.6456451416015625	1.6425145864486694	1023742075	489475250	1023742075.47239
2005	1.1213028	-0.87968434	2.7309938	251.48433	2.8770559	2.7203815	0.16980401	0.060096369	2.469275712966919	1.4928832054138184	1020582586	429774284	1020582586.449707
2025	3.9801213	-0.99151438	2.1973362	145.6053	1.5326857	1.359185	0.11279505	0.074982242	0.038383640348911285	-0.9416595697402954	1009840082	376423359	1009840082.392334
2036	5.5327467	0.090660944	2.8739402	419.23168	1.981891	1.5116862	0.049282454	-0.14310654	5.2659010887146	0.10858728736639023	1021475291	113451362	1021475291.100674
2052	6.0483553	0.46803034	2.8553769	373.67793	2.8408878	1.5726631	-0.57665503	-0.035796171	1.0605477094650269	-0.892034649848938	1006746258	182980537	1006746258.163696
2054	5.8873758	0.76013408	1.1296629	114.28063	1.3672284	1.3489129	0.031883305	0.2424112	2.6265015602111816	1.936081051826477	1015965122	788879514	1015965122.773804
2064	0.39731516	0.32092738	1.353421	242.58543	2.7135008	2.2571052	0.062480165	-0.06937547	2.123112201690674	2.0997941493988037	1011748556	693442702	1011748556.674904
2066	0.11159166	1.0737754	0.85038233	377.59634	2.7654627	2.1375358	-0.30576995	0.0060670519	4.912102699279785	0.08274800330400467	1004337959	944921970	1004337959.926613
2067	4.7559345	0.093280147	0.098542035	502.12978	2.0398752	1.5386612	-0.10268937	0.21030457	1.7328752279281616	0.6108886003494263	1022838834	507506609	1022838834.491296
2072	3.1523261	0.33925665	1.9890369	263.47668	2.5316062	2.3460851	0.295917	0.14957896	1.8386367559432983	0.7350744009017944	1025090404	13753176	1025090404.024845
2112	0.12277808	1.1522171	2.2824307	326.46695	2.0067422	1.8036195	0.060757292	0.10585525	5.3262834548950195	-0.7710641622543335	1009701040	689947128	1009701040.680925
2119	3.8925258	0.57274759	0.73167692	582.85963	2.5811949	2.0558397	-0.044110287	0.016519079	2.1721901893615723	-2.2982420921325684	1011443021	285257459	1011443021.265672
2172	5.2875358	0.091639686	2.6791434	321.67175	2.12307	1.3151709	0.0053082187	-0.073799828	6.019434928894043	1.7770859003067017	1029000934	175636768	1029000934.190579
2174	5.9953196	1.1477781	1.8667036	178.71395	2.0167758	1.244706	-0.18946094	-0.094066897	0.5779674053192139	-2.0168519020080566	1020590822	146960139	1020590822.133545
2177	4.7658221	0.90961017	0.86144146	122.75664	2.0294289	1.7612074	0.1186915	-0.064064009	3.1129891872406006	2.0821595191955566	1014968910	599863052	1014968910.590768
2180	3.2630706	0.53286011	2.0315102	136.06116	1.8218517	1.6287786	0.084127813	-0.016360627	2.259674310684204	-0.23235251009464264	1003507251	908306599	1003507251.890015
2186	6.1378655	-0.66689946	0.90147045	449.71578	2.4868188	1.6627806	0.10968149	-0.074055377	1.4259815216064453	0.4047127068042755	1000581154	713124275	1000581154.734155
2194	1.7061291	0.16231165	0.8685675	292.40518	2.7356948	2.3236883	0.15636934	0.1129426	4.289825916290283	-0.258823961019516	1018948666	738969088	1018948666.751677
2195	1.3637744	-0.39944072	0.29070263	323.23054	2.4223749	1.5686542	0.081902147	0.003166871	2.8843021392822266	0.6705294847488403	1018434246	615546107	1018434246.63532
2197	3.1259537	-0.72964632	2.4426045	235.02418	2.1724749	1.9447661	0.0048863817	-0.0017633292	2.4265880584716797	1.3306540250778198	1014916515	184146047	1014916515.202421
2219	0.80982434	0.12011835	0.49566862	221.49985	2.7151596	2.0762205	-0.069133062	0.086178005	0.6277687549591064	2.62846040725708	1023502405	551900744	1023502405.559082
2230	4.6558113	-1.2092029	1.0179439	277.37463	1.6200274	1.2699594	0.13248484	0.042094949	2.3362925052642822	-1.88690185546875	1027703378	74190378	1027703378.092645
2240	5.4868468	-0.42776283	2.9022198	412.20174	2.257405	1.7256296	0.12345135	0.20959849	2.068243980407715	1.8627338409423828	1029956477	483805537	1029956477.503076
2250	0.5517389	-0.31945383	2.3674391	477.67451	2.6019969	2.6014146	-0.044465829	-0.061816886	3.168368101119995	-2.942714214324951	1002818101	146246552	1002818101.161887
2288	3.4732477	1.2902223	1.8070199	104.41525	1.7744174	1.1595636	-0.11544075	-0.14219114	6.199187278747559	-1.5707029104232788	1019794388	250596046	1019794388.235107
2298	2.2597025	-0.44226242	1.9317498	107.10245	1.6556344	1.4609473	0.015518792	-0.2604963	4.1414794921875	-3.118105888366699	1028126765	967607975	1028126765.964174
2305	5.259609	0.84438703	0.52681903	287.83729	1.6255339	1.6105072	-0.048792696	-0.22203864	1.9620583057403564	1.0355753898620605	1004832207	592290044	1004832207.572632
2325	5.140268	-0.42019075	2.5171237	446.63114	2.1397353	1.7945538	-0.029541475	0.008982504	1.2391364574432373	-2.006211757659912	1016075733	407940865	1016075733.427904
2337	4.5819882	0.53843197	0.19405926	188.08814	2.3895304	2.287673	-0.16627677	0.0059206303	4.591268539428711	-2.03998064994812	1009225489	751856804	1009225489.733861
2374	1.521299	-0.3419864	2.1941861	164.70877	2.6795883	1.831855	-0.018859847	-0.068930868	1.8916763067245483	2.4720399379730225	1000506254	703744888	1000506254.717285
2395	5.2391451	-1.3762359	0.52012663	345.83534	2.3354756	1.8069709	0.15869506	-0.033601542	4.807374477386475	-1.769224762916565	1002362344	31223536	1002362344.045801
2425	0.38040081	-0.89353286	2.4545684	402.76965	2.815266	2.4040909	-0.40468296	-0.10958981	4.937148094177246	-1.0577385425567627	1013421226	106496453	1013421226.126616
2435	2.4492133	-0.74253561	2.8678688	193.33168	1.5333959	1.4500324	0.15735883	0.098693208	2.2537293434143066	-0.7422090768814087	1009249774	201434851	1009249774.214496
2476	4.5847667	-0.3348203	0.54151236	677.02566	2.0171056	1.5370378	-0.069278619	0.10115926	1.6220296621322632	1.2591954469680786	1015626210	656225562	1015626210.672919
2479	3.3659356	-0.51532543	2.9140695	408.69911	1.7633937	1.553453	-0.013926502	-0.36878488	4.629593849182129	-0.6509464383125305	1009664788	666729808	1009664788.686646
2481	4.6369339	-0.68720388	2.3804259	314.71795	2.1755762	1.7287961	0.086696769	-0.038937418	6.1997857093811035	-1.4701611995697021	1025642320	170906067	1025642320.188463
2498	4.3140167	0.54304834	0.96083533	306.78052	1.9262023	1.5464101	0.10753236	0.019529268	4.964454174041748	2.600043535232544	1020852656	936636448	1020852656.916626
2503	1.7216019	-1.0887058	1.1778074	104.88459	2.0783564	1.9030094	0.058756868	-0.30090768	5.424607753753662	0.32912158966064453	1018091341	503747702	1018091341.522467
2504	1.9452875	0.79773721	0.92811706	285.70935	1.6075346	1.4089656	0.13208499	0.14660631	6.263836860656738	2.535649299621582	1011848022	396939635	1011848022.37653
2517	5.1345303	0.28801032	2.844414	108.67934	1.6731113	1.3351634	-0.15522287	-0.082355386	2.5445005893707275	2.4084320068359375	1005975775	927525163	1005975775.929002
2523	3.108803	-0.27194577	0.28694057	89.634366	1.6742459	1.3411302	0.2147335	-0.024796807	1.3717858791351318	0.5543753504753113	1029096331	59911728	1029096331.047689
2524	0.22617272	-0.47506487	0.33851533	279.97864	2.5752184	1.7513709	-0.0035309159	0.16399516	5.327170372009277	-0.38455435633659363	1027222890	173633695	1027222890.187348
2540	3.3864537	-0.49771376	2.450581	372.53291	2.406839	2.3172565	-0.33346775	0.099281979	4.684237480163574	0.659199059009552	1006287954	493686199	1006287954.495979
2576	4.2644342	1.194071	0.94135031	207.51994	2.7450196	1.3638587	0.063434204	-0.085221254	2.370952844619751	-1.758744478225708	1007423255	115411282	1007423255.099121
2579	4.4986764	-1.0076797	0.6487214	256.02019	2.7313526	2.4576189	0.1722885	0.36762147	5.520824909210205	0.4178694784641266	1018295865	644723773	1018295865.661987
2628	3.133087	-1.169251	2.7747349	327.40485	1.7272811	1.5694569	-0.26257154	-0.10581114	2.9538869857788086	0.7674397826194763	1013015576	393659353	1013015576.408352
2637	4.2977307	0.88675022	1.816353	149.66415	2.1044516	1.7110249	-0.015161685	0.1062172	2.3045144081115723	2.2588374614715576	1000277365	966259956	1000277365.957977
2642	4.7581988	0.51011108	2.5671644	295.91326	2.5707578	1.9256806	0.29237501	-0.076223838	5.392767906188965	2.016296148300171	1006033488	578234673	1006033488.558105
2644	2.6667663	-0.1647957	0.86666836	422.51884	3.0007275	2.6281786	0.055264908	-0.0079338481	3.513322591781616	1.609082579612732	1026383254	728349447	1026383254.74562
2655	4.9830636	-1.1322356	2.1048215	225.52853	1.9214594	1.7713906	0.0049147488	0.10781854	4.7017292976379395	2.4311699867248535	1005649653	848550439	1005649653.867504
2690	3.0210491	0.11696089	1.829708	106.02254	1.9234953	1.2137408	-0.016386976	0.075334752	5.6961140632629395	1.5736395120620728	1008568388	134535432	1008568388.136142
2697	0.46563402	-0.74231419	2.4581028	134.42104	1.428214	1.423929	0.085989048	0.14375341	6.053951263427734	2.0367817878723145	1000701593	799992561	1000701593.802053
2705	1.3446667	-0.80361723	2.1419118	246.64621	2.5425764	1.2269387	0.25885548	-0.0031664468	4.056549549102783	-0.7798019647598267	1000704537	719300747	1000704537.736187
2706	4.4500804	0.7895246	1.5236814	374.10372	2.8080025	2.5495477	0.66215348	0.026238561	0.9026444554328918	2.0822300910949707	1005855353	440450788	1005855353.420063
2717	4.753324	-1.038312	2.4205579	172.71493	2.4710397	1.5227113	0.15613323	-0.15076368	0.1535348743200302	-0.4207412600517273	1022776519	867766619	1022776519.883545
2721	4.9635336	0.51398966	0.99324305	100.47815	2.0795174	1.544817	-0.02315299	-0.3416405	0.14490903913974762	0.2315899133682251	1027495511	728949189	1027495511.710499
2725	5.8727221	0.41425323	1.182494	104.41966	1.7803215	1.72229	0.07430634	0.11444213	3.3057754039764404	1.1774487495422363	1018867635	534950972	1018867635.523317
2726	3.2617651	-0.75696282	1.9272882	226.61857	1.4456432	1.3377657	0.22203046	-0.055500369	4.980138301849365	2.2256836891174316	1011133187	175646305	1011133187.195804
2735	2.8860116	-0.95921813	0.57186498	146.68932	1.443843	1.2857748	-0.017105349	0.29470939	0.6050458550453186	2.5417091846466064	1010514521	719213843	1010514521.734741
2748	5.8800753	-0.43799511	0.51338033	304.50017	1.9855387	1.6761244	-0.018064685	-0.24328538	4.833322525024414	-1.6576155424118042	1023053853	789684772	1023053853.806513
2773	2.7374734	0.65363009	0.63880325	341.51371	2.0756927	1.644452	-0.19873401	-0.10358236	4.425877094268799	2.6730003356933594	1019021838	401077628	1019021838.382721
2790	6.0005315	-0.26479146	0.93860694	241.93577	1.9478676	1.690999	-0.21065506	0.1928213	1.3317714929580688	-1.7860502004623413	1021669267	110021830	1021669267.119967
2792	1.6181569	0.45173565	2.3026392	136.41946	2.6412653	2.0556014	-0.02888618	-0.12903151	1.5502394437789917	0.3324456214904785	1023141810	905129790	1023141810.885742
2795	5.7629725	1.1090549	1.8385132	327.27831	2.3448576	1.5021111	0.025044886	0.11022804	2.3441991806030273	-2.2277135848999023	1013525961	198675752	1013525961.183698
2800	6.0215215	0.59982914	0.70039051	505.00495	2.5203831	2.0797575	0.003878431	-0.1637035	3.2567527294158936	3.015739917755127	1000610113	550191879	1000610113.532189
2819	2.6180209	-0.77113084	0.87746506	216.58593	2.4858519	1.8000186	0.13132691	0.14410052	1.878027081489563	1.8225177526474	1008431821	393639088	1008431821.398884
2842	0.50167923	-0.047361094	2.2877503	238.64742	2.0998047	2.0821639	-0.0065643607	0.1502464	2.4815444946289062	2.7169463634490967	1030015231	579219460	1030015231.563232
2853	6.1405432	0.10626306	2.7112264	132.92623	1.850337	1.546536	0.061778647	-0.053421668	4.048725128173828	2.3823044300079346	1004159666	762424350	1004159666.746402
2877	4.5708733	0.98661396	0.56975152	237.37127	2.5760885	1.4229202	-0.10558052	0.015581813	2.6209869384765625	1.4451433420181274	1018371267	576478362	1018371267.561523
2884	3.5585942	1.4054017	0.24468464	238.53243	1.4288332	1.422328	0.024593115	-0.013434221	1.9858794212341309	-0.5762945413589478	1010531128	301362872	1010531128.291443
2917	3.6563494	0.78905431	2.5063055	371.37109	1.6996999	1.6677339	-0.15995571	-0.15527008	3.0235917568206787	2.6516332626342773	1022828687	881783485	1022828687.861938
2919	1.0045023	-0.24854718	0.69962187	354.85852	1.7409807	1.5501845	-0.044116541	0.071019224	0.17570368945598602	-2.145775318145752	1027770370	102214932	1027770370.092058
2936	3.3004701	-0.51702545	0.81236856	83.403538	2.3117316	1.8013284	-0.0015781189	0.18582767	1.9941937923431396	-1.8247016668319702	1002592921	405635953	1002592921.421753
2942	3.8374593	0.84740933	2.4454035	226.2888	2.2090194	1.2454556	-0.15062058	-0.063916234	3.4544670581817627	2.506704807281494	1005482757	173118114	1005482757.159424
2946	0.8471614	0.016836239	1.4195833	67.107575	2.1025805	2.0532709	-0.062806174	0.0048196868	1.9785231351852417	-1.398686170578003	1004326866	476065755	1004326866.46228
2949	0.12028456	-0.25230182	0.74000548	329.99082	2.690247	1.7872836	-0.019974484	0.011148192	2.270268440246582	-1.843450665473938	1003510232	741233349	1003510232.759852
2951	3.2096624	0.75696734	2.818669	713.98021	2.9129211	2.3066631	-0.085023798	-0.10003084	4.4044294357299805	1.1768449544906616	1003089764	889384985	1003089764.87031
2961	3.2203335	1.1816222	0.15246465	225.95549	1.8794191	1.4422531	0.17939918	0.0034799403	2.716790199279785	-2.902517080307007	1018612744	747240424	1018612744.734547
2965	2.5510566	-0.37183119	0.60890132	155.54069	3.0860533	1.627937	-0.034233438	0.12105705	4.999407768249512	-2.097358465194702	1006594719	608128667	1006594719.599803
2976	5.9698746	0.52042812	2.278338	525.92359	2.7531656	2.4537454	-0.017060717	-0.096233655	0.08279623091220856	2.4639720916748047	1010792001	631891012	1010792001.612447
2979	3.229972	-0.54111362	0.3948827	333.47573	1.7070888	1.3169114	-0.012844963	-0.034846803	1.5782891511917114	0.9502394795417786	1018017742	491919756	1018017742.507874
2981	5.6793715	-1.0937095	0.42560323	300.36385	1.481316	1.4057025	-0.023730104	-0.003116345	3.513986825942993	-2.0836596488952637	1017295767	782884240	1017295767.803223
2984	6.1599071	-0.63943822	0.33550838	396.57541	1.7235037	1.5305576	-0.0054223907	-0.01058722	6.161966800689697	-3.0098941326141357	1018576714	686302423	1018576714.703461
2991	4.2998818	0.40020055	0.49319508	760.95072	2.8197747	2.3459317	-0.14053362	0.0012626914	3.522907257080078	-1.2175304889678955	1002833698	579243183	1002833698.561014
2992	4.6888494	-1.1862241	1.8828389	174.65337	1.3010355	1.1989521	0.34099562	-0.24009012	0.26833903789520264	-0.7818701267242432	1029341819	19381404	1029341819.037455
3007	4.3951618	0.12628948	2.5350011	206.76199	2.2079115	2.0042033	0.049339751	0.12980996	4.889589309692383	-2.3158676624298096	1006502736	245576024	1006502736.258179
3026	4.1975356	-0.25226527	2.6771664	297.81449	2.2730105	1.8185374	-0.077975273	0.057860416	1.4717715978622437	-1.9648929834365845	1000338022	515612245	1000338022.503485
3033	2.9173982	-0.40417085	3.1103022	586.63263	1.8312608	1.8190949	-0.043489067	-0.075987074	3.9148409366607666	1.7885725498199463	1018705039	796387911	1018705039.813993
3046	0.16871451	0.45081007	1.9120578	119.13736	1.8966111	1.3830181	-0.12116547	0.0043952868	3.298276901245117	-2.1090891361236572	1009115612	221965551	1009115612.231292
3048	3.7317402	0.49333243	2.0732924	148.70293	1.6805654	1.585994	0.23775523	0.085816267	4.220737457275391	1.3882782459259033	1006909627	551901579	1006909627.555924
3052	0.90774744	-0.093933857	0.89213624	131.99874	2.6555306	2.4809528	-0.089513885	0.075335247	5.847334384918213	1.9788241386413574	1006492537	438350320	1006492537.423653
3055	5.5272626	-0.94533089	0.51153143	604.56004	2.6335014	2.3100208	-0.14724811	0.040917693	4.783419132232666	3.00433349609375	1017721115	455113292	1017721115.474671
3070	1.9315632	-0.46626489	1.632007	79.365419	2.6079244	1.5287589	0.24123653	-0.13579364	5.918760776519775	-2.018839120864868	1015666059	851081729	1015666059.860592
3076	4.4676419	0.74155163	0.54204222	300.26359	1.8137968	1.4922798	0.0032195671	0.014392341	2.8193728923797607	-0.186343714594841	1002323138	172991395	1002323138.1521
3091	2.3654991	0.1062174	2.1287841	161.6555	2.1862345	1.5021881	-0.11071771	-0.046343811	1.8645741939544678	-2.806020498275757	1018878783	148785472	1018878783.163821
3097	4.4529192	0.57937195	1.9587894	301.71484	2.0337194	1.3678709	0.11750113	0.010012347	1.3725852966308594	-0.700196385383606	1011197092	120729685	1011197092.100082
3098	1.4464351	-0.92270286	2.6111923	320.6756	2.6429893	2.1267076	-0.079178887	0.10496636	0.5119259357452393	1.4748096466064453	1021612096	609347343	1021612096.626709
3113	2.4990223	-1.4092069	0.95609435	144.90387	2.4665376	1.8329264	0.034239053	0.014698028	5.872073650360107	-2.758676052093506	1003100642	800658345	1003100642.813477
3124	3.4954209	0.093729958	0.98748916	56.419432	2.3935206	2.2228304	-0.0084735566	0.10442793	1.5357170104980469	-1.279257893562317	1029120911	465650082	1029120911.460693
3135	2.1137093	0.58579413	2.4202324	264.17599	2.1456083	1.9966819	-0.034339119	0.010696655	1.6820182800292969	-0.21082143485546112	1028571109	531352401	1028571109.510986
3161	4.9408212	0.93126992	0.63122757	347.98102	2.4460625	2.2399293	-0.043594693	0.20508722	4.895346641540527	-0.6817218065261841	1027046791	484150529	1027046791.46684
3182	3.2202545	0.50980015	0.87716153	223.38103	1.3586887	1.2333148	0.051162554	0.17080018	5.32067346572876	-2.2466025352478027	1012507502	408580065	1012507502.414538
3186	3.0525567	1.0034372	0.49296806	202.72757	2.1136012	1.6074934	-0.026962782	0.017853355	4.830138683319092	2.2529618740081787	1026238562	759322405	1026238562.745972
3203	2.6929584	0.25531267	2.6046626	287.51467	1.4963568	1.4416427	-0.30671003	-0.030413118	4.726757526397705	-0.2251933515071869	1018919466	117881775	1018919466.09947
3230	1.9741789	0.35921076	2.2285184	192.03417	2.1524426	1.3982879	-0.083596653	0.087907792	5.675042629241943	1.7912718057632446	1027273863	293220520	1027273863.272339
3241	2.8028958	1.2497319	2.6654446	428.33685	2.5809566	2.5797934	0.3658416	0.00029982862	4.932093620300293	2.8398351669311523	1013689950	581136703	1013689950.568135
3244	3.3905993	0.68507224	2.6231829	422.35639	1.6851825	1.6168722	0.033351756	0.17878781	0.8212661743164062	1.9382449388504028	1002304416	15633345	1002304415.995483
3246	5.0261576	-0.29184037	0.46359758	395.3231	2.7859885	1.4427989	-0.21178862	0.025258994	3.198714256286621	-1.4707543849945068	1014432746	540700078	1014432746.557983
3267	6.0014958	-0.57773785	2.0625463	590.6554	1.6429088	1.6379769	0.17999696	-0.028695627	2.168879747390747	-0.8766505122184753	1007987353	232991576	1007987353.253766
3274	0.4532823	0.66414172	2.2123242	310.72454	2.5007947	1.5362681	0.14861155	0.096581879	4.088341236114502	0.8125990033149719	1015101641	115224123	1015101641.093872
3292	0.26471671	-0.58824949	2.5246909	167.33281	2.2913057	1.5272155	-0.014136199	-0.042752299	4.258661270141602	-0.5025790929794312	1019790108	958285451	1019790108.978394
3298	3.4814032	0.61681576	0.57330906	366.94596	2.6568181	1.3740138	0.076072349	-0.061863059	0.7152466773986816	2.6850428581237793	1019007114	921076894	1019007114.908867
3299	2.5599826	0.20624608	1.1997083	171.4861	2.6906033	2.4477529	-0.44376535	0.0041899529	3.934764862060547	1.299318552017212	1029163295	634496450	1029163295.613678
3311	3.9080367	-0.99538477	0.076756665	254.712	1.9653691	1.5068999	-0.069730057	-0.010770311	0.4709901809692383	-1.5529931783676147	1022859264	859682322	1022859264.87854
3334	5.0036323	-0.30081296	0.099035055	405.4023	2.2471238	1.5225879	0.22843771	-0.017964802	0.7542898058891296	-0.05624249204993248	1028649205	964008212	1028649205.98309
3375	2.4000499	0.88844471	2.5211168	686.16396	2.9914693	2.7201078	-0.16913962	-0.12696611	3.039515972137451	0.12357994168996811	1003752158	335611582	1003752158.315941
3379	0.62455344	-1.1409014	0.56132442	396.30301	1.7616406	1.628076	-0.035166231	0.0024787565	1.5067360401153564	-1.3602147102355957	1024982454	178753614	1024982454.196177
3387	3.5290533	-0.0021404391	0.54915014	290.71524	2.8453362	2.0169272	0.075949594	0.036253348	0.4087003767490387	-2.381242275238037	1001399575	418756604	1001399575.435107
3402	4.9632147	0.98081201	2.7875854	424.32713	2.4349521	1.6339247	-0.013340626	0.25506699	2.4774556159973145	0.9396535158157349	1023334970	310444117	1023334970.2967
3415	0.85740393	-0.47615535	1.3498474	308.04727	2.8259537	2.0225128	-0.048222553	-0.22804981	0.34564682841300964	2.7586967945098877	1030666247	236233473	1030666247.255981
3420	4.7947339	-0.69502457	2.9580938	290.88042	1.3088496	1.2424978	0.1056007	-0.31773641	4.538850784301758	-0.17146030068397522	1027687083	316968083	1027687083.331962
3430	6.2337527	-0.48132392	0.53160318	321.53121	1.5744417	1.3751184	0.091640843	-0.0042246555	2.5316407680511475	1.1780149936676025	1017288407	685207367	1017288407.703374
3443	2.6441876	0.59619185	0.52100636	142.37705	1.8919243	1.7469937	0.023909795	-0.2611305	4.2256317138671875	0.4929227828979492	1006356098	897712827	1006356098.8798
3455	4.816842	-0.79070384	3.002836	527.81912	2.2429352	2.1020562	0.20841667	0.035667039	4.330236434936523	-2.344306707382202	1019345877	46912432	1019345877.067572
3456	3.851374	1.1350174	0.72238579	262.57482	1.5323619	1.3714462	-0.091443626	-0.22747404	2.5903069972991943	-0.3640947639942169	1025425757	229605556	1025425757.21443
3482	0.67375152	-0.49574256	2.7247054	436.61737	2.4477238	1.845269	0.02498441	0.059552994	4.335057258605957	-2.4920766353607178	1006367570	393065691	1006367570.412384
3487	1.8830374	-0.03802473	2.473125	438.99717	2.3655756	2.269681	-0.11033131	-0.097228257	5.221441745758057	-1.8810409307479858	1000686734	676365614	1000686734.693208
3494	2.6525145	0.20567022	1.0321763	90.945432	1.8953915	1.4105506	0.039845931	-0.36497236	0.8702625632286072	-3.13551664352417	1000410667	799451232	1000410667.786133
3502	0.94053692	0.44862241	0.59542849	242.38275	1.3929387	1.3322757	-0.13387406	0.011343442	1.9562230110168457	-0.9496410489082336	1003744633	304664850	1003744633.28479
3511	3.2273721	1.2926812	2.894672	241.53213	1.45203	1.1955108	-0.116549	0.14074022	5.5826334953308105	-2.8907766342163086	1008626138	540683985	1008626138.5271
3518	1.9979092	0.039906209	0.9289787	111.23854	1.5106138	1.2750688	0.053664328	-0.016905515	0.2020755559206009	-0.055870041251182556	1003060390	976134777	1003060390.959456
3522	0.5427609	0.53200667	0.13628501	1178.5652	2.4981836	2.3403796	-0.18425056	-0.0055518649	6.045797824859619	3.0882246494293213	1022258557	310865641	1022258557.290149
3525	1.9718946	-0.88438018	2.6626824	416.8889	1.5291061	1.4261061	-0.1985889	0.10431641	1.5713378190994263	-2.4171621799468994	1015855414	325741768	1015855414.346266
3534	5.2576699	1.4085946	0.73698094	136.98242	1.4422432	1.4366008	-0.012627366	-0.019671695	2.28861403465271	-3.002537488937378	1024564359	589487672	1024564359.573601
3555	3.7995438	-1.289152	2.9221845	229.33428	2.4261117	1.6573294	0.031973195	0.052904671	2.9718971252441406	-1.0645183324813843	1002644476	676688671	1002644476.687102
3579	4.3438604	-0.24506585	0.73450455	254.51277	2.4220797	2.0498558	0.07146276	-0.094371919	1.9913183450698853	2.6664071083068848	1013965967	330799341	1013965967.325912
3597	5.4157247	0.2565629	0.25818943	349.12183	1.4951586	1.365696	0.021451795	-0.022581059	4.469518661499023	2.1400763988494873	1019315990	486819267	1019315990.469957
3619	1.563286	0.12178092	0.47909561	200.00243	2.7230139	2.0976033	0.14445646	0.15577284	1.1664882898330688	-1.5601288080215454	1023631365	526676178	1023631365.519769
3630	0.19602281	0.53504955	2.6899584	205.674	2.8155774	1.5557201	-0.80073415	-0.01394818	3.6424448490142822	3.0340843200683594	1010457154	661662102	1010457154.645386
3668	4.2206562	0.86780244	1.0961632	241.48478	2.1061106	1.4717273	0.060259606	-0.095510612	5.084853649139404	-1.9849915504455566	1017655476	101095915	1017655476.080697
3673	5.9834201	-0.73282105	2.0312004	221.63104	2.9502779	1.4440426	0.037636459	0.30399281	3.5092029571533203	-0.5211639404296875	1001418905	312902451	1001418905.323918
3687	2.4618489	-1.0379971	0.38571417	246.62014	1.813436	1.3417894	0.010928378	0.098291554	4.690674781799316	2.82211971282959	1008186517	819043040	1008186517.836431
3701	4.8042333	-0.79049618	2.7196187	438.82221	1.7781083	1.235641	0.019764258	-7.6266061e-05	5.464311599731445	-2.6356167793273926	1014077437	968056560	1014077437.985498
3715	0.37344432	0.4014215	0.81086456	430.698	2.4984034	2.2993324	-0.12398981	-0.028373513	5.218417167663574	1.013033151626587	1019922610	74515939	1019922610.056536
3726	1.2547244	0.41805441	0.88543697	266.9493	2.7549417	2.5577901	0.25424903	0.16969773	5.6075944900512695	-0.3531215786933899	1028288849	62500954	1028288849.045659
3795	3.1067796	1.4497811	1.3551546	31.67835	1.36896	1.2859694	0.19836968	-0.095349703	1.9144432544708252	1.5399949550628662	1027199227	593083620	1027199227.577839
3806	4.930932	-0.24278807	0.79767016	366.1617	2.6475511	1.9206616	-0.0053556554	-0.13043282	5.71100378036499	1.1751524209976196	1011415987	831453443	1011415987.850429
3818	2.2028454	-0.24201711	0.73976648	364.13975	1.4290988	1.3832521	0.0090837994	0.0061900384	1.6376607418060303	-2.042795181274414	1022879787	606748819	1022879787.594481
3826	0.33938407	0.74514478	2.7769667	288.78878	1.9959584	1.9896383	-0.059425283	-0.15860696	3.841641902923584	2.9577345848083496	1014582321	394030452	1014582321.373866
3830	0.088284725	0.42239845	2.5130333	378.60358	1.7147765	1.3662064	0.042534476	0.0002712905	5.186341285705566	1.1180236339569092	1007511851	676939011	1007511851.658359
3836	4.8017647	-0.69142236	3.0807278	203.34299	1.7403192	1.7209916	-0.15767744	0.02020744	0.6605068445205688	1.343987226486206	1025397834	273422360	1025397834.285522
3843	3.1497866	0.83465439	1.8960155	186.07362	1.5094835	1.4442874	-0.17519327	0.083889776	3.3926494121551514	2.972890615463257	1006687586	335302353	1006687586.31762
3881	1.5607356	0.49641401	2.3853244	348.51614	2.6508972	1.3381941	-0.10089754	0.27015299	4.927898406982422	-3.045461893081665	1012360415	892634392	1012360415.872591
3887	1.358932	0.63254912	2.1878062	402.45842	2.3282635	1.73646	0.03654956	0.15692339	2.350947618484497	-2.857090950012207	1015552443	956545711	1015552443.936313
3905	1.4232292	-0.98912912	1.2996627	52.924014	1.2582352	1.1895188	0.02185845	-0.15678306	3.9712510108947754	-1.10116446018219	1019400679	240866899	1019400679.258301
3906	3.3592741	-0.58533444	0.7686798	645.59474	3.2996561	1.8757061	0.25876743	-0.16485705	5.39963960647583	2.4588406085968018	1019157189	710510373	1019157189.729975
3919	5.8233012	0.66723898	2.6006054	287.00781	2.2408655	1.8868602	0.064014886	-0.3194164	0.2583633363246918	-2.9395666122436523	1029228936	847339153	1029228936.827689
3921	4.7464077	-0.87024633	2.654899	330.19334	1.7925182	1.4943667	-0.10184801	0.12715532	4.0783162117004395	-2.842658042907715	1026409172	599330306	1026409172.619757
3923	1.3213302	0.5288105	2.6261632	165.31173	1.632205	1.4696173	0.0044889029	0.37284758	6.2401018142700195	2.0402450561523438	1004061021	917758942	1004061021.916452
3926	2.2679808	-0.65074304	2.4968593	132.91511	2.3581381	1.3420927	0.014418772	0.077674704	3.9202659130096436	0.10368137061595917	1008651551	88159800	1008651551.092365
