KNphi inclination_EM log10_mej_dyn log10_mej_wind luminosity_distance KNtimeshift Ebv log_likelihood log_prior
50.30015023270336 0.01781875482200202 -2.0473261319992098 -2.3929354641866567 40.0 0.0 0.0 -251.04696430843936 -10.201342757155308
62.20660252366442 0.038592239735433416 -1.840841834587759 -2.351257808866492 40.0 0.0 0.0 -248.42917322879262 -9.428738408901097
43.82763646778915 0.02396305276956031 -2.184387112534954 -2.4920766125357376 40.0 0.0 0.0 -247.28159530287436 -9.905123913151058
40.02541750153489 0.026137493159796236 -2.3762486446182933 -2.5524043423653633 40.0 0.0 0.0 -246.80831204755586 -9.818284443847897
38.53910682144409 0.02754108412463779 -2.2630359421817707 -2.5465129847242243 40.0 0.0 0.0 -246.70389771371728 -9.765988946652051
52.93568713420901 0.031518986117517314 -1.9348320507347654 -2.323767451760677 40.0 0.0 0.0 -245.8179673699575 -9.631116864631798
48.86051407944495 0.020326233454579564 -2.3182794403785065 -2.301123015491979 40.0 0.0 0.0 -245.6432155963569 -10.069697902962128
45.24553887324396 0.028455019164743228 -2.058377494022519 -2.2765244548392634 40.0 0.0 0.0 -245.5853340035708 -9.733351768980302
59.31549280103344 0.01737378905224202 -2.089431392437972 -2.460294427791521 40.0 0.0 0.0 -245.53165735808676 -10.226628997294203
67.06846953523443 0.031048849484977256 -1.8611581961151802 -2.3530408016867352 40.0 0.0 0.0 -245.528738131931 -9.646140305820804
65.1754857854308 0.03408119727509505 -1.9064502997619917 -2.2879437141046868 40.0 0.0 0.0 -245.51752866932165 -9.552989145725673
63.491936084309806 0.037178853921302435 -1.8879088248488125 -2.3464260229414826 40.0 0.0 0.0 -245.48305715514002 -9.46603161468455
44.654139689691405 0.03138720106936269 -2.080861139959995 -2.4945737727085637 40.0 0.0 0.0 -245.46993700252276 -9.63530538044508
42.13921839649457 0.029724356355269824 -2.145084891622107 -2.5089658786146156 40.0 0.0 0.0 -245.2714142149386 -9.689721854418618
51.45620498043619 0.019739064916704033 -2.237788625200132 -2.2868883651853706 40.0 0.0 0.0 -245.23004314705122 -10.099006659265916
68.7096087878592 0.013003849216370893 -2.092615119973352 -2.329132849039518 40.0 0.0 0.0 -245.22536138642857 -10.516324159190528
